Site Name ,WLR108A,,,,
Site Number ,108,,,,
Logger ,Capacitive Water Level,,,,
Logger Serial Number ,4641,,,,
,,,,
,,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,,,,,
97,20/01/2017 , 18:55:00,2385,26.3
98,20/01/2017 , 19:00:00,2385,26.3
99,20/01/2017 , 19:05:00,2385,26.3
100,20/01/2017 , 19:10:00,2385,26.3
101,20/01/2017 , 19:15:00,2386,26.4
102,20/01/2017 , 19:20:00,2386,26.4
103,20/01/2017 , 19:25:00,2385,26.3
104,20/01/2017 , 19:30:00,2386,26.4
105,20/01/2017 , 19:35:00,2386,26.4
106,20/01/2017 , 19:40:00,2386,26.4
107,20/01/2017 , 19:45:00,2386,26.4
108,20/01/2017 , 19:50:00,2386,26.4
109,20/01/2017 , 19:55:00,2386,26.4
110,20/01/2017 , 20:00:00,2386,26.4
111,20/01/2017 , 20:05:00,2386,26.4
112,20/01/2017 , 20:10:00,2386,26.4
113,20/01/2017 , 20:15:00,2387,26.4
114,20/01/2017 , 20:20:00,2386,26.4
115,20/01/2017 , 20:25:00,2387,26.4
116,20/01/2017 , 20:30:00,2386,26.4
117,20/01/2017 , 20:35:00,2386,26.4
118,20/01/2017 , 20:40:00,2386,26.4
119,20/01/2017 , 20:45:00,2386,26.4
120,20/01/2017 , 20:50:00,2386,26.4
121,20/01/2017 , 20:55:00,2387,26.4
122,20/01/2017 , 21:00:00,2387,26.4
123,20/01/2017 , 21:05:00,2387,26.4
124,20/01/2017 , 21:10:00,2387,26.4
125,20/01/2017 , 21:15:00,2387,26.4
126,20/01/2017 , 21:20:00,2387,26.4
127,20/01/2017 , 21:25:00,2387,26.4
128,20/01/2017 , 21:30:00,2387,26.4
129,20/01/2017 , 21:35:00,2388,26.5
130,20/01/2017 , 21:40:00,2387,26.4
131,20/01/2017 , 21:45:00,2388,26.5
132,20/01/2017 , 21:50:00,2387,26.4
133,20/01/2017 , 21:55:00,2387,26.4
134,20/01/2017 , 22:00:00,2387,26.4
135,20/01/2017 , 22:05:00,2388,26.5
136,20/01/2017 , 22:10:00,2389,26.5
137,20/01/2017 , 22:15:00,2388,26.5
138,20/01/2017 , 22:20:00,2389,26.5
139,20/01/2017 , 22:25:00,2389,26.5
140,20/01/2017 , 22:30:00,2389,26.5
141,20/01/2017 , 22:35:00,2389,26.5
142,20/01/2017 , 22:40:00,2390,26.6
143,20/01/2017 , 22:45:00,2391,26.6
144,20/01/2017 , 22:50:00,2392,26.7
145,20/01/2017 , 22:55:00,2392,26.7
146,20/01/2017 , 23:00:00,2394,26.8
147,20/01/2017 , 23:05:00,2394,26.8
148,20/01/2017 , 23:10:00,2394,26.8
149,20/01/2017 , 23:15:00,2394,26.8
150,20/01/2017 , 23:20:00,2395,26.9
151,20/01/2017 , 23:25:00,2395,26.9
152,20/01/2017 , 23:30:00,2396,26.9
153,20/01/2017 , 23:35:00,2396,26.9
154,20/01/2017 , 23:40:00,2396,26.9
155,20/01/2017 , 23:45:00,2396,26.9
156,20/01/2017 , 23:50:00,2397,27
157,20/01/2017 , 23:55:00,2397,27
158,20/01/2017 , 24:00:00,2398,27.1
159,21/01/2017 , 00:05:00,2399,27.1
160,21/01/2017 , 00:10:00,2400,27.2
161,21/01/2017 , 00:15:00,2402,27.3
162,21/01/2017 , 00:20:00,2402,27.3
163,21/01/2017 , 00:25:00,2405,27.5
164,21/01/2017 , 00:30:00,2405,27.5
165,21/01/2017 , 00:35:00,2406,27.5
166,21/01/2017 , 00:40:00,2406,27.5
167,21/01/2017 , 00:45:00,2406,27.5
168,21/01/2017 , 00:50:00,2406,27.5
169,21/01/2017 , 00:55:00,2406,27.5
170,21/01/2017 , 01:00:00,2406,27.5
171,21/01/2017 , 01:05:00,2407,27.6
172,21/01/2017 , 01:10:00,2406,27.5
173,21/01/2017 , 01:15:00,2406,27.5
174,21/01/2017 , 01:20:00,2406,27.5
175,21/01/2017 , 01:25:00,2406,27.5
176,21/01/2017 , 01:30:00,2406,27.5
177,21/01/2017 , 01:35:00,2407,27.6
178,21/01/2017 , 01:40:00,2406,27.5
179,21/01/2017 , 01:45:00,2407,27.6
180,21/01/2017 , 01:50:00,2407,27.6
181,21/01/2017 , 01:55:00,2408,27.6
182,21/01/2017 , 02:00:00,2408,27.6
183,21/01/2017 , 02:05:00,2409,27.7
184,21/01/2017 , 02:10:00,2410,27.8
185,21/01/2017 , 02:15:00,2410,27.8
186,21/01/2017 , 02:20:00,2410,27.8
187,21/01/2017 , 02:25:00,2411,27.8
188,21/01/2017 , 02:30:00,2412,27.9
189,21/01/2017 , 02:35:00,2413,27.9
190,21/01/2017 , 02:40:00,2415,28
191,21/01/2017 , 02:45:00,2416,28.1
192,21/01/2017 , 02:50:00,2416,28.1
193,21/01/2017 , 02:55:00,2417,28.2
194,21/01/2017 , 03:00:00,2417,28.2
195,21/01/2017 , 03:05:00,2417,28.2
196,21/01/2017 , 03:10:00,2417,28.2
197,21/01/2017 , 03:15:00,2417,28.2
198,21/01/2017 , 03:20:00,2417,28.2
199,21/01/2017 , 03:25:00,2418,28.2
200,21/01/2017 , 03:30:00,2418,28.2
201,21/01/2017 , 03:35:00,2418,28.2
202,21/01/2017 , 03:40:00,2418,28.2
203,21/01/2017 , 03:45:00,2418,28.2
204,21/01/2017 , 03:50:00,2418,28.2
205,21/01/2017 , 03:55:00,2417,28.2
206,21/01/2017 , 04:00:00,2417,28.2
207,21/01/2017 , 04:05:00,2417,28.2
208,21/01/2017 , 04:10:00,2417,28.2
209,21/01/2017 , 04:15:00,2417,28.2
210,21/01/2017 , 04:20:00,2417,28.2
211,21/01/2017 , 04:25:00,2417,28.2
212,21/01/2017 , 04:30:00,2417,28.2
213,21/01/2017 , 04:35:00,2417,28.2
214,21/01/2017 , 04:40:00,2417,28.2
215,21/01/2017 , 04:45:00,2417,28.2
216,21/01/2017 , 04:50:00,2417,28.2
217,21/01/2017 , 04:55:00,2417,28.2
218,21/01/2017 , 05:00:00,2417,28.2
219,21/01/2017 , 05:05:00,2417,28.2
220,21/01/2017 , 05:10:00,2417,28.2
221,21/01/2017 , 05:15:00,2417,28.2
222,21/01/2017 , 05:20:00,2417,28.2
223,21/01/2017 , 05:25:00,2417,28.2
224,21/01/2017 , 05:30:00,2417,28.2
225,21/01/2017 , 05:35:00,2417,28.2
226,21/01/2017 , 05:40:00,2417,28.2
227,21/01/2017 , 05:45:00,2416,28.1
228,21/01/2017 , 05:50:00,2417,28.2
229,21/01/2017 , 05:55:00,2417,28.2
230,21/01/2017 , 06:00:00,2417,28.2
231,21/01/2017 , 06:05:00,2417,28.2
232,21/01/2017 , 06:10:00,2417,28.2
233,21/01/2017 , 06:15:00,2416,28.1
234,21/01/2017 , 06:20:00,2415,28
235,21/01/2017 , 06:25:00,2415,28
236,21/01/2017 , 06:30:00,2416,28.1
237,21/01/2017 , 06:35:00,2416,28.1
238,21/01/2017 , 06:40:00,2416,28.1
239,21/01/2017 , 06:45:00,2416,28.1
240,21/01/2017 , 06:50:00,2416,28.1
241,21/01/2017 , 06:55:00,2416,28.1
242,21/01/2017 , 07:00:00,2416,28.1
243,21/01/2017 , 07:05:00,2416,28.1
244,21/01/2017 , 07:10:00,2416,28.1
245,21/01/2017 , 07:15:00,2416,28.1
246,21/01/2017 , 07:20:00,2416,28.1
247,21/01/2017 , 07:25:00,2416,28.1
248,21/01/2017 , 07:30:00,2416,28.1
249,21/01/2017 , 07:35:00,2416,28.1
250,21/01/2017 , 07:40:00,2416,28.1
251,21/01/2017 , 07:45:00,2416,28.1
252,21/01/2017 , 07:50:00,2417,28.2
253,21/01/2017 , 07:55:00,2416,28.1
254,21/01/2017 , 08:00:00,2417,28.2
255,21/01/2017 , 08:05:00,2417,28.2
256,21/01/2017 , 08:10:00,2416,28.1
257,21/01/2017 , 08:15:00,2416,28.1
258,21/01/2017 , 08:20:00,2417,28.2
259,21/01/2017 , 08:25:00,2417,28.2
260,21/01/2017 , 08:30:00,2417,28.2
261,21/01/2017 , 08:35:00,2417,28.2
262,21/01/2017 , 08:40:00,2417,28.2
263,21/01/2017 , 08:45:00,2417,28.2
264,21/01/2017 , 08:50:00,2417,28.2
265,21/01/2017 , 08:55:00,2416,28.1
266,21/01/2017 , 09:00:00,2417,28.2
267,21/01/2017 , 09:05:00,2417,28.2
268,21/01/2017 , 09:10:00,2417,28.2
269,21/01/2017 , 09:15:00,2417,28.2
270,21/01/2017 , 09:20:00,2416,28.1
271,21/01/2017 , 09:25:00,2417,28.2
272,21/01/2017 , 09:30:00,2417,28.2
273,21/01/2017 , 09:35:00,2416,28.1
274,21/01/2017 , 09:40:00,2417,28.2
275,21/01/2017 , 09:45:00,2416,28.1
276,21/01/2017 , 09:50:00,2416,28.1
277,21/01/2017 , 09:55:00,2416,28.1
278,21/01/2017 , 10:00:00,2416,28.1
279,21/01/2017 , 10:05:00,2416,28.1
280,21/01/2017 , 10:10:00,2416,28.1
281,21/01/2017 , 10:15:00,2416,28.1
282,21/01/2017 , 10:20:00,2416,28.1
283,21/01/2017 , 10:25:00,2415,28
284,21/01/2017 , 10:30:00,2415,28
285,21/01/2017 , 10:35:00,2415,28
286,21/01/2017 , 10:40:00,2416,28.1
287,21/01/2017 , 10:45:00,2416,28.1
288,21/01/2017 , 10:50:00,2416,28.1
289,21/01/2017 , 10:55:00,2416,28.1
290,21/01/2017 , 11:00:00,2416,28.1
291,21/01/2017 , 11:05:00,2416,28.1
292,21/01/2017 , 11:10:00,2416,28.1
293,21/01/2017 , 11:15:00,2416,28.1
294,21/01/2017 , 11:20:00,2415,28
295,21/01/2017 , 11:25:00,2416,28.1
296,21/01/2017 , 11:30:00,2416,28.1
297,21/01/2017 , 11:35:00,2416,28.1
298,21/01/2017 , 11:40:00,2416,28.1
299,21/01/2017 , 11:45:00,2415,28
300,21/01/2017 , 11:50:00,2416,28.1
301,21/01/2017 , 11:55:00,2416,28.1
302,21/01/2017 , 12:00:00,2416,28.1
303,21/01/2017 , 12:05:00,2416,28.1
304,21/01/2017 , 12:10:00,2416,28.1
305,21/01/2017 , 12:15:00,2416,28.1
306,21/01/2017 , 12:20:00,2416,28.1
307,21/01/2017 , 12:25:00,2416,28.1
308,21/01/2017 , 12:30:00,2416,28.1
309,21/01/2017 , 12:35:00,2416,28.1
310,21/01/2017 , 12:40:00,2416,28.1
311,21/01/2017 , 12:45:00,2416,28.1
312,21/01/2017 , 12:50:00,2416,28.1
313,21/01/2017 , 12:55:00,2416,28.1
314,21/01/2017 , 13:00:00,2415,28
315,21/01/2017 , 13:05:00,2416,28.1
316,21/01/2017 , 13:10:00,2416,28.1
317,21/01/2017 , 13:15:00,2415,28
318,21/01/2017 , 13:20:00,2415,28
319,21/01/2017 , 13:25:00,2416,28.1
320,21/01/2017 , 13:30:00,2416,28.1
321,21/01/2017 , 13:35:00,2415,28
322,21/01/2017 , 13:40:00,2416,28.1
323,21/01/2017 , 13:45:00,2416,28.1
324,21/01/2017 , 13:50:00,2415,28
325,21/01/2017 , 13:55:00,2416,28.1
326,21/01/2017 , 14:00:00,2415,28
327,21/01/2017 , 14:05:00,2416,28.1
328,21/01/2017 , 14:10:00,2415,28
329,21/01/2017 , 14:15:00,2416,28.1
330,21/01/2017 , 14:20:00,2415,28
331,21/01/2017 , 14:25:00,2416,28.1
332,21/01/2017 , 14:30:00,2415,28
333,21/01/2017 , 14:35:00,2415,28
334,21/01/2017 , 14:40:00,2415,28
335,21/01/2017 , 14:45:00,2415,28
336,21/01/2017 , 14:50:00,2415,28
337,21/01/2017 , 14:55:00,2416,28.1
338,21/01/2017 , 15:00:00,2416,28.1
339,21/01/2017 , 15:05:00,2415,28
340,21/01/2017 , 15:10:00,2416,28.1
341,21/01/2017 , 15:15:00,2415,28
342,21/01/2017 , 15:20:00,2416,28.1
343,21/01/2017 , 15:25:00,2416,28.1
344,21/01/2017 , 15:30:00,2416,28.1
345,21/01/2017 , 15:35:00,2416,28.1
346,21/01/2017 , 15:40:00,2416,28.1
347,21/01/2017 , 15:45:00,2415,28
348,21/01/2017 , 15:50:00,2416,28.1
349,21/01/2017 , 15:55:00,2416,28.1
350,21/01/2017 , 16:00:00,2416,28.1
351,21/01/2017 , 16:05:00,2415,28
352,21/01/2017 , 16:10:00,2416,28.1
353,21/01/2017 , 16:15:00,2415,28
354,21/01/2017 , 16:20:00,2416,28.1
355,21/01/2017 , 16:25:00,2415,28
356,21/01/2017 , 16:30:00,2416,28.1
357,21/01/2017 , 16:35:00,2416,28.1
358,21/01/2017 , 16:40:00,2416,28.1
359,21/01/2017 , 16:45:00,2416,28.1
360,21/01/2017 , 16:50:00,2416,28.1
361,21/01/2017 , 16:55:00,2416,28.1
362,21/01/2017 , 17:00:00,2415,28
363,21/01/2017 , 17:05:00,2416,28.1
364,21/01/2017 , 17:10:00,2416,28.1
365,21/01/2017 , 17:15:00,2416,28.1
366,21/01/2017 , 17:20:00,2415,28
367,21/01/2017 , 17:25:00,2415,28
368,21/01/2017 , 17:30:00,2416,28.1
369,21/01/2017 , 17:35:00,2415,28
370,21/01/2017 , 17:40:00,2415,28
371,21/01/2017 , 17:45:00,2416,28.1
372,21/01/2017 , 17:50:00,2415,28
373,21/01/2017 , 17:55:00,2416,28.1
374,21/01/2017 , 18:00:00,2415,28
375,21/01/2017 , 18:05:00,2415,28
376,21/01/2017 , 18:10:00,2415,28
377,21/01/2017 , 18:15:00,2415,28
378,21/01/2017 , 18:20:00,2416,28.1
379,21/01/2017 , 18:25:00,2415,28
380,21/01/2017 , 18:30:00,2415,28
381,21/01/2017 , 18:35:00,2415,28
382,21/01/2017 , 18:40:00,2415,28
383,21/01/2017 , 18:45:00,2415,28
384,21/01/2017 , 18:50:00,2415,28
385,21/01/2017 , 18:55:00,2415,28
386,21/01/2017 , 19:00:00,2416,28.1
387,21/01/2017 , 19:05:00,2416,28.1
388,21/01/2017 , 19:10:00,2416,28.1
389,21/01/2017 , 19:15:00,2416,28.1
390,21/01/2017 , 19:20:00,2416,28.1
391,21/01/2017 , 19:25:00,2416,28.1
392,21/01/2017 , 19:30:00,2416,28.1
393,21/01/2017 , 19:35:00,2417,28.2
394,21/01/2017 , 19:40:00,2416,28.1
395,21/01/2017 , 19:45:00,2416,28.1
396,21/01/2017 , 19:50:00,2417,28.2
397,21/01/2017 , 19:55:00,2417,28.2
398,21/01/2017 , 20:00:00,2417,28.2
399,21/01/2017 , 20:05:00,2417,28.2
400,21/01/2017 , 20:10:00,2417,28.2
401,21/01/2017 , 20:15:00,2417,28.2
402,21/01/2017 , 20:20:00,2416,28.1
403,21/01/2017 , 20:25:00,2416,28.1
404,21/01/2017 , 20:30:00,2416,28.1
405,21/01/2017 , 20:35:00,2416,28.1
406,21/01/2017 , 20:40:00,2416,28.1
407,21/01/2017 , 20:45:00,2417,28.2
408,21/01/2017 , 20:50:00,2416,28.1
409,21/01/2017 , 20:55:00,2416,28.1
410,21/01/2017 , 21:00:00,2417,28.2
411,21/01/2017 , 21:05:00,2416,28.1
412,21/01/2017 , 21:10:00,2417,28.2
413,21/01/2017 , 21:15:00,2417,28.2
414,21/01/2017 , 21:20:00,2417,28.2
415,21/01/2017 , 21:25:00,2417,28.2
416,21/01/2017 , 21:30:00,2417,28.2
417,21/01/2017 , 21:35:00,2417,28.2
418,21/01/2017 , 21:40:00,2417,28.2
419,21/01/2017 , 21:45:00,2417,28.2
420,21/01/2017 , 21:50:00,2417,28.2
421,21/01/2017 , 21:55:00,2417,28.2
422,21/01/2017 , 22:00:00,2417,28.2
423,21/01/2017 , 22:05:00,2417,28.2
424,21/01/2017 , 22:10:00,2417,28.2
425,21/01/2017 , 22:15:00,2417,28.2
426,21/01/2017 , 22:20:00,2417,28.2
427,21/01/2017 , 22:25:00,2418,28.2
428,21/01/2017 , 22:30:00,2417,28.2
429,21/01/2017 , 22:35:00,2418,28.2
430,21/01/2017 , 22:40:00,2418,28.2
431,21/01/2017 , 22:45:00,2418,28.2
432,21/01/2017 , 22:50:00,2418,28.2
433,21/01/2017 , 22:55:00,2418,28.2
434,21/01/2017 , 23:00:00,2419,28.3
435,21/01/2017 , 23:05:00,2419,28.3
436,21/01/2017 , 23:10:00,2419,28.3
437,21/01/2017 , 23:15:00,2419,28.3
438,21/01/2017 , 23:20:00,2419,28.3
439,21/01/2017 , 23:25:00,2419,28.3
440,21/01/2017 , 23:30:00,2419,28.3
441,21/01/2017 , 23:35:00,2419,28.3
442,21/01/2017 , 23:40:00,2419,28.3
443,21/01/2017 , 23:45:00,2419,28.3
444,21/01/2017 , 23:50:00,2419,28.3
445,21/01/2017 , 23:55:00,2419,28.3
446,21/01/2017 , 24:00:00,2420,28.3
447,22/01/2017 , 00:05:00,2420,28.3
448,22/01/2017 , 00:10:00,2420,28.3
449,22/01/2017 , 00:15:00,2420,28.3
450,22/01/2017 , 00:20:00,2420,28.3
451,22/01/2017 , 00:25:00,2421,28.4
452,22/01/2017 , 00:30:00,2421,28.4
453,22/01/2017 , 00:35:00,2421,28.4
454,22/01/2017 , 00:40:00,2422,28.5
455,22/01/2017 , 00:45:00,2422,28.5
456,22/01/2017 , 00:50:00,2422,28.5
457,22/01/2017 , 00:55:00,2423,28.5
458,22/01/2017 , 01:00:00,2422,28.5
459,22/01/2017 , 01:05:00,2423,28.5
460,22/01/2017 , 01:10:00,2423,28.5
461,22/01/2017 , 01:15:00,2423,28.5
462,22/01/2017 , 01:20:00,2423,28.5
463,22/01/2017 , 01:25:00,2424,28.6
464,22/01/2017 , 01:30:00,2424,28.6
465,22/01/2017 , 01:35:00,2424,28.6
466,22/01/2017 , 01:40:00,2424,28.6
467,22/01/2017 , 01:45:00,2424,28.6
468,22/01/2017 , 01:50:00,2424,28.6
469,22/01/2017 , 01:55:00,2424,28.6
470,22/01/2017 , 02:00:00,2424,28.6
471,22/01/2017 , 02:05:00,2425,28.6
472,22/01/2017 , 02:10:00,2424,28.6
473,22/01/2017 , 02:15:00,2425,28.6
474,22/01/2017 , 02:20:00,2425,28.6
475,22/01/2017 , 02:25:00,2425,28.6
476,22/01/2017 , 02:30:00,2425,28.6
477,22/01/2017 , 02:35:00,2425,28.6
478,22/01/2017 , 02:40:00,2425,28.6
479,22/01/2017 , 02:45:00,2425,28.6
480,22/01/2017 , 02:50:00,2425,28.6
481,22/01/2017 , 02:55:00,2425,28.6
482,22/01/2017 , 03:00:00,2425,28.6
483,22/01/2017 , 03:05:00,2425,28.6
484,22/01/2017 , 03:10:00,2425,28.6
485,22/01/2017 , 03:15:00,2425,28.6
486,22/01/2017 , 03:20:00,2426,28.7
487,22/01/2017 , 03:25:00,2427,28.7
488,22/01/2017 , 03:30:00,2426,28.7
489,22/01/2017 , 03:35:00,2426,28.7
490,22/01/2017 , 03:40:00,2427,28.7
491,22/01/2017 , 03:45:00,2428,28.8
492,22/01/2017 , 03:50:00,2427,28.7
493,22/01/2017 , 03:55:00,2427,28.7
494,22/01/2017 , 04:00:00,2427,28.7
495,22/01/2017 , 04:05:00,2427,28.7
496,22/01/2017 , 04:10:00,2428,28.8
497,22/01/2017 , 04:15:00,2427,28.7
498,22/01/2017 , 04:20:00,2427,28.7
499,22/01/2017 , 04:25:00,2427,28.7
500,22/01/2017 , 04:30:00,2427,28.7
501,22/01/2017 , 04:35:00,2428,28.8
502,22/01/2017 , 04:40:00,2428,28.8
503,22/01/2017 , 04:45:00,2427,28.7
504,22/01/2017 , 04:50:00,2427,28.7
505,22/01/2017 , 04:55:00,2428,28.8
506,22/01/2017 , 05:00:00,2428,28.8
507,22/01/2017 , 05:05:00,2427,28.7
508,22/01/2017 , 05:10:00,2428,28.8
509,22/01/2017 , 05:15:00,2428,28.8
510,22/01/2017 , 05:20:00,2427,28.7
511,22/01/2017 , 05:25:00,2428,28.8
512,22/01/2017 , 05:30:00,2428,28.8
513,22/01/2017 , 05:35:00,2428,28.8
514,22/01/2017 , 05:40:00,2427,28.7
515,22/01/2017 , 05:45:00,2428,28.8
516,22/01/2017 , 05:50:00,2427,28.7
517,22/01/2017 , 05:55:00,2428,28.8
518,22/01/2017 , 06:00:00,2428,28.8
519,22/01/2017 , 06:05:00,2428,28.8
520,22/01/2017 , 06:10:00,2429,28.9
521,22/01/2017 , 06:15:00,2428,28.8
522,22/01/2017 , 06:20:00,2428,28.8
523,22/01/2017 , 06:25:00,2428,28.8
524,22/01/2017 , 06:30:00,2428,28.8
525,22/01/2017 , 06:35:00,2428,28.8
526,22/01/2017 , 06:40:00,2428,28.8
527,22/01/2017 , 06:45:00,2428,28.8
528,22/01/2017 , 06:50:00,2427,28.7
529,22/01/2017 , 06:55:00,2428,28.8
530,22/01/2017 , 07:00:00,2428,28.8
531,22/01/2017 , 07:05:00,2428,28.8
532,22/01/2017 , 07:10:00,2427,28.7
533,22/01/2017 , 07:15:00,2428,28.8
534,22/01/2017 , 07:20:00,2428,28.8
535,22/01/2017 , 07:25:00,2428,28.8
536,22/01/2017 , 07:30:00,2428,28.8
537,22/01/2017 , 07:35:00,2427,28.7
538,22/01/2017 , 07:40:00,2427,28.7
539,22/01/2017 , 07:45:00,2427,28.7
540,22/01/2017 , 07:50:00,2428,28.8
541,22/01/2017 , 07:55:00,2428,28.8
542,22/01/2017 , 08:00:00,2428,28.8
543,22/01/2017 , 08:05:00,2428,28.8
544,22/01/2017 , 08:10:00,2428,28.8
545,22/01/2017 , 08:15:00,2427,28.7
546,22/01/2017 , 08:20:00,2427,28.7
547,22/01/2017 , 08:25:00,2427,28.7
548,22/01/2017 , 08:30:00,2427,28.7
549,22/01/2017 , 08:35:00,2427,28.7
550,22/01/2017 , 08:40:00,2427,28.7
551,22/01/2017 , 08:45:00,2426,28.7
552,22/01/2017 , 08:50:00,2426,28.7
553,22/01/2017 , 08:55:00,2427,28.7
554,22/01/2017 , 09:00:00,2426,28.7
555,22/01/2017 , 09:05:00,2426,28.7
556,22/01/2017 , 09:10:00,2426,28.7
557,22/01/2017 , 09:15:00,2426,28.7
558,22/01/2017 , 09:20:00,2426,28.7
559,22/01/2017 , 09:25:00,2426,28.7
560,22/01/2017 , 09:30:00,2426,28.7
561,22/01/2017 , 09:35:00,2426,28.7
562,22/01/2017 , 09:40:00,2426,28.7
563,22/01/2017 , 09:45:00,2426,28.7
564,22/01/2017 , 09:50:00,2425,28.6
565,22/01/2017 , 09:55:00,2427,28.7
566,22/01/2017 , 10:00:00,2427,28.7
567,22/01/2017 , 10:05:00,2425,28.6
568,22/01/2017 , 10:10:00,2426,28.7
569,22/01/2017 , 10:15:00,2426,28.7
570,22/01/2017 , 10:20:00,2425,28.6
571,22/01/2017 , 10:25:00,2426,28.7
572,22/01/2017 , 10:30:00,2425,28.6
573,22/01/2017 , 10:35:00,2425,28.6
574,22/01/2017 , 10:40:00,2425,28.6
575,22/01/2017 , 10:45:00,2425,28.6
576,22/01/2017 , 10:50:00,2425,28.6
