"","tips","mm","dt.tm","Unit_ID","Rank","cat","gid","Unit_ID","Lat","Long","x","y","z","location","remarks","elevation","slope","aspect","coords.x1","coords.x2"
"19",9.93,248.25,2014-05-22,"TBRG 123",1,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"30",9.7,242.5,2014-11-03,"TBRG 123",2,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"46",9.68,242,2015-07-01,"TBRG 123",3,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"29",7.93,198.25,2014-10-19,"TBRG 123",4,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"43",7.41,185.25,2015-05-17,"TBRG 123",5,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"56",7.15,178.75,2015-11-28,"TBRG 123",6,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"31",7.13,178.25,2014-11-18,"TBRG 123",7,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"39",5.15,128.75,2015-03-18,"TBRG 123",8,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"25",9.35,224.4,2014-05-22,"TBRG 101",1,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"36",6.46,155.04,2014-11-03,"TBRG 101",2,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"52",57.57,1381.68,2015-07-01,"TBRG 101",3,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"35",4.01,96.24,2014-10-19,"TBRG 101",4,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"49",5.48,131.52,2015-05-17,"TBRG 101",5,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"62",4.5,108,2015-11-28,"TBRG 101",6,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"37",5.04,120.96,2014-11-18,"TBRG 101",7,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"45",1.04,24.96,2015-03-18,"TBRG 101",8,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"251",11.43,262.89,2014-05-22,"TBRG 102",1,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"361",8.1,186.3,2014-11-03,"TBRG 102",2,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"521",54.81,1260.63,2015-07-01,"TBRG 102",3,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"351",4.61,106.03,2014-10-19,"TBRG 102",4,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"491",6.56,150.88,2015-05-17,"TBRG 102",5,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"621",5.14,118.22,2015-11-28,"TBRG 102",6,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"371",6.29,144.67,2014-11-18,"TBRG 102",7,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"451",1.32,30.36,2015-03-18,"TBRG 102",8,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
