Site Name ,WLR107,,,,
Site Number ,107,,,,
Logger ,Capacitive Water Level,,,,
Logger Serial Number ,35698,,,,
,,,,
,,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,,,,,
        ,        ,RAW VALUE ,CALIBRATED VALUE,,,,,
,,,,
1,02/07/2016 , 10:30:00,2231,30.1473
2,02/07/2016 , 10:35:00,2229,29.8694
3,02/07/2016 , 10:40:00,2229,29.8694
4,02/07/2016 , 10:45:00,2227,29.5916
5,02/07/2016 , 10:50:00,2226,29.4526
6,02/07/2016 , 10:55:00,2226,29.4526
7,02/07/2016 , 11:00:00,2226,29.4526
8,02/07/2016 , 11:05:00,2225,29.3137
9,02/07/2016 , 11:10:00,2226,29.4526
10,02/07/2016 , 11:15:00,2224,29.1748
11,02/07/2016 , 11:20:00,2225,29.3137
12,02/07/2016 , 11:25:00,2224,29.1748
13,02/07/2016 , 11:30:00,2224,29.1748
14,02/07/2016 , 11:35:00,2224,29.1748
15,02/07/2016 , 11:40:00,2224,29.1748
16,02/07/2016 , 11:45:00,2224,29.1748
17,02/07/2016 , 11:50:00,2222,28.8969
18,02/07/2016 , 11:55:00,2222,28.8969
19,02/07/2016 , 12:00:00,2221,28.758
20,02/07/2016 , 12:05:00,2221,28.758
21,02/07/2016 , 12:10:00,2221,28.758
22,02/07/2016 , 12:15:00,2221,28.758
23,02/07/2016 , 12:20:00,2219,28.4801
24,02/07/2016 , 12:25:00,2219,28.4801
25,02/07/2016 , 12:30:00,2219,28.4801
26,02/07/2016 , 12:35:00,2219,28.4801
27,02/07/2016 , 12:40:00,2219,28.4801
28,02/07/2016 , 12:45:00,2219,28.4801
29,02/07/2016 , 12:50:00,2218,28.3412
30,02/07/2016 , 12:55:00,2218,28.3412
31,02/07/2016 , 13:00:00,2217,28.2023
32,02/07/2016 , 13:05:00,2218,28.3412
33,02/07/2016 , 13:10:00,2217,28.2023
34,02/07/2016 , 13:15:00,2216,28.0634
35,02/07/2016 , 13:20:00,2217,28.2023
36,02/07/2016 , 13:25:00,2217,28.2023
37,02/07/2016 , 13:30:00,2215,27.9244
38,02/07/2016 , 13:35:00,2215,27.9244
39,02/07/2016 , 13:40:00,2214,27.7855
40,02/07/2016 , 13:45:00,2215,27.9244
41,02/07/2016 , 13:50:00,2214,27.7855
42,02/07/2016 , 13:55:00,2212,27.5076
43,02/07/2016 , 14:00:00,2212,27.5076
44,02/07/2016 , 14:05:00,2213,27.6466
45,02/07/2016 , 14:10:00,2212,27.5076
46,02/07/2016 , 14:15:00,2212,27.5076
47,02/07/2016 , 14:20:00,2212,27.5076
48,02/07/2016 , 14:25:00,2211,27.3687
49,02/07/2016 , 14:30:00,2211,27.3687
50,02/07/2016 , 14:35:00,2210,27.2298
51,02/07/2016 , 14:40:00,2210,27.2298
52,02/07/2016 , 14:45:00,2210,27.2298
53,02/07/2016 , 14:50:00,2210,27.2298
54,02/07/2016 , 14:55:00,2210,27.2298
55,02/07/2016 , 15:00:00,2209,27.0909
56,02/07/2016 , 15:05:00,2209,27.0909
57,02/07/2016 , 15:10:00,2209,27.0909
58,02/07/2016 , 15:15:00,2208,26.9519
59,02/07/2016 , 15:20:00,2208,26.9519
60,02/07/2016 , 15:25:00,2207,26.813
61,02/07/2016 , 15:30:00,2208,26.9519
62,02/07/2016 , 15:35:00,2207,26.813
63,02/07/2016 , 15:40:00,2208,26.9519
64,02/07/2016 , 15:45:00,2207,26.813
65,02/07/2016 , 15:50:00,2207,26.813
66,02/07/2016 , 15:55:00,2206,26.6741
67,02/07/2016 , 16:00:00,2206,26.6741
68,02/07/2016 , 16:05:00,2205,26.5351
69,02/07/2016 , 16:10:00,2206,26.6741
70,02/07/2016 , 16:15:00,2205,26.5351
71,02/07/2016 , 16:20:00,2205,26.5351
72,02/07/2016 , 16:25:00,2205,26.5351
73,02/07/2016 , 16:30:00,2205,26.5351
74,02/07/2016 , 16:35:00,2205,26.5351
75,02/07/2016 , 16:40:00,2204,26.3962
76,02/07/2016 , 16:45:00,2205,26.5351
77,02/07/2016 , 16:50:00,2204,26.3962
78,02/07/2016 , 16:55:00,2204,26.3962
79,02/07/2016 , 17:00:00,2203,26.2573
80,02/07/2016 , 17:05:00,2203,26.2573
81,02/07/2016 , 17:10:00,2203,26.2573
82,02/07/2016 , 17:15:00,2203,26.2573
83,02/07/2016 , 17:20:00,2202,26.1184
84,02/07/2016 , 17:25:00,2202,26.1184
85,02/07/2016 , 17:30:00,2201,25.9794
86,02/07/2016 , 17:35:00,2201,25.9794
87,02/07/2016 , 17:40:00,2201,25.9794
88,02/07/2016 , 17:45:00,2201,25.9794
89,02/07/2016 , 17:50:00,2201,25.9794
90,02/07/2016 , 17:55:00,2201,25.9794
91,02/07/2016 , 18:00:00,2201,25.9794
92,02/07/2016 , 18:05:00,2201,25.9794
93,02/07/2016 , 18:10:00,2201,25.9794
