Site Name ,WLR107,,,,
Site Number ,107,,,,
Logger ,Capacitive Water Level,,,,
Logger Serial Number ,35698,,,,
,,,,
,,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,,,,,
        ,        ,RAW VALUE ,CALIBRATED VALUE,,,,,
,,,,
1,01/09/2017 , 12:55:00,2273,34.5929
2,01/09/2017 , 13:00:00,2275,36.2601
3,01/09/2017 , 13:05:00,2273,35.9822
4,01/09/2017 , 13:10:00,2275,36.2601
5,01/09/2017 , 13:15:00,2275,36.2601
6,01/09/2017 , 13:20:00,2276,36.399
7,01/09/2017 , 13:25:00,2277,36.5379
8,01/09/2017 , 13:30:00,2278,36.6769
9,01/09/2017 , 13:35:00,2279,36.8158
10,01/09/2017 , 13:40:00,2287,37.9272
11,01/09/2017 , 13:45:00,2294,38.8997
12,01/09/2017 , 13:50:00,2297,39.3165
13,01/09/2017 , 13:55:00,2299,39.5943
14,01/09/2017 , 14:00:00,2305,40.4279
15,01/09/2017 , 14:05:00,2306,40.5668
16,01/09/2017 , 14:10:00,2305,40.4279
17,01/09/2017 , 14:15:00,2301,39.8722
18,01/09/2017 , 14:20:00,2297,39.3165
19,01/09/2017 , 14:25:00,2292,38.6218
20,01/09/2017 , 14:30:00,2290,38.344
21,01/09/2017 , 14:35:00,2288,38.0661
22,01/09/2017 , 14:40:00,2291,38.4829
23,01/09/2017 , 14:45:00,2299,39.5943
24,01/09/2017 , 14:50:00,2301,39.8722
25,01/09/2017 , 14:55:00,2302,40.0111
26,01/09/2017 , 15:00:00,2300,39.7333
27,01/09/2017 , 15:05:00,2298,39.4554
28,01/09/2017 , 15:10:00,2297,39.3165
29,01/09/2017 , 15:15:00,2295,39.0386
30,01/09/2017 , 15:20:00,2293,38.7608
31,01/09/2017 , 15:25:00,2292,38.6218
32,01/09/2017 , 15:30:00,2292,38.6218
33,01/09/2017 , 15:35:00,2291,38.4829
34,01/09/2017 , 15:40:00,2290,38.344
35,01/09/2017 , 15:45:00,2289,38.2051
36,01/09/2017 , 15:50:00,2288,38.0661
37,01/09/2017 , 15:55:00,2287,37.9272
38,01/09/2017 , 16:00:00,2287,37.9272
39,01/09/2017 , 16:05:00,2286,37.7883
40,01/09/2017 , 16:10:00,2286,37.7883
41,01/09/2017 , 16:15:00,2286,37.7883
42,01/09/2017 , 16:20:00,2285,37.6493
43,01/09/2017 , 16:25:00,2284,37.5104
44,01/09/2017 , 16:30:00,2284,37.5104
45,01/09/2017 , 16:35:00,2283,37.3715
46,01/09/2017 , 16:40:00,2283,37.3715
47,01/09/2017 , 16:45:00,2283,37.3715
48,01/09/2017 , 16:50:00,2284,37.5104
49,01/09/2017 , 16:55:00,2285,37.6493
50,01/09/2017 , 17:00:00,2285,37.6493
51,01/09/2017 , 17:05:00,2285,37.6493
52,01/09/2017 , 17:10:00,2286,37.7883
53,01/09/2017 , 17:15:00,2285,37.6493
54,01/09/2017 , 17:20:00,2286,37.7883
55,01/09/2017 , 17:25:00,2286,37.7883
56,01/09/2017 , 17:30:00,2286,37.7883
57,01/09/2017 , 17:35:00,2285,37.6493
58,01/09/2017 , 17:40:00,2285,37.6493
59,01/09/2017 , 17:45:00,2286,37.7883
60,01/09/2017 , 17:50:00,2293,38.7608
61,01/09/2017 , 17:55:00,2302,40.0111
62,01/09/2017 , 18:00:00,2308,40.8447
63,01/09/2017 , 18:05:00,2309,40.9836
64,01/09/2017 , 18:10:00,2310,41.1225
65,01/09/2017 , 18:15:00,2311,41.2615
66,01/09/2017 , 18:20:00,2311,41.2615
67,01/09/2017 , 18:25:00,2312,41.4004
68,01/09/2017 , 18:30:00,2313,41.5393
69,01/09/2017 , 18:35:00,2318,42.234
70,01/09/2017 , 18:40:00,2319,42.3729
71,01/09/2017 , 18:45:00,2320,42.5118
72,01/09/2017 , 18:50:00,2324,43.0675
73,01/09/2017 , 18:55:00,2329,43.7622
74,01/09/2017 , 19:00:00,2334,44.4568
75,01/09/2017 , 19:05:00,2337,44.8736
76,01/09/2017 , 19:10:00,2342,45.5682
77,01/09/2017 , 19:15:00,2349,46.5407
78,01/09/2017 , 19:20:00,2356,47.5132
79,01/09/2017 , 19:25:00,2363,48.4857
80,01/09/2017 , 19:30:00,2372,49.736
81,01/09/2017 , 19:35:00,2379,50.7085
82,01/09/2017 , 19:40:00,2382,51.1253
83,01/09/2017 , 19:45:00,2383,51.2642
84,01/09/2017 , 19:50:00,2384,51.4032
85,01/09/2017 , 19:55:00,2384,51.4032
86,01/09/2017 , 20:00:00,2383,51.2642
87,01/09/2017 , 20:05:00,2382,51.1253
88,01/09/2017 , 20:10:00,2378,50.5696
89,01/09/2017 , 20:15:00,2372,49.736
90,01/09/2017 , 20:20:00,2367,49.0414
91,01/09/2017 , 20:25:00,2361,48.2078
92,01/09/2017 , 20:30:00,2356,47.5132
93,01/09/2017 , 20:35:00,2351,46.8186
