Site Name ,WLR107
Site Number ,107
Logger ,Capacitive Water Level
Logger Serial Number ,35698


Scan No ,Date and Time,       Capacitive Water Level,        ,
95,26/01/2018 , 20:35:00,1952,2.2228
96,26/01/2018 , 20:40:00,1952,2.2228
97,26/01/2018 , 20:45:00,1952,2.2228
98,26/01/2018 , 20:50:00,1952,2.2228
99,26/01/2018 , 20:55:00,1952,2.2228
100,26/01/2018 , 21:00:00,1952,2.2228
101,26/01/2018 , 21:05:00,1952,2.2228
102,26/01/2018 , 21:10:00,1952,2.2228
103,26/01/2018 , 21:15:00,1952,2.2228
104,26/01/2018 , 21:20:00,1952,2.2228
105,26/01/2018 , 21:25:00,1952,2.2228
106,26/01/2018 , 21:30:00,1952,2.2228
107,26/01/2018 , 21:35:00,1952,2.2228
108,26/01/2018 , 21:40:00,1954,2.5007
109,26/01/2018 , 21:45:00,1953,2.3618
110,26/01/2018 , 21:50:00,1953,2.3618
111,26/01/2018 , 21:55:00,1953,2.3618
112,26/01/2018 , 22:00:00,1956,2.7785
113,26/01/2018 , 22:05:00,1954,2.5007
114,26/01/2018 , 22:10:00,1957,2.9175
115,26/01/2018 , 22:15:00,1958,3.0564
116,26/01/2018 , 22:20:00,1958,3.0564
117,26/01/2018 , 22:25:00,1957,2.9175
118,26/01/2018 , 22:30:00,1957,2.9175
119,26/01/2018 , 22:35:00,1955,2.6396
120,26/01/2018 , 22:40:00,1955,2.6396
121,26/01/2018 , 22:45:00,1955,2.6396
122,26/01/2018 , 22:50:00,1956,2.7785
123,26/01/2018 , 22:55:00,1957,2.9175
124,26/01/2018 , 23:00:00,1956,2.7785
125,26/01/2018 , 23:05:00,1957,2.9175
126,26/01/2018 , 23:10:00,1957,2.9175
127,26/01/2018 , 23:15:00,1967,4.3068
128,26/01/2018 , 23:20:00,1965,4.0289
129,26/01/2018 , 23:25:00,1960,3.3343
130,26/01/2018 , 23:30:00,1960,3.3343
131,26/01/2018 , 23:35:00,1959,3.1953
132,26/01/2018 , 23:40:00,1959,3.1953
133,26/01/2018 , 23:45:00,1959,3.1953
134,26/01/2018 , 23:50:00,1959,3.1953
135,26/01/2018 , 23:55:00,1959,3.1953
136,26/01/2018 , 24:00:00,1960,3.3343
137,27/01/2018 , 00:05:00,1959,3.1953
138,27/01/2018 , 00:10:00,1959,3.1953
139,27/01/2018 , 00:15:00,1959,3.1953
140,27/01/2018 , 00:20:00,1959,3.1953
141,27/01/2018 , 00:25:00,1960,3.3343
142,27/01/2018 , 00:30:00,1960,3.3343
143,27/01/2018 , 00:35:00,1960,3.3343
144,27/01/2018 , 00:40:00,1960,3.3343
145,27/01/2018 , 00:45:00,1960,3.3343
146,27/01/2018 , 00:50:00,1963,3.751
147,27/01/2018 , 00:55:00,1960,3.3343
148,27/01/2018 , 01:00:00,1960,3.3343
149,27/01/2018 , 01:05:00,1960,3.3343
150,27/01/2018 , 01:10:00,1960,3.3343
151,27/01/2018 , 01:15:00,1961,3.4732
152,27/01/2018 , 01:20:00,1961,3.4732
153,27/01/2018 , 01:25:00,1961,3.4732
154,27/01/2018 , 01:30:00,1961,3.4732
155,27/01/2018 , 01:35:00,1961,3.4732
156,27/01/2018 , 01:40:00,1961,3.4732
157,27/01/2018 , 01:45:00,1961,3.4732
158,27/01/2018 , 01:50:00,1961,3.4732
159,27/01/2018 , 01:55:00,1961,3.4732
160,27/01/2018 , 02:00:00,1961,3.4732
161,27/01/2018 , 02:05:00,1961,3.4732
162,27/01/2018 , 02:10:00,1962,3.6121
163,27/01/2018 , 02:15:00,1962,3.6121
164,27/01/2018 , 02:20:00,1962,3.6121
165,27/01/2018 , 02:25:00,1962,3.6121
166,27/01/2018 , 02:30:00,1962,3.6121
167,27/01/2018 , 02:35:00,1962,3.6121
168,27/01/2018 , 02:40:00,1962,3.6121
169,27/01/2018 , 02:45:00,1962,3.6121
170,27/01/2018 , 02:50:00,1962,3.6121
171,27/01/2018 , 02:55:00,1963,3.751
172,27/01/2018 , 03:00:00,1963,3.751
173,27/01/2018 , 03:05:00,1963,3.751
174,27/01/2018 , 03:10:00,1963,3.751
175,27/01/2018 , 03:15:00,1963,3.751
176,27/01/2018 , 03:20:00,1963,3.751
177,27/01/2018 , 03:25:00,1963,3.751
178,27/01/2018 , 03:30:00,1963,3.751
179,27/01/2018 , 03:35:00,1963,3.751
180,27/01/2018 , 03:40:00,1963,3.751
181,27/01/2018 , 03:45:00,1964,3.89
182,27/01/2018 , 03:50:00,1964,3.89
183,27/01/2018 , 03:55:00,1964,3.89
184,27/01/2018 , 04:00:00,1964,3.89
185,27/01/2018 , 04:05:00,1964,3.89
186,27/01/2018 , 04:10:00,1964,3.89
187,27/01/2018 , 04:15:00,1964,3.89
188,27/01/2018 , 04:20:00,1964,3.89
189,27/01/2018 , 04:25:00,1964,3.89
190,27/01/2018 , 04:30:00,1964,3.89
191,27/01/2018 , 04:35:00,1964,3.89
192,27/01/2018 , 04:40:00,1964,3.89
193,27/01/2018 , 04:45:00,1964,3.89
194,27/01/2018 , 04:50:00,1964,3.89
195,27/01/2018 , 04:55:00,1964,3.89
196,27/01/2018 , 05:00:00,1964,3.89
197,27/01/2018 , 05:05:00,1964,3.89
198,27/01/2018 , 05:10:00,1964,3.89
199,27/01/2018 , 05:15:00,1964,3.89
200,27/01/2018 , 05:20:00,1964,3.89
201,27/01/2018 , 05:25:00,1964,3.89
202,27/01/2018 , 05:30:00,1964,3.89
203,27/01/2018 , 05:35:00,1964,3.89
204,27/01/2018 , 05:40:00,1963,3.751
205,27/01/2018 , 05:45:00,1964,3.89
206,27/01/2018 , 05:50:00,1964,3.89
207,27/01/2018 , 05:55:00,1963,3.751
208,27/01/2018 , 06:00:00,1964,3.89
209,27/01/2018 , 06:05:00,1963,3.751
210,27/01/2018 , 06:10:00,1963,3.751
211,27/01/2018 , 06:15:00,1963,3.751
212,27/01/2018 , 06:20:00,1963,3.751
213,27/01/2018 , 06:25:00,1964,3.89
214,27/01/2018 , 06:30:00,1964,3.89
215,27/01/2018 , 06:35:00,1963,3.751
216,27/01/2018 , 06:40:00,1964,3.89
217,27/01/2018 , 06:45:00,1963,3.751
218,27/01/2018 , 06:50:00,1963,3.751
219,27/01/2018 , 06:55:00,1963,3.751
220,27/01/2018 , 07:00:00,1963,3.751
221,27/01/2018 , 07:05:00,1963,3.751
222,27/01/2018 , 07:10:00,1963,3.751
223,27/01/2018 , 07:15:00,1963,3.751
224,27/01/2018 , 07:20:00,1963,3.751
225,27/01/2018 , 07:25:00,1964,3.89
226,27/01/2018 , 07:30:00,1967,4.3068
227,27/01/2018 , 07:35:00,1965,4.0289
228,27/01/2018 , 07:40:00,1968,4.4457
229,27/01/2018 , 07:45:00,1967,4.3068
230,27/01/2018 , 07:50:00,1967,4.3068
231,27/01/2018 , 07:55:00,1963,3.751
232,27/01/2018 , 08:00:00,1964,3.89
233,27/01/2018 , 08:05:00,1966,4.1678
234,27/01/2018 , 08:10:00,1964,3.89
235,27/01/2018 , 08:15:00,1963,3.751
236,27/01/2018 , 08:20:00,1964,3.89
237,27/01/2018 , 08:25:00,1963,3.751
238,27/01/2018 , 08:30:00,1963,3.751
239,27/01/2018 , 08:35:00,1962,3.6121
240,27/01/2018 , 08:40:00,1960,3.3343
241,27/01/2018 , 08:45:00,1958,3.0564
242,27/01/2018 , 08:50:00,1956,2.7785
243,27/01/2018 , 08:55:00,1954,2.5007
244,27/01/2018 , 09:00:00,1953,2.3618
245,27/01/2018 , 09:05:00,1952,2.2228
246,27/01/2018 , 09:10:00,1951,2.0839
247,27/01/2018 , 09:15:00,1949,1.8061
248,27/01/2018 , 09:20:00,1948,1.6671
249,27/01/2018 , 09:25:00,1948,1.6671
250,27/01/2018 , 09:30:00,1947,1.5282
251,27/01/2018 , 09:35:00,1947,1.5282
252,27/01/2018 , 09:40:00,1947,1.5282
253,27/01/2018 , 09:45:00,1947,1.5282
254,27/01/2018 , 09:50:00,1946,1.3893
255,27/01/2018 , 09:55:00,1947,1.5282
256,27/01/2018 , 10:00:00,1946,1.3893
257,27/01/2018 , 10:05:00,1946,1.3893
258,27/01/2018 , 10:10:00,1946,1.3893
259,27/01/2018 , 10:15:00,1946,1.3893
260,27/01/2018 , 10:20:00,1946,1.3893
261,27/01/2018 , 10:25:00,1946,1.3893
262,27/01/2018 , 10:30:00,1946,1.3893
263,27/01/2018 , 10:35:00,1946,1.3893
264,27/01/2018 , 10:40:00,1946,1.3893
265,27/01/2018 , 10:45:00,1946,1.3893
266,27/01/2018 , 10:50:00,1945,1.2503
267,27/01/2018 , 10:55:00,1946,1.3893
268,27/01/2018 , 11:00:00,1946,1.3893
269,27/01/2018 , 11:05:00,1946,1.3893
270,27/01/2018 , 11:10:00,1946,1.3893
271,27/01/2018 , 11:15:00,1946,1.3893
272,27/01/2018 , 11:20:00,1946,1.3893
273,27/01/2018 , 11:25:00,1946,1.3893
274,27/01/2018 , 11:30:00,1946,1.3893
275,27/01/2018 , 11:35:00,1945,1.2503
276,27/01/2018 , 11:40:00,1945,1.2503
277,27/01/2018 , 11:45:00,1945,1.2503
278,27/01/2018 , 11:50:00,1945,1.2503
279,27/01/2018 , 11:55:00,1945,1.2503
280,27/01/2018 , 12:00:00,1945,1.2503
281,27/01/2018 , 12:05:00,1945,1.2503
282,27/01/2018 , 12:10:00,1945,1.2503
283,27/01/2018 , 12:15:00,1945,1.2503
284,27/01/2018 , 12:20:00,1945,1.2503
285,27/01/2018 , 12:25:00,1945,1.2503
286,27/01/2018 , 12:30:00,1946,1.3893
287,27/01/2018 , 12:35:00,1945,1.2503
288,27/01/2018 , 12:40:00,1945,1.2503
289,27/01/2018 , 12:45:00,1945,1.2503
290,27/01/2018 , 12:50:00,1945,1.2503
291,27/01/2018 , 12:55:00,1945,1.2503
292,27/01/2018 , 13:00:00,1945,1.2503
293,27/01/2018 , 13:05:00,1945,1.2503
294,27/01/2018 , 13:10:00,1945,1.2503
295,27/01/2018 , 13:15:00,1945,1.2503
296,27/01/2018 , 13:20:00,1945,1.2503
297,27/01/2018 , 13:25:00,1945,1.2503
298,27/01/2018 , 13:30:00,1945,1.2503
299,27/01/2018 , 13:35:00,1946,1.3893
300,27/01/2018 , 13:40:00,1945,1.2503
301,27/01/2018 , 13:45:00,1946,1.3893
302,27/01/2018 , 13:50:00,1945,1.2503
303,27/01/2018 , 13:55:00,1945,1.2503
304,27/01/2018 , 14:00:00,1946,1.3893
305,27/01/2018 , 14:05:00,1946,1.3893
306,27/01/2018 , 14:10:00,1946,1.3893
307,27/01/2018 , 14:15:00,1946,1.3893
308,27/01/2018 , 14:20:00,1945,1.2503
309,27/01/2018 , 14:25:00,1945,1.2503
310,27/01/2018 , 14:30:00,1945,1.2503
311,27/01/2018 , 14:35:00,1945,1.2503
312,27/01/2018 , 14:40:00,1945,1.2503
313,27/01/2018 , 14:45:00,1945,1.2503
314,27/01/2018 , 14:50:00,1945,1.2503
315,27/01/2018 , 14:55:00,1945,1.2503
316,27/01/2018 , 15:00:00,1945,1.2503
317,27/01/2018 , 15:05:00,1945,1.2503
318,27/01/2018 , 15:10:00,1945,1.2503
319,27/01/2018 , 15:15:00,1945,1.2503
320,27/01/2018 , 15:20:00,1944,1.1114
321,27/01/2018 , 15:25:00,1945,1.2503
322,27/01/2018 , 15:30:00,1945,1.2503
323,27/01/2018 , 15:35:00,1945,1.2503
324,27/01/2018 , 15:40:00,1945,1.2503
325,27/01/2018 , 15:45:00,1944,1.1114
326,27/01/2018 , 15:50:00,1944,1.1114
327,27/01/2018 , 15:55:00,1944,1.1114
328,27/01/2018 , 16:00:00,1944,1.1114
329,27/01/2018 , 16:05:00,1944,1.1114
330,27/01/2018 , 16:10:00,1944,1.1114
331,27/01/2018 , 16:15:00,1944,1.1114
332,27/01/2018 , 16:20:00,1944,1.1114
333,27/01/2018 , 16:25:00,1944,1.1114
334,27/01/2018 , 16:30:00,1944,1.1114
335,27/01/2018 , 16:35:00,1944,1.1114
336,27/01/2018 , 16:40:00,1945,1.2503
337,27/01/2018 , 16:45:00,1945,1.2503
338,27/01/2018 , 16:50:00,1945,1.2503
339,27/01/2018 , 16:55:00,1946,1.3893
340,27/01/2018 , 17:00:00,1946,1.3893
341,27/01/2018 , 17:05:00,1946,1.3893
342,27/01/2018 , 17:10:00,1946,1.3893
343,27/01/2018 , 17:15:00,1947,1.5282
344,27/01/2018 , 17:20:00,1947,1.5282
345,27/01/2018 , 17:25:00,1947,1.5282
346,27/01/2018 , 17:30:00,1947,1.5282
347,27/01/2018 , 17:35:00,1947,1.5282
348,27/01/2018 , 17:40:00,1947,1.5282
349,27/01/2018 , 17:45:00,1947,1.5282
350,27/01/2018 , 17:50:00,1948,1.6671
351,27/01/2018 , 17:55:00,1948,1.6671
352,27/01/2018 , 18:00:00,1948,1.6671
353,27/01/2018 , 18:05:00,1948,1.6671
354,27/01/2018 , 18:10:00,1948,1.6671
355,27/01/2018 , 18:15:00,1948,1.6671
356,27/01/2018 , 18:20:00,1948,1.6671
357,27/01/2018 , 18:25:00,1948,1.6671
358,27/01/2018 , 18:30:00,1949,1.8061
359,27/01/2018 , 18:35:00,1949,1.8061
360,27/01/2018 , 18:40:00,1949,1.8061
361,27/01/2018 , 18:45:00,1950,1.945
362,27/01/2018 , 18:50:00,1950,1.945
363,27/01/2018 , 18:55:00,1950,1.945
364,27/01/2018 , 19:00:00,1951,2.0839
365,27/01/2018 , 19:05:00,1951,2.0839
366,27/01/2018 , 19:10:00,1952,2.2228
367,27/01/2018 , 19:15:00,1952,2.2228
368,27/01/2018 , 19:20:00,1953,2.3618
369,27/01/2018 , 19:25:00,1953,2.3618
370,27/01/2018 , 19:30:00,1954,2.5007
371,27/01/2018 , 19:35:00,1954,2.5007
372,27/01/2018 , 19:40:00,1954,2.5007
373,27/01/2018 , 19:45:00,1954,2.5007
374,27/01/2018 , 19:50:00,1954,2.5007
375,27/01/2018 , 19:55:00,1955,2.6396
376,27/01/2018 , 20:00:00,1955,2.6396
377,27/01/2018 , 20:05:00,1955,2.6396
378,27/01/2018 , 20:10:00,1955,2.6396
379,27/01/2018 , 20:15:00,1955,2.6396
380,27/01/2018 , 20:20:00,1955,2.6396
381,27/01/2018 , 20:25:00,1956,2.7785
382,27/01/2018 , 20:30:00,1956,2.7785
383,27/01/2018 , 20:35:00,1956,2.7785
384,27/01/2018 , 20:40:00,1956,2.7785
385,27/01/2018 , 20:45:00,1957,2.9175
386,27/01/2018 , 20:50:00,1957,2.9175
387,27/01/2018 , 20:55:00,1957,2.9175
388,27/01/2018 , 21:00:00,1957,2.9175
389,27/01/2018 , 21:05:00,1957,2.9175
390,27/01/2018 , 21:10:00,1958,3.0564
391,27/01/2018 , 21:15:00,1958,3.0564
392,27/01/2018 , 21:20:00,1958,3.0564
393,27/01/2018 , 21:25:00,1958,3.0564
394,27/01/2018 , 21:30:00,1958,3.0564
395,27/01/2018 , 21:35:00,1958,3.0564
396,27/01/2018 , 21:40:00,1958,3.0564
397,27/01/2018 , 21:45:00,1959,3.1953
398,27/01/2018 , 21:50:00,1958,3.0564
399,27/01/2018 , 21:55:00,1959,3.1953
400,27/01/2018 , 22:00:00,1959,3.1953
401,27/01/2018 , 22:05:00,1959,3.1953
402,27/01/2018 , 22:10:00,1960,3.3343
403,27/01/2018 , 22:15:00,1960,3.3343
404,27/01/2018 , 22:20:00,1960,3.3343
405,27/01/2018 , 22:25:00,1960,3.3343
406,27/01/2018 , 22:30:00,1960,3.3343
407,27/01/2018 , 22:35:00,1960,3.3343
408,27/01/2018 , 22:40:00,1960,3.3343
409,27/01/2018 , 22:45:00,1960,3.3343
410,27/01/2018 , 22:50:00,1960,3.3343
411,27/01/2018 , 22:55:00,1960,3.3343
412,27/01/2018 , 23:00:00,1960,3.3343
413,27/01/2018 , 23:05:00,1960,3.3343
414,27/01/2018 , 23:10:00,1961,3.4732
415,27/01/2018 , 23:15:00,1960,3.3343
416,27/01/2018 , 23:20:00,1960,3.3343
417,27/01/2018 , 23:25:00,1961,3.4732
418,27/01/2018 , 23:30:00,1960,3.3343
419,27/01/2018 , 23:35:00,1961,3.4732
420,27/01/2018 , 23:40:00,1961,3.4732
421,27/01/2018 , 23:45:00,1961,3.4732
422,27/01/2018 , 23:50:00,1961,3.4732
423,27/01/2018 , 23:55:00,1961,3.4732
424,27/01/2018 , 24:00:00,1961,3.4732
425,28/01/2018 , 00:05:00,1961,3.4732
426,28/01/2018 , 00:10:00,1961,3.4732
427,28/01/2018 , 00:15:00,1961,3.4732
428,28/01/2018 , 00:20:00,1961,3.4732
429,28/01/2018 , 00:25:00,1961,3.4732
430,28/01/2018 , 00:30:00,1961,3.4732
431,28/01/2018 , 00:35:00,1961,3.4732
432,28/01/2018 , 00:40:00,1961,3.4732
433,28/01/2018 , 00:45:00,1961,3.4732
434,28/01/2018 , 00:50:00,1961,3.4732
435,28/01/2018 , 00:55:00,1961,3.4732
436,28/01/2018 , 01:00:00,1961,3.4732
437,28/01/2018 , 01:05:00,1962,3.6121
438,28/01/2018 , 01:10:00,1962,3.6121
439,28/01/2018 , 01:15:00,1961,3.4732
440,28/01/2018 , 01:20:00,1962,3.6121
441,28/01/2018 , 01:25:00,1962,3.6121
442,28/01/2018 , 01:30:00,1962,3.6121
443,28/01/2018 , 01:35:00,1962,3.6121
444,28/01/2018 , 01:40:00,1962,3.6121
445,28/01/2018 , 01:45:00,1962,3.6121
446,28/01/2018 , 01:50:00,1962,3.6121
447,28/01/2018 , 01:55:00,1962,3.6121
448,28/01/2018 , 02:00:00,1962,3.6121
449,28/01/2018 , 02:05:00,1962,3.6121
450,28/01/2018 , 02:10:00,1962,3.6121
451,28/01/2018 , 02:15:00,1962,3.6121
452,28/01/2018 , 02:20:00,1962,3.6121
453,28/01/2018 , 02:25:00,1962,3.6121
454,28/01/2018 , 02:30:00,1962,3.6121
455,28/01/2018 , 02:35:00,1962,3.6121
456,28/01/2018 , 02:40:00,1963,3.751
457,28/01/2018 , 02:45:00,1963,3.751
458,28/01/2018 , 02:50:00,1962,3.6121
459,28/01/2018 , 02:55:00,1963,3.751
460,28/01/2018 , 03:00:00,1963,3.751
461,28/01/2018 , 03:05:00,1963,3.751
462,28/01/2018 , 03:10:00,1963,3.751
463,28/01/2018 , 03:15:00,1963,3.751
464,28/01/2018 , 03:20:00,1963,3.751
465,28/01/2018 , 03:25:00,1963,3.751
466,28/01/2018 , 03:30:00,1963,3.751
467,28/01/2018 , 03:35:00,1963,3.751
468,28/01/2018 , 03:40:00,1963,3.751
469,28/01/2018 , 03:45:00,1963,3.751
470,28/01/2018 , 03:50:00,1963,3.751
471,28/01/2018 , 03:55:00,1963,3.751
472,28/01/2018 , 04:00:00,1963,3.751
473,28/01/2018 , 04:05:00,1964,3.89
474,28/01/2018 , 04:10:00,1964,3.89
475,28/01/2018 , 04:15:00,1964,3.89
476,28/01/2018 , 04:20:00,1963,3.751
477,28/01/2018 , 04:25:00,1963,3.751
478,28/01/2018 , 04:30:00,1964,3.89
479,28/01/2018 , 04:35:00,1963,3.751
480,28/01/2018 , 04:40:00,1963,3.751
481,28/01/2018 , 04:45:00,1963,3.751
482,28/01/2018 , 04:50:00,1964,3.89
483,28/01/2018 , 04:55:00,1964,3.89
484,28/01/2018 , 05:00:00,1964,3.89
485,28/01/2018 , 05:05:00,1964,3.89
486,28/01/2018 , 05:10:00,1964,3.89
487,28/01/2018 , 05:15:00,1964,3.89
488,28/01/2018 , 05:20:00,1964,3.89
489,28/01/2018 , 05:25:00,1964,3.89
490,28/01/2018 , 05:30:00,1964,3.89
491,28/01/2018 , 05:35:00,1964,3.89
492,28/01/2018 , 05:40:00,1964,3.89
493,28/01/2018 , 05:45:00,1964,3.89
494,28/01/2018 , 05:50:00,1964,3.89
495,28/01/2018 , 05:55:00,1964,3.89
496,28/01/2018 , 06:00:00,1964,3.89
497,28/01/2018 , 06:05:00,1964,3.89
498,28/01/2018 , 06:10:00,1963,3.751
499,28/01/2018 , 06:15:00,1963,3.751
500,28/01/2018 , 06:20:00,1964,3.89
501,28/01/2018 , 06:25:00,1964,3.89
502,28/01/2018 , 06:30:00,1964,3.89
503,28/01/2018 , 06:35:00,1963,3.751
504,28/01/2018 , 06:40:00,1964,3.89
505,28/01/2018 , 06:45:00,1963,3.751
506,28/01/2018 , 06:50:00,1963,3.751
507,28/01/2018 , 06:55:00,1963,3.751
508,28/01/2018 , 07:00:00,1963,3.751
509,28/01/2018 , 07:05:00,1963,3.751
510,28/01/2018 , 07:10:00,1963,3.751
511,28/01/2018 , 07:15:00,1963,3.751
512,28/01/2018 , 07:20:00,1963,3.751
513,28/01/2018 , 07:25:00,1963,3.751
514,28/01/2018 , 07:30:00,1963,3.751
515,28/01/2018 , 07:35:00,1964,3.89
516,28/01/2018 , 07:40:00,1964,3.89
517,28/01/2018 , 07:45:00,1963,3.751
518,28/01/2018 , 07:50:00,1962,3.6121
519,28/01/2018 , 07:55:00,1961,3.4732
520,28/01/2018 , 08:00:00,1959,3.1953
521,28/01/2018 , 08:05:00,1958,3.0564
522,28/01/2018 , 08:10:00,1957,2.9175
523,28/01/2018 , 08:15:00,1956,2.7785
524,28/01/2018 , 08:20:00,1955,2.6396
525,28/01/2018 , 08:25:00,1954,2.5007
526,28/01/2018 , 08:30:00,1953,2.3618
527,28/01/2018 , 08:35:00,1952,2.2228
528,28/01/2018 , 08:40:00,1950,1.945
529,28/01/2018 , 08:45:00,1949,1.8061
530,28/01/2018 , 08:50:00,1948,1.6671
531,28/01/2018 , 08:55:00,1948,1.6671
532,28/01/2018 , 09:00:00,1947,1.5282
533,28/01/2018 , 09:05:00,1947,1.5282
534,28/01/2018 , 09:10:00,1947,1.5282
535,28/01/2018 , 09:15:00,1946,1.3893
536,28/01/2018 , 09:20:00,1947,1.5282
537,28/01/2018 , 09:25:00,1946,1.3893
538,28/01/2018 , 09:30:00,1946,1.3893
539,28/01/2018 , 09:35:00,1946,1.3893
540,28/01/2018 , 09:40:00,1946,1.3893
541,28/01/2018 , 09:45:00,1946,1.3893
542,28/01/2018 , 09:50:00,1947,1.5282
543,28/01/2018 , 09:55:00,1946,1.3893
544,28/01/2018 , 10:00:00,1946,1.3893
545,28/01/2018 , 10:05:00,1945,1.2503
546,28/01/2018 , 10:10:00,1945,1.2503
547,28/01/2018 , 10:15:00,1945,1.2503
548,28/01/2018 , 10:20:00,1945,1.2503
549,28/01/2018 , 10:25:00,1945,1.2503
550,28/01/2018 , 10:30:00,1945,1.2503
551,28/01/2018 , 10:35:00,1946,1.3893
552,28/01/2018 , 10:40:00,1946,1.3893
553,28/01/2018 , 10:45:00,1946,1.3893
554,28/01/2018 , 10:50:00,1946,1.3893
555,28/01/2018 , 10:55:00,1946,1.3893
556,28/01/2018 , 11:00:00,1946,1.3893
557,28/01/2018 , 11:05:00,1946,1.3893
558,28/01/2018 , 11:10:00,1946,1.3893
