Site Name ,WLR107,,,,
Site Number ,107,,,,
Logger ,Capacitive Water Level,,,,
Logger Serial Number ,35698,,,,
,,,,
,,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,,,,,
        ,        ,RAW VALUE ,CALIBRATED VALUE,,,,,
,,,,
1,29/07/2017 , 13:00:00,2091,10.6974
2,29/07/2017 , 13:05:00,2089,10.4196
3,29/07/2017 , 13:10:00,2089,10.4196
4,29/07/2017 , 13:15:00,2090,10.5585
5,29/07/2017 , 13:20:00,2090,10.5585
6,29/07/2017 , 13:25:00,2089,10.4196
7,29/07/2017 , 13:30:00,2097,11.531
8,29/07/2017 , 13:35:00,2100,11.9478
9,29/07/2017 , 13:40:00,2098,11.6699
10,29/07/2017 , 13:45:00,2098,11.6699
11,29/07/2017 , 13:50:00,2099,11.8088
12,29/07/2017 , 13:55:00,2099,11.8088
13,29/07/2017 , 14:00:00,2098,11.6699
14,29/07/2017 , 14:05:00,2099,11.8088
15,29/07/2017 , 14:10:00,2098,11.6699
16,29/07/2017 , 14:15:00,2098,11.6699
17,29/07/2017 , 14:20:00,2100,11.9478
18,29/07/2017 , 14:25:00,2100,11.9478
19,29/07/2017 , 14:30:00,2100,11.9478
20,29/07/2017 , 14:35:00,2101,12.0867
21,29/07/2017 , 14:40:00,2100,11.9478
22,29/07/2017 , 14:45:00,2100,11.9478
23,29/07/2017 , 14:50:00,2107,12.9203
24,29/07/2017 , 14:55:00,2112,13.6149
25,29/07/2017 , 15:00:00,2113,13.7538
26,29/07/2017 , 15:05:00,2114,13.8927
27,29/07/2017 , 15:10:00,2112,13.6149
28,29/07/2017 , 15:15:00,2112,13.6149
29,29/07/2017 , 15:20:00,2110,13.337
30,29/07/2017 , 15:25:00,2106,12.7813
31,29/07/2017 , 15:30:00,2104,12.5035
32,29/07/2017 , 15:35:00,2103,12.3645
33,29/07/2017 , 15:40:00,2101,12.0867
34,29/07/2017 , 15:45:00,2100,11.9478
35,29/07/2017 , 15:50:00,2100,11.9478
36,29/07/2017 , 15:55:00,2100,11.9478
37,29/07/2017 , 16:00:00,2099,11.8088
38,29/07/2017 , 16:05:00,2100,11.9478
39,29/07/2017 , 16:10:00,2100,11.9478
40,29/07/2017 , 16:15:00,2099,11.8088
41,29/07/2017 , 16:20:00,2099,11.8088
42,29/07/2017 , 16:25:00,2099,11.8088
43,29/07/2017 , 16:30:00,2099,11.8088
44,29/07/2017 , 16:35:00,2098,11.6699
45,29/07/2017 , 16:40:00,2098,11.6699
46,29/07/2017 , 16:45:00,2099,11.8088
47,29/07/2017 , 16:50:00,2100,11.9478
48,29/07/2017 , 16:55:00,2100,11.9478
49,29/07/2017 , 17:00:00,2100,11.9478
50,29/07/2017 , 17:05:00,2100,11.9478
51,29/07/2017 , 17:10:00,2101,12.0867
52,29/07/2017 , 17:15:00,2100,11.9478
53,29/07/2017 , 17:20:00,2099,11.8088
54,29/07/2017 , 17:25:00,2100,11.9478
55,29/07/2017 , 17:30:00,2100,11.9478
56,29/07/2017 , 17:35:00,2101,12.0867
57,29/07/2017 , 17:40:00,2100,11.9478
58,29/07/2017 , 17:45:00,2100,11.9478
59,29/07/2017 , 17:50:00,2099,11.8088
60,29/07/2017 , 17:55:00,2101,12.0867
61,29/07/2017 , 18:00:00,2101,12.0867
62,29/07/2017 , 18:05:00,2101,12.0867
63,29/07/2017 , 18:10:00,2102,12.2256
64,29/07/2017 , 18:15:00,2104,12.5035
65,29/07/2017 , 18:20:00,2116,14.1706
66,29/07/2017 , 18:25:00,2120,14.7263
67,29/07/2017 , 18:30:00,2123,15.1431
68,29/07/2017 , 18:35:00,2124,15.282
69,29/07/2017 , 18:40:00,2124,15.282
70,29/07/2017 , 18:45:00,2132,16.3934
71,29/07/2017 , 18:50:00,2134,16.6713
72,29/07/2017 , 18:55:00,2136,16.9492
73,29/07/2017 , 19:00:00,2135,16.8102
74,29/07/2017 , 19:05:00,2135,16.8102
75,29/07/2017 , 19:10:00,2134,16.6713
76,29/07/2017 , 19:15:00,2135,16.8102
77,29/07/2017 , 19:20:00,2133,16.5324
78,29/07/2017 , 19:25:00,2134,16.6713
79,29/07/2017 , 19:30:00,2135,16.8102
80,29/07/2017 , 19:35:00,2134,16.6713
81,29/07/2017 , 19:40:00,2134,16.6713
82,29/07/2017 , 19:45:00,2134,16.6713
83,29/07/2017 , 19:50:00,2136,16.9492
84,29/07/2017 , 19:55:00,2140,17.5049
85,29/07/2017 , 20:00:00,2138,17.227
86,29/07/2017 , 20:05:00,2136,16.9492
87,29/07/2017 , 20:10:00,2135,16.8102
88,29/07/2017 , 20:15:00,2135,16.8102
89,29/07/2017 , 20:20:00,2134,16.6713
90,29/07/2017 , 20:25:00,2133,16.5324
91,29/07/2017 , 20:30:00,2132,16.3934
92,29/07/2017 , 20:35:00,2133,16.5324
93,29/07/2017 , 20:40:00,2132,16.3934
