Site Name ,WLR107,,,,
Site Number ,107,,,,
Logger ,Capacitive Water Level,,,,
Logger Serial Number ,35698,,,,
,,,,
,,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,,,,,
94,27/10/2017 , 19:05:00,2071,8.2219
95,27/10/2017 , 19:10:00,2070,8.0825
96,27/10/2017 , 19:15:00,2071,8.2219
97,27/10/2017 , 19:20:00,2071,8.2219
98,27/10/2017 , 19:25:00,2071,8.2219
99,27/10/2017 , 19:30:00,2071,8.2219
100,27/10/2017 , 19:35:00,2072,8.3612
101,27/10/2017 , 19:40:00,2072,8.3612
102,27/10/2017 , 19:45:00,2071,8.2219
103,27/10/2017 , 19:50:00,2071,8.2219
104,27/10/2017 , 19:55:00,2071,8.2219
105,27/10/2017 , 20:00:00,2070,8.0825
106,27/10/2017 , 20:05:00,2070,8.0825
107,27/10/2017 , 20:10:00,2070,8.0825
108,27/10/2017 , 20:15:00,2070,8.0825
109,27/10/2017 , 20:20:00,2070,8.0825
110,27/10/2017 , 20:25:00,2071,8.2219
111,27/10/2017 , 20:30:00,2071,8.2219
112,27/10/2017 , 20:35:00,2070,8.0825
113,27/10/2017 , 20:40:00,2070,8.0825
114,27/10/2017 , 20:45:00,2070,8.0825
115,27/10/2017 , 20:50:00,2069,7.9431
116,27/10/2017 , 20:55:00,2070,8.0825
117,27/10/2017 , 21:00:00,2069,7.9431
118,27/10/2017 , 21:05:00,2070,8.0825
119,27/10/2017 , 21:10:00,2071,8.2219
120,27/10/2017 , 21:15:00,2071,8.2219
121,27/10/2017 , 21:20:00,2071,8.2219
122,27/10/2017 , 21:25:00,2071,8.2219
123,27/10/2017 , 21:30:00,2071,8.2219
124,27/10/2017 , 21:35:00,2072,8.3612
125,27/10/2017 , 21:40:00,2071,8.2219
126,27/10/2017 , 21:45:00,2072,8.3612
127,27/10/2017 , 21:50:00,2072,8.3612
128,27/10/2017 , 21:55:00,2071,8.2219
129,27/10/2017 , 22:00:00,2071,8.2219
130,27/10/2017 , 22:05:00,2070,8.0825
131,27/10/2017 , 22:10:00,2070,8.0825
132,27/10/2017 , 22:15:00,2070,8.0825
133,27/10/2017 , 22:20:00,2071,8.2219
134,27/10/2017 , 22:25:00,2071,8.2219
135,27/10/2017 , 22:30:00,2071,8.2219
136,27/10/2017 , 22:35:00,2071,8.2219
137,27/10/2017 , 22:40:00,2072,8.3612
138,27/10/2017 , 22:45:00,2071,8.2219
139,27/10/2017 , 22:50:00,2073,8.5006
140,27/10/2017 , 22:55:00,2073,8.5006
141,27/10/2017 , 23:00:00,2074,8.6399
142,27/10/2017 , 23:05:00,2074,8.6399
143,27/10/2017 , 23:10:00,2073,8.5006
144,27/10/2017 , 23:15:00,2074,8.6399
145,27/10/2017 , 23:20:00,2073,8.5006
146,27/10/2017 , 23:25:00,2073,8.5006
147,27/10/2017 , 23:30:00,2074,8.6399
148,27/10/2017 , 23:35:00,2076,8.9186
149,27/10/2017 , 23:40:00,2076,8.9186
150,27/10/2017 , 23:45:00,2076,8.9186
151,27/10/2017 , 23:50:00,2076,8.9186
152,27/10/2017 , 23:55:00,2076,8.9186
153,27/10/2017 , 24:00:00,2076,8.9186
154,28/10/2017 , 00:05:00,2076,8.9186
155,28/10/2017 , 00:10:00,2076,8.9186
156,28/10/2017 , 00:15:00,2077,9.058
157,28/10/2017 , 00:20:00,2076,8.9186
158,28/10/2017 , 00:25:00,2076,8.9186
159,28/10/2017 , 00:30:00,2076,8.9186
160,28/10/2017 , 00:35:00,2075,8.7793
161,28/10/2017 , 00:40:00,2074,8.6399
162,28/10/2017 , 00:45:00,2074,8.6399
163,28/10/2017 , 00:50:00,2074,8.6399
164,28/10/2017 , 00:55:00,2074,8.6399
165,28/10/2017 , 01:00:00,2074,8.6399
166,28/10/2017 , 01:05:00,2074,8.6399
167,28/10/2017 , 01:10:00,2074,8.6399
168,28/10/2017 , 01:15:00,2073,8.5006
169,28/10/2017 , 01:20:00,2073,8.5006
170,28/10/2017 , 01:25:00,2073,8.5006
171,28/10/2017 , 01:30:00,2074,8.6399
172,28/10/2017 , 01:35:00,2074,8.6399
173,28/10/2017 , 01:40:00,2073,8.5006
174,28/10/2017 , 01:45:00,2074,8.6399
175,28/10/2017 , 01:50:00,2075,8.7793
176,28/10/2017 , 01:55:00,2075,8.7793
177,28/10/2017 , 02:00:00,2075,8.7793
178,28/10/2017 , 02:05:00,2076,8.9186
179,28/10/2017 , 02:10:00,2076,8.9186
180,28/10/2017 , 02:15:00,2076,8.9186
181,28/10/2017 , 02:20:00,2076,8.9186
182,28/10/2017 , 02:25:00,2076,8.9186
183,28/10/2017 , 02:30:00,2077,9.058
184,28/10/2017 , 02:35:00,2077,9.058
185,28/10/2017 , 02:40:00,2077,9.058
186,28/10/2017 , 02:45:00,2077,9.058
187,28/10/2017 , 02:50:00,2077,9.058
188,28/10/2017 , 02:55:00,2077,9.058
189,28/10/2017 , 03:00:00,2076,8.9186
190,28/10/2017 , 03:05:00,2075,8.7793
191,28/10/2017 , 03:10:00,2074,8.6399
192,28/10/2017 , 03:15:00,2074,8.6399
193,28/10/2017 , 03:20:00,2074,8.6399
194,28/10/2017 , 03:25:00,2075,8.7793
195,28/10/2017 , 03:30:00,2075,8.7793
196,28/10/2017 , 03:35:00,2075,8.7793
197,28/10/2017 , 03:40:00,2075,8.7793
198,28/10/2017 , 03:45:00,2076,8.9186
199,28/10/2017 , 03:50:00,2076,8.9186
200,28/10/2017 , 03:55:00,2077,9.058
201,28/10/2017 , 04:00:00,2077,9.058
202,28/10/2017 , 04:05:00,2077,9.058
203,28/10/2017 , 04:10:00,2077,9.058
204,28/10/2017 , 04:15:00,2077,9.058
205,28/10/2017 , 04:20:00,2076,8.9186
206,28/10/2017 , 04:25:00,2076,8.9186
207,28/10/2017 , 04:30:00,2075,8.7793
208,28/10/2017 , 04:35:00,2076,8.9186
209,28/10/2017 , 04:40:00,2075,8.7793
210,28/10/2017 , 04:45:00,2076,8.9186
211,28/10/2017 , 04:50:00,2075,8.7793
212,28/10/2017 , 04:55:00,2075,8.7793
213,28/10/2017 , 05:00:00,2075,8.7793
214,28/10/2017 , 05:05:00,2074,8.6399
215,28/10/2017 , 05:10:00,2074,8.6399
216,28/10/2017 , 05:15:00,2074,8.6399
217,28/10/2017 , 05:20:00,2074,8.6399
218,28/10/2017 , 05:25:00,2075,8.7793
219,28/10/2017 , 05:30:00,2074,8.6399
220,28/10/2017 , 05:35:00,2075,8.7793
221,28/10/2017 , 05:40:00,2076,8.9186
222,28/10/2017 , 05:45:00,2076,8.9186
223,28/10/2017 , 05:50:00,2075,8.7793
224,28/10/2017 , 05:55:00,2075,8.7793
225,28/10/2017 , 06:00:00,2075,8.7793
226,28/10/2017 , 06:05:00,2076,8.9186
227,28/10/2017 , 06:10:00,2076,8.9186
228,28/10/2017 , 06:15:00,2076,8.9186
229,28/10/2017 , 06:20:00,2076,8.9186
230,28/10/2017 , 06:25:00,2077,9.058
231,28/10/2017 , 06:30:00,2077,9.058
232,28/10/2017 , 06:35:00,2077,9.058
233,28/10/2017 , 06:40:00,2076,8.9186
234,28/10/2017 , 06:45:00,2074,8.6399
235,28/10/2017 , 06:50:00,2073,8.5006
236,28/10/2017 , 06:55:00,2071,8.2219
237,28/10/2017 , 07:00:00,2069,7.9431
238,28/10/2017 , 07:05:00,2069,7.9431
239,28/10/2017 , 07:10:00,2068,7.8038
240,28/10/2017 , 07:15:00,2068,7.8038
241,28/10/2017 , 07:20:00,2067,7.6644
242,28/10/2017 , 07:25:00,2067,7.6644
243,28/10/2017 , 07:30:00,2067,7.6644
244,28/10/2017 , 07:35:00,2067,7.6644
245,28/10/2017 , 07:40:00,2067,7.6644
246,28/10/2017 , 07:45:00,2066,7.5251
247,28/10/2017 , 07:50:00,2066,7.5251
248,28/10/2017 , 07:55:00,2066,7.5251
249,28/10/2017 , 08:00:00,2066,7.5251
250,28/10/2017 , 08:05:00,2065,7.3857
251,28/10/2017 , 08:10:00,2066,7.5251
252,28/10/2017 , 08:15:00,2067,7.6644
253,28/10/2017 , 08:20:00,2066,7.5251
254,28/10/2017 , 08:25:00,2067,7.6644
255,28/10/2017 , 08:30:00,2066,7.5251
256,28/10/2017 , 08:35:00,2065,7.3857
257,28/10/2017 , 08:40:00,2065,7.3857
258,28/10/2017 , 08:45:00,2065,7.3857
259,28/10/2017 , 08:50:00,2064,7.2464
260,28/10/2017 , 08:55:00,2064,7.2464
261,28/10/2017 , 09:00:00,2063,7.107
262,28/10/2017 , 09:05:00,2063,7.107
263,28/10/2017 , 09:10:00,2062,6.9677
264,28/10/2017 , 09:15:00,2061,6.8283
265,28/10/2017 , 09:20:00,2061,6.8283
266,28/10/2017 , 09:25:00,2062,6.9677
267,28/10/2017 , 09:30:00,2062,6.9677
268,28/10/2017 , 09:35:00,2062,6.9677
269,28/10/2017 , 09:40:00,2062,6.9677
270,28/10/2017 , 09:45:00,2062,6.9677
271,28/10/2017 , 09:50:00,2062,6.9677
272,28/10/2017 , 09:55:00,2063,7.107
273,28/10/2017 , 10:00:00,2062,6.9677
274,28/10/2017 , 10:05:00,2063,7.107
275,28/10/2017 , 10:10:00,2062,6.9677
276,28/10/2017 , 10:15:00,2061,6.8283
277,28/10/2017 , 10:20:00,2062,6.9677
278,28/10/2017 , 10:25:00,2061,6.8283
279,28/10/2017 , 10:30:00,2061,6.8283
280,28/10/2017 , 10:35:00,2060,6.689
281,28/10/2017 , 10:40:00,2061,6.8283
282,28/10/2017 , 10:45:00,2060,6.689
283,28/10/2017 , 10:50:00,2061,6.8283
284,28/10/2017 , 10:55:00,2060,6.689
285,28/10/2017 , 11:00:00,2060,6.689
286,28/10/2017 , 11:05:00,2060,6.689
287,28/10/2017 , 11:10:00,2059,6.5496
288,28/10/2017 , 11:15:00,2059,6.5496
289,28/10/2017 , 11:20:00,2059,6.5496
290,28/10/2017 , 11:25:00,2060,6.689
291,28/10/2017 , 11:30:00,2060,6.689
292,28/10/2017 , 11:35:00,2061,6.8283
293,28/10/2017 , 11:40:00,2059,6.5496
294,28/10/2017 , 11:45:00,2059,6.5496
295,28/10/2017 , 11:50:00,2059,6.5496
296,28/10/2017 , 11:55:00,2058,6.4103
297,28/10/2017 , 12:00:00,2058,6.4103
298,28/10/2017 , 12:05:00,2059,6.5496
299,28/10/2017 , 12:10:00,2059,6.5496
300,28/10/2017 , 12:15:00,2058,6.4103
301,28/10/2017 , 12:20:00,2058,6.4103
302,28/10/2017 , 12:25:00,2057,6.2709
303,28/10/2017 , 12:30:00,2058,6.4103
304,28/10/2017 , 12:35:00,2057,6.2709
305,28/10/2017 , 12:40:00,2057,6.2709
306,28/10/2017 , 12:45:00,2057,6.2709
307,28/10/2017 , 12:50:00,2057,6.2709
308,28/10/2017 , 12:55:00,2057,6.2709
309,28/10/2017 , 13:00:00,2058,6.4103
310,28/10/2017 , 13:05:00,2057,6.2709
311,28/10/2017 , 13:10:00,2057,6.2709
312,28/10/2017 , 13:15:00,2057,6.2709
313,28/10/2017 , 13:20:00,2058,6.4103
314,28/10/2017 , 13:25:00,2057,6.2709
315,28/10/2017 , 13:30:00,2057,6.2709
316,28/10/2017 , 13:35:00,2058,6.4103
317,28/10/2017 , 13:40:00,2057,6.2709
318,28/10/2017 , 13:45:00,2056,6.1315
319,28/10/2017 , 13:50:00,2056,6.1315
320,28/10/2017 , 13:55:00,2056,6.1315
321,28/10/2017 , 14:00:00,2056,6.1315
322,28/10/2017 , 14:05:00,2057,6.2709
323,28/10/2017 , 14:10:00,2057,6.2709
324,28/10/2017 , 14:15:00,2056,6.1315
325,28/10/2017 , 14:20:00,2056,6.1315
326,28/10/2017 , 14:25:00,2056,6.1315
327,28/10/2017 , 14:30:00,2055,5.9922
328,28/10/2017 , 14:35:00,2056,6.1315
329,28/10/2017 , 14:40:00,2055,5.9922
330,28/10/2017 , 14:45:00,2055,5.9922
331,28/10/2017 , 14:50:00,2055,5.9922
332,28/10/2017 , 14:55:00,2054,5.8528
333,28/10/2017 , 15:00:00,2054,5.8528
334,28/10/2017 , 15:05:00,2053,5.7135
335,28/10/2017 , 15:10:00,2054,5.8528
336,28/10/2017 , 15:15:00,2055,5.9922
337,28/10/2017 , 15:20:00,2054,5.8528
338,28/10/2017 , 15:25:00,2054,5.8528
339,28/10/2017 , 15:30:00,2055,5.9922
340,28/10/2017 , 15:35:00,2056,6.1315
341,28/10/2017 , 15:40:00,2054,5.8528
342,28/10/2017 , 15:45:00,2054,5.8528
343,28/10/2017 , 15:50:00,2055,5.9922
344,28/10/2017 , 15:55:00,2056,6.1315
345,28/10/2017 , 16:00:00,2055,5.9922
346,28/10/2017 , 16:05:00,2055,5.9922
347,28/10/2017 , 16:10:00,2055,5.9922
348,28/10/2017 , 16:15:00,2055,5.9922
349,28/10/2017 , 16:20:00,2054,5.8528
350,28/10/2017 , 16:25:00,2055,5.9922
351,28/10/2017 , 16:30:00,2054,5.8528
352,28/10/2017 , 16:35:00,2055,5.9922
353,28/10/2017 , 16:40:00,2056,6.1315
354,28/10/2017 , 16:45:00,2056,6.1315
355,28/10/2017 , 16:50:00,2056,6.1315
356,28/10/2017 , 16:55:00,2056,6.1315
357,28/10/2017 , 17:00:00,2057,6.2709
358,28/10/2017 , 17:05:00,2057,6.2709
359,28/10/2017 , 17:10:00,2059,6.5496
360,28/10/2017 , 17:15:00,2060,6.689
361,28/10/2017 , 17:20:00,2059,6.5496
362,28/10/2017 , 17:25:00,2059,6.5496
363,28/10/2017 , 17:30:00,2061,6.8283
364,28/10/2017 , 17:35:00,2062,6.9677
365,28/10/2017 , 17:40:00,2062,6.9677
366,28/10/2017 , 17:45:00,2063,7.107
367,28/10/2017 , 17:50:00,2062,6.9677
368,28/10/2017 , 17:55:00,2061,6.8283
369,28/10/2017 , 18:00:00,2062,6.9677
370,28/10/2017 , 18:05:00,2062,6.9677
371,28/10/2017 , 18:10:00,2062,6.9677
372,28/10/2017 , 18:15:00,2062,6.9677
373,28/10/2017 , 18:20:00,2063,7.107
374,28/10/2017 , 18:25:00,2061,6.8283
375,28/10/2017 , 18:30:00,2062,6.9677
376,28/10/2017 , 18:35:00,2061,6.8283
377,28/10/2017 , 18:40:00,2062,6.9677
378,28/10/2017 , 18:45:00,2062,6.9677
379,28/10/2017 , 18:50:00,2061,6.8283
380,28/10/2017 , 18:55:00,2061,6.8283
381,28/10/2017 , 19:00:00,2061,6.8283
382,28/10/2017 , 19:05:00,2061,6.8283
383,28/10/2017 , 19:10:00,2061,6.8283
384,28/10/2017 , 19:15:00,2060,6.689
385,28/10/2017 , 19:20:00,2061,6.8283
386,28/10/2017 , 19:25:00,2060,6.689
387,28/10/2017 , 19:30:00,2060,6.689
388,28/10/2017 , 19:35:00,2060,6.689
389,28/10/2017 , 19:40:00,2060,6.689
390,28/10/2017 , 19:45:00,2060,6.689
391,28/10/2017 , 19:50:00,2059,6.5496
392,28/10/2017 , 19:55:00,2059,6.5496
393,28/10/2017 , 20:00:00,2059,6.5496
394,28/10/2017 , 20:05:00,2059,6.5496
395,28/10/2017 , 20:10:00,2059,6.5496
396,28/10/2017 , 20:15:00,2059,6.5496
397,28/10/2017 , 20:20:00,2059,6.5496
398,28/10/2017 , 20:25:00,2058,6.4103
399,28/10/2017 , 20:30:00,2059,6.5496
400,28/10/2017 , 20:35:00,2059,6.5496
401,28/10/2017 , 20:40:00,2059,6.5496
402,28/10/2017 , 20:45:00,2060,6.689
403,28/10/2017 , 20:50:00,2059,6.5496
404,28/10/2017 , 20:55:00,2059,6.5496
405,28/10/2017 , 21:00:00,2059,6.5496
406,28/10/2017 , 21:05:00,2061,6.8283
407,28/10/2017 , 21:10:00,2059,6.5496
408,28/10/2017 , 21:15:00,2060,6.689
409,28/10/2017 , 21:20:00,2060,6.689
410,28/10/2017 , 21:25:00,2060,6.689
411,28/10/2017 , 21:30:00,2060,6.689
412,28/10/2017 , 21:35:00,2061,6.8283
413,28/10/2017 , 21:40:00,2060,6.689
414,28/10/2017 , 21:45:00,2060,6.689
415,28/10/2017 , 21:50:00,2060,6.689
416,28/10/2017 , 21:55:00,2060,6.689
417,28/10/2017 , 22:00:00,2060,6.689
418,28/10/2017 , 22:05:00,2060,6.689
419,28/10/2017 , 22:10:00,2060,6.689
420,28/10/2017 , 22:15:00,2060,6.689
421,28/10/2017 , 22:20:00,2060,6.689
422,28/10/2017 , 22:25:00,2059,6.5496
423,28/10/2017 , 22:30:00,2060,6.689
424,28/10/2017 , 22:35:00,2059,6.5496
425,28/10/2017 , 22:40:00,2059,6.5496
426,28/10/2017 , 22:45:00,2059,6.5496
427,28/10/2017 , 22:50:00,2059,6.5496
428,28/10/2017 , 22:55:00,2059,6.5496
429,28/10/2017 , 23:00:00,2059,6.5496
430,28/10/2017 , 23:05:00,2059,6.5496
431,28/10/2017 , 23:10:00,2059,6.5496
432,28/10/2017 , 23:15:00,2059,6.5496
433,28/10/2017 , 23:20:00,2059,6.5496
434,28/10/2017 , 23:25:00,2058,6.4103
435,28/10/2017 , 23:30:00,2059,6.5496
436,28/10/2017 , 23:35:00,2059,6.5496
437,28/10/2017 , 23:40:00,2059,6.5496
438,28/10/2017 , 23:45:00,2060,6.689
439,28/10/2017 , 23:50:00,2060,6.689
440,28/10/2017 , 23:55:00,2060,6.689
441,28/10/2017 , 24:00:00,2060,6.689
442,29/10/2017 , 00:05:00,2060,6.689
443,29/10/2017 , 00:10:00,2059,6.5496
444,29/10/2017 , 00:15:00,2059,6.5496
445,29/10/2017 , 00:20:00,2059,6.5496
446,29/10/2017 , 00:25:00,2060,6.689
447,29/10/2017 , 00:30:00,2059,6.5496
448,29/10/2017 , 00:35:00,2058,6.4103
449,29/10/2017 , 00:40:00,2057,6.2709
450,29/10/2017 , 00:45:00,2056,6.1315
451,29/10/2017 , 00:50:00,2056,6.1315
452,29/10/2017 , 00:55:00,2057,6.2709
453,29/10/2017 , 01:00:00,2056,6.1315
454,29/10/2017 , 01:05:00,2056,6.1315
455,29/10/2017 , 01:10:00,2056,6.1315
456,29/10/2017 , 01:15:00,2056,6.1315
457,29/10/2017 , 01:20:00,2055,5.9922
458,29/10/2017 , 01:25:00,2055,5.9922
459,29/10/2017 , 01:30:00,2055,5.9922
460,29/10/2017 , 01:35:00,2056,6.1315
461,29/10/2017 , 01:40:00,2056,6.1315
462,29/10/2017 , 01:45:00,2056,6.1315
463,29/10/2017 , 01:50:00,2056,6.1315
464,29/10/2017 , 01:55:00,2056,6.1315
465,29/10/2017 , 02:00:00,2056,6.1315
466,29/10/2017 , 02:05:00,2056,6.1315
467,29/10/2017 , 02:10:00,2055,5.9922
468,29/10/2017 , 02:15:00,2056,6.1315
469,29/10/2017 , 02:20:00,2056,6.1315
470,29/10/2017 , 02:25:00,2056,6.1315
471,29/10/2017 , 02:30:00,2055,5.9922
472,29/10/2017 , 02:35:00,2055,5.9922
473,29/10/2017 , 02:40:00,2056,6.1315
474,29/10/2017 , 02:45:00,2056,6.1315
475,29/10/2017 , 02:50:00,2056,6.1315
476,29/10/2017 , 02:55:00,2056,6.1315
477,29/10/2017 , 03:00:00,2055,5.9922
478,29/10/2017 , 03:05:00,2055,5.9922
479,29/10/2017 , 03:10:00,2055,5.9922
480,29/10/2017 , 03:15:00,2055,5.9922
481,29/10/2017 , 03:20:00,2056,6.1315
482,29/10/2017 , 03:25:00,2056,6.1315
483,29/10/2017 , 03:30:00,2055,5.9922
484,29/10/2017 , 03:35:00,2056,6.1315
485,29/10/2017 , 03:40:00,2056,6.1315
486,29/10/2017 , 03:45:00,2056,6.1315
487,29/10/2017 , 03:50:00,2055,5.9922
488,29/10/2017 , 03:55:00,2056,6.1315
489,29/10/2017 , 04:00:00,2056,6.1315
490,29/10/2017 , 04:05:00,2056,6.1315
491,29/10/2017 , 04:10:00,2056,6.1315
492,29/10/2017 , 04:15:00,2057,6.2709
493,29/10/2017 , 04:20:00,2056,6.1315
494,29/10/2017 , 04:25:00,2056,6.1315
495,29/10/2017 , 04:30:00,2057,6.2709
496,29/10/2017 , 04:35:00,2057,6.2709
497,29/10/2017 , 04:40:00,2057,6.2709
498,29/10/2017 , 04:45:00,2057,6.2709
499,29/10/2017 , 04:50:00,2056,6.1315
500,29/10/2017 , 04:55:00,2056,6.1315
501,29/10/2017 , 05:00:00,2057,6.2709
502,29/10/2017 , 05:05:00,2057,6.2709
503,29/10/2017 , 05:10:00,2057,6.2709
504,29/10/2017 , 05:15:00,2057,6.2709
505,29/10/2017 , 05:20:00,2057,6.2709
506,29/10/2017 , 05:25:00,2057,6.2709
507,29/10/2017 , 05:30:00,2057,6.2709
508,29/10/2017 , 05:35:00,2057,6.2709
509,29/10/2017 , 05:40:00,2057,6.2709
510,29/10/2017 , 05:45:00,2057,6.2709
511,29/10/2017 , 05:50:00,2057,6.2709
512,29/10/2017 , 05:55:00,2057,6.2709
513,29/10/2017 , 06:00:00,2056,6.1315
514,29/10/2017 , 06:05:00,2056,6.1315
515,29/10/2017 , 06:10:00,2056,6.1315
516,29/10/2017 , 06:15:00,2056,6.1315
517,29/10/2017 , 06:20:00,2056,6.1315
518,29/10/2017 , 06:25:00,2056,6.1315
519,29/10/2017 , 06:30:00,2056,6.1315
520,29/10/2017 , 06:35:00,2056,6.1315
521,29/10/2017 , 06:40:00,2055,5.9922
522,29/10/2017 , 06:45:00,2055,5.9922
523,29/10/2017 , 06:50:00,2056,6.1315
524,29/10/2017 , 06:55:00,2056,6.1315
525,29/10/2017 , 07:00:00,2055,5.9922
526,29/10/2017 , 07:05:00,2054,5.8528
527,29/10/2017 , 07:10:00,2053,5.7135
528,29/10/2017 , 07:15:00,2053,5.7135
529,29/10/2017 , 07:20:00,2053,5.7135
530,29/10/2017 , 07:25:00,2052,5.5741
531,29/10/2017 , 07:30:00,2052,5.5741
532,29/10/2017 , 07:35:00,2052,5.5741
533,29/10/2017 , 07:40:00,2052,5.5741
534,29/10/2017 , 07:45:00,2052,5.5741
535,29/10/2017 , 07:50:00,2051,5.4348
536,29/10/2017 , 07:55:00,2051,5.4348
537,29/10/2017 , 08:00:00,2051,5.4348
538,29/10/2017 , 08:05:00,2051,5.4348
539,29/10/2017 , 08:10:00,2051,5.4348
540,29/10/2017 , 08:15:00,2051,5.4348
541,29/10/2017 , 08:20:00,2051,5.4348
542,29/10/2017 , 08:25:00,2050,5.2954
543,29/10/2017 , 08:30:00,2050,5.2954
544,29/10/2017 , 08:35:00,2050,5.2954
545,29/10/2017 , 08:40:00,2050,5.2954
546,29/10/2017 , 08:45:00,2050,5.2954
547,29/10/2017 , 08:50:00,2051,5.4348
548,29/10/2017 , 08:55:00,2050,5.2954
549,29/10/2017 , 09:00:00,2049,5.1561
550,29/10/2017 , 09:05:00,2050,5.2954
551,29/10/2017 , 09:10:00,2049,5.1561
552,29/10/2017 , 09:15:00,2050,5.2954
