Site Name ,WLR107,,,,
Site Number ,107,,,,
Logger ,Capacitive Water Level,,,,
Logger Serial Number ,35698,,,,
,,,,
,,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,,,,,
        ,        ,RAW VALUE ,CALIBRATED VALUE,,,,,
,,,,
1,15/11/2017 , 10:56:24,2044,3.1953
2,15/11/2017 , 11:11:24,2044,4.1678
3,15/11/2017 , 11:26:24,2042,3.89
4,15/11/2017 , 11:41:24,2041,3.751
5,15/11/2017 , 11:56:24,2041,3.751
6,15/11/2017 , 12:11:24,2042,3.89
7,15/11/2017 , 12:26:24,2041,3.751
8,15/11/2017 , 12:41:24,2043,4.0289
9,15/11/2017 , 12:56:24,2042,3.89
10,15/11/2017 , 13:11:24,2042,3.89
11,15/11/2017 , 13:26:24,2042,3.89
12,15/11/2017 , 13:41:24,2043,4.0289
13,15/11/2017 , 13:56:24,2043,4.0289
14,15/11/2017 , 14:11:24,2041,3.751
15,15/11/2017 , 14:26:24,2041,3.751
16,15/11/2017 , 14:41:24,2040,3.6121
17,15/11/2017 , 14:56:24,2039,3.4732
18,15/11/2017 , 15:11:24,2041,3.751
19,15/11/2017 , 15:26:24,2042,3.89
20,15/11/2017 , 15:41:24,2040,3.6121
21,15/11/2017 , 15:56:24,2041,3.751
22,15/11/2017 , 16:11:24,2041,3.751
23,15/11/2017 , 16:26:24,2042,3.89
24,15/11/2017 , 16:41:24,2041,3.751
25,15/11/2017 , 16:56:24,2042,3.89
26,15/11/2017 , 17:11:24,2042,3.89
27,15/11/2017 , 17:26:24,2044,4.1678
28,15/11/2017 , 17:41:24,2044,4.1678
29,15/11/2017 , 17:56:24,2045,4.3068
30,15/11/2017 , 18:11:24,2047,4.5846
31,15/11/2017 , 18:26:24,2049,4.8625
32,15/11/2017 , 18:41:24,2051,5.1403
33,15/11/2017 , 18:56:24,2052,5.2792
34,15/11/2017 , 19:11:24,2053,5.4182
35,15/11/2017 , 19:26:24,2054,5.5571
36,15/11/2017 , 19:41:24,2056,5.835
37,15/11/2017 , 19:56:24,2057,5.9739
38,15/11/2017 , 20:11:24,2059,6.2517
39,15/11/2017 , 20:26:24,2060,6.3907
40,15/11/2017 , 20:41:24,2062,6.6685
41,15/11/2017 , 20:56:24,2062,6.6685
42,15/11/2017 , 21:11:24,2062,6.6685
43,15/11/2017 , 21:26:24,2063,6.8074
44,15/11/2017 , 21:41:24,2064,6.9464
45,15/11/2017 , 21:56:24,2065,7.0853
46,15/11/2017 , 22:11:24,2066,7.2242
47,15/11/2017 , 22:26:24,2066,7.2242
48,15/11/2017 , 22:41:24,2066,7.2242
49,15/11/2017 , 22:56:24,2066,7.2242
50,15/11/2017 , 23:11:24,2066,7.2242
51,15/11/2017 , 23:26:24,2066,7.2242
52,15/11/2017 , 23:41:24,2066,7.2242
53,15/11/2017 , 23:56:24,2067,7.3632
54,16/11/2017 , 00:11:24,2067,7.3632
55,16/11/2017 , 00:26:24,2067,7.3632
56,16/11/2017 , 00:41:24,2067,7.3632
57,16/11/2017 , 00:56:24,2067,7.3632
58,16/11/2017 , 01:11:24,2067,7.3632
59,16/11/2017 , 01:26:24,2067,7.3632
60,16/11/2017 , 01:41:24,2067,7.3632
61,16/11/2017 , 01:56:24,2067,7.3632
62,16/11/2017 , 02:11:24,2067,7.3632
63,16/11/2017 , 02:26:24,2067,7.3632
64,16/11/2017 , 02:41:24,2067,7.3632
65,16/11/2017 , 02:56:24,2067,7.3632
66,16/11/2017 , 03:11:24,2068,7.5021
67,16/11/2017 , 03:26:24,2068,7.5021
68,16/11/2017 , 03:41:24,2067,7.3632
69,16/11/2017 , 03:56:24,2068,7.5021
70,16/11/2017 , 04:11:24,2068,7.5021
71,16/11/2017 , 04:26:24,2068,7.5021
72,16/11/2017 , 04:41:24,2068,7.5021
73,16/11/2017 , 04:56:24,2068,7.5021
74,16/11/2017 , 05:11:24,2068,7.5021
75,16/11/2017 , 05:26:24,2067,7.3632
76,16/11/2017 , 05:41:24,2067,7.3632
77,16/11/2017 , 05:56:24,2067,7.3632
78,16/11/2017 , 06:11:24,2068,7.5021
79,16/11/2017 , 06:26:24,2068,7.5021
80,16/11/2017 , 06:41:24,2068,7.5021
81,16/11/2017 , 06:56:24,2068,7.5021
82,16/11/2017 , 07:11:24,2069,7.641
83,16/11/2017 , 07:26:24,2069,7.641
84,16/11/2017 , 07:41:24,2068,7.5021
85,16/11/2017 , 07:56:24,2065,7.0853
86,16/11/2017 , 08:11:24,2064,6.9464
87,16/11/2017 , 08:26:24,2064,6.9464
88,16/11/2017 , 08:41:24,2059,6.2517
89,16/11/2017 , 08:56:24,2049,4.8625
90,16/11/2017 , 09:11:24,2044,4.1678
91,16/11/2017 , 09:26:24,2044,4.1678
92,16/11/2017 , 09:41:24,2043,4.0289
93,16/11/2017 , 09:56:24,2042,3.89
