Site Name ,WLR107,,,,
Site Number ,107,,,,
Logger ,Capacitive Water Level,,,,
Logger Serial Number ,35698,,,,
,,,,
,,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,,,,,
        ,        ,RAW VALUE ,CALIBRATED VALUE,,,,,
,,,,
1,08/08/2016 , 15:15:00,2109,13.7538
2,08/08/2016 , 15:20:00,2109,13.1981
3,08/08/2016 , 15:25:00,2109,13.1981
4,08/08/2016 , 15:30:00,2109,13.1981
5,08/08/2016 , 15:35:00,2108,13.0592
6,08/08/2016 , 15:40:00,2109,13.1981
7,08/08/2016 , 15:45:00,2109,13.1981
8,08/08/2016 , 15:50:00,2109,13.1981
9,08/08/2016 , 15:55:00,2110,13.337
10,08/08/2016 , 16:00:00,2109,13.1981
11,08/08/2016 , 16:05:00,2109,13.1981
12,08/08/2016 , 16:10:00,2109,13.1981
13,08/08/2016 , 16:15:00,2108,13.0592
14,08/08/2016 , 16:20:00,2109,13.1981
15,08/08/2016 , 16:25:00,2108,13.0592
16,08/08/2016 , 16:30:00,2109,13.1981
17,08/08/2016 , 16:35:00,2112,13.6149
18,08/08/2016 , 16:40:00,2113,13.7538
19,08/08/2016 , 16:45:00,2113,13.7538
20,08/08/2016 , 16:50:00,2116,14.1706
21,08/08/2016 , 16:55:00,2118,14.4485
22,08/08/2016 , 17:00:00,2118,14.4485
23,08/08/2016 , 17:05:00,2118,14.4485
24,08/08/2016 , 17:10:00,2119,14.5874
25,08/08/2016 , 17:15:00,2120,14.7263
26,08/08/2016 , 17:20:00,2121,14.8652
27,08/08/2016 , 17:25:00,2120,14.7263
28,08/08/2016 , 17:30:00,2119,14.5874
29,08/08/2016 , 17:35:00,2120,14.7263
30,08/08/2016 , 17:40:00,2120,14.7263
31,08/08/2016 , 17:45:00,2119,14.5874
32,08/08/2016 , 17:50:00,2120,14.7263
33,08/08/2016 , 17:55:00,2120,14.7263
34,08/08/2016 , 18:00:00,2118,14.4485
35,08/08/2016 , 18:05:00,2119,14.5874
36,08/08/2016 , 18:10:00,2118,14.4485
37,08/08/2016 , 18:15:00,2117,14.3095
38,08/08/2016 , 18:20:00,2119,14.5874
39,08/08/2016 , 18:25:00,2118,14.4485
40,08/08/2016 , 18:30:00,2117,14.3095
41,08/08/2016 , 18:35:00,2117,14.3095
42,08/08/2016 , 18:40:00,2117,14.3095
43,08/08/2016 , 18:45:00,2118,14.4485
44,08/08/2016 , 18:50:00,2117,14.3095
45,08/08/2016 , 18:55:00,2116,14.1706
46,08/08/2016 , 19:00:00,2117,14.3095
47,08/08/2016 , 19:05:00,2116,14.1706
48,08/08/2016 , 19:10:00,2116,14.1706
49,08/08/2016 , 19:15:00,2115,14.0317
50,08/08/2016 , 19:20:00,2116,14.1706
51,08/08/2016 , 19:25:00,2116,14.1706
52,08/08/2016 , 19:30:00,2115,14.0317
53,08/08/2016 , 19:35:00,2116,14.1706
54,08/08/2016 , 19:40:00,2116,14.1706
55,08/08/2016 , 19:45:00,2116,14.1706
56,08/08/2016 , 19:50:00,2117,14.3095
57,08/08/2016 , 19:55:00,2117,14.3095
58,08/08/2016 , 20:00:00,2119,14.5874
59,08/08/2016 , 20:05:00,2118,14.4485
60,08/08/2016 , 20:10:00,2117,14.3095
61,08/08/2016 , 20:15:00,2117,14.3095
62,08/08/2016 , 20:20:00,2116,14.1706
63,08/08/2016 , 20:25:00,2115,14.0317
64,08/08/2016 , 20:30:00,2114,13.8927
65,08/08/2016 , 20:35:00,2116,14.1706
66,08/08/2016 , 20:40:00,2116,14.1706
67,08/08/2016 , 20:45:00,2116,14.1706
68,08/08/2016 , 20:50:00,2115,14.0317
69,08/08/2016 , 20:55:00,2116,14.1706
70,08/08/2016 , 21:00:00,2116,14.1706
71,08/08/2016 , 21:05:00,2114,13.8927
72,08/08/2016 , 21:10:00,2114,13.8927
73,08/08/2016 , 21:15:00,2112,13.6149
74,08/08/2016 , 21:20:00,2111,13.476
75,08/08/2016 , 21:25:00,2110,13.337
76,08/08/2016 , 21:30:00,2111,13.476
77,08/08/2016 , 21:35:00,2110,13.337
78,08/08/2016 , 21:40:00,2110,13.337
79,08/08/2016 , 21:45:00,2109,13.1981
80,08/08/2016 , 21:50:00,2109,13.1981
81,08/08/2016 , 21:55:00,2109,13.1981
82,08/08/2016 , 22:00:00,2109,13.1981
83,08/08/2016 , 22:05:00,2109,13.1981
84,08/08/2016 , 22:10:00,2109,13.1981
85,08/08/2016 , 22:15:00,2108,13.0592
86,08/08/2016 , 22:20:00,2109,13.1981
87,08/08/2016 , 22:25:00,2108,13.0592
88,08/08/2016 , 22:30:00,2109,13.1981
89,08/08/2016 , 22:35:00,2108,13.0592
90,08/08/2016 , 22:40:00,2107,12.9203
91,08/08/2016 , 22:45:00,2108,13.0592
92,08/08/2016 , 22:50:00,2108,13.0592
93,08/08/2016 , 22:55:00,2108,13.0592
