Site Name ,WLR107
Site Number ,107
Logger ,Capacitive Water Level
Logger Serial Number ,35698


Scan No ,Date and Time,       Capacitive Water Level,        ,
95,15/07/2015 , 20:20:00,2155,30.4251
96,15/07/2015 , 20:25:00,2153,30.1473
97,15/07/2015 , 20:30:00,2153,30.1473
98,15/07/2015 , 20:35:00,2153,30.1473
99,15/07/2015 , 20:40:00,2148,29.4526
100,15/07/2015 , 20:45:00,2150,29.7305
101,15/07/2015 , 20:50:00,2149,29.5916
102,15/07/2015 , 20:55:00,2147,29.3137
103,15/07/2015 , 21:00:00,2146,29.1748
104,15/07/2015 , 21:05:00,2143,28.758
105,15/07/2015 , 21:10:00,2143,28.758
106,15/07/2015 , 21:15:00,2149,29.5916
107,15/07/2015 , 21:20:00,2151,29.8694
108,15/07/2015 , 21:25:00,2149,29.5916
109,15/07/2015 , 21:30:00,2153,30.1473
110,15/07/2015 , 21:35:00,2143,28.758
111,15/07/2015 , 21:40:00,2137,27.9244
112,15/07/2015 , 21:45:00,2138,28.0634
113,15/07/2015 , 21:50:00,2136,27.7855
114,15/07/2015 , 21:55:00,2138,28.0634
115,15/07/2015 , 22:00:00,2138,28.0634
116,15/07/2015 , 22:05:00,2141,28.4801
117,15/07/2015 , 22:10:00,2141,28.4801
118,15/07/2015 , 22:15:00,2141,28.4801
119,15/07/2015 , 22:20:00,2142,28.6191
120,15/07/2015 , 22:25:00,2143,28.758
121,15/07/2015 , 22:30:00,2148,29.4526
122,15/07/2015 , 22:35:00,2137,27.9244
123,15/07/2015 , 22:40:00,2142,28.6191
124,15/07/2015 , 22:45:00,2139,28.2023
125,15/07/2015 , 22:50:00,2140,28.3412
126,15/07/2015 , 22:55:00,2139,28.2023
127,15/07/2015 , 23:00:00,2140,28.3412
128,15/07/2015 , 23:05:00,2141,28.4801
129,15/07/2015 , 23:10:00,2142,28.6191
130,15/07/2015 , 23:15:00,2146,29.1748
131,15/07/2015 , 23:20:00,2142,28.6191
132,15/07/2015 , 23:25:00,2145,29.0358
133,15/07/2015 , 23:30:00,2149,29.5916
134,15/07/2015 , 23:35:00,2141,28.4801
135,15/07/2015 , 23:40:00,2137,27.9244
136,15/07/2015 , 23:45:00,2140,28.3412
137,15/07/2015 , 23:50:00,2145,29.0358
138,15/07/2015 , 23:55:00,2166,31.9533
139,15/07/2015 , 24:00:00,2175,33.2037
140,16/07/2015 , 00:05:00,2169,32.3701
141,16/07/2015 , 00:10:00,2167,32.0922
142,16/07/2015 , 00:15:00,2178,33.6205
143,16/07/2015 , 00:20:00,2178,33.6205
144,16/07/2015 , 00:25:00,2173,32.9258
145,16/07/2015 , 00:30:00,2161,31.2587
146,16/07/2015 , 00:35:00,2139,28.2023
147,16/07/2015 , 00:40:00,2140,28.3412
148,16/07/2015 , 00:45:00,2133,27.3687
149,16/07/2015 , 00:50:00,2137,27.9244
150,16/07/2015 , 00:55:00,2139,28.2023
151,16/07/2015 , 01:00:00,2137,27.9244
152,16/07/2015 , 01:05:00,2141,28.4801
153,16/07/2015 , 01:10:00,2134,27.5076
154,16/07/2015 , 01:15:00,2136,27.7855
155,16/07/2015 , 01:20:00,2139,28.2023
156,16/07/2015 , 01:25:00,2142,28.6191
157,16/07/2015 , 01:30:00,2144,28.8969
158,16/07/2015 , 01:35:00,2146,29.1748
159,16/07/2015 , 01:40:00,2146,29.1748
160,16/07/2015 , 01:45:00,2145,29.0358
161,16/07/2015 , 01:50:00,2144,28.8969
162,16/07/2015 , 01:55:00,2137,27.9244
163,16/07/2015 , 02:00:00,2136,27.7855
164,16/07/2015 , 02:05:00,2136,27.7855
165,16/07/2015 , 02:10:00,2138,28.0634
166,16/07/2015 , 02:15:00,2138,28.0634
167,16/07/2015 , 02:20:00,2139,28.2023
168,16/07/2015 , 02:25:00,2138,28.0634
169,16/07/2015 , 02:30:00,2139,28.2023
170,16/07/2015 , 02:35:00,2139,28.2023
171,16/07/2015 , 02:40:00,2140,28.3412
172,16/07/2015 , 02:45:00,2151,29.8694
173,16/07/2015 , 02:50:00,2155,30.4251
174,16/07/2015 , 02:55:00,2161,31.2587
175,16/07/2015 , 03:00:00,2153,30.1473
176,16/07/2015 , 03:05:00,2169,32.3701
177,16/07/2015 , 03:10:00,2164,31.6755
178,16/07/2015 , 03:15:00,2163,31.5365
179,16/07/2015 , 03:20:00,2165,31.8144
180,16/07/2015 , 03:25:00,2164,31.6755
181,16/07/2015 , 03:30:00,2172,32.7869
182,16/07/2015 , 03:35:00,2172,32.7869
183,16/07/2015 , 03:40:00,2183,34.3151
184,16/07/2015 , 03:45:00,2179,33.7594
185,16/07/2015 , 03:50:00,2176,33.3426
186,16/07/2015 , 03:55:00,2161,31.2587
187,16/07/2015 , 04:00:00,2159,30.9808
188,16/07/2015 , 04:05:00,2163,31.5365
189,16/07/2015 , 04:10:00,2165,31.8144
190,16/07/2015 , 04:15:00,2167,32.0922
191,16/07/2015 , 04:20:00,2163,31.5365
192,16/07/2015 , 04:25:00,2166,31.9533
193,16/07/2015 , 04:30:00,2158,30.8419
194,16/07/2015 , 04:35:00,2158,30.8419
195,16/07/2015 , 04:40:00,2159,30.9808
196,16/07/2015 , 04:45:00,2153,30.1473
197,16/07/2015 , 04:50:00,2155,30.4251
198,16/07/2015 , 04:55:00,2154,30.2862
199,16/07/2015 , 05:00:00,2152,30.0083
200,16/07/2015 , 05:05:00,2153,30.1473
201,16/07/2015 , 05:10:00,2152,30.0083
202,16/07/2015 , 05:15:00,2156,30.564
203,16/07/2015 , 05:20:00,2157,30.703
204,16/07/2015 , 05:25:00,2163,31.5365
205,16/07/2015 , 05:30:00,2163,31.5365
206,16/07/2015 , 05:35:00,2157,30.703
207,16/07/2015 , 05:40:00,2160,31.1198
208,16/07/2015 , 05:45:00,2155,30.4251
209,16/07/2015 , 05:50:00,2153,30.1473
210,16/07/2015 , 05:55:00,2150,29.7305
211,16/07/2015 , 06:00:00,2146,29.1748
212,16/07/2015 , 06:05:00,2143,28.758
213,16/07/2015 , 06:10:00,2140,28.3412
214,16/07/2015 , 06:15:00,2139,28.2023
215,16/07/2015 , 06:20:00,2139,28.2023
216,16/07/2015 , 06:25:00,2139,28.2023
217,16/07/2015 , 06:30:00,2134,27.5076
218,16/07/2015 , 06:35:00,2134,27.5076
219,16/07/2015 , 06:40:00,2135,27.6466
220,16/07/2015 , 06:45:00,2136,27.7855
221,16/07/2015 , 06:50:00,2138,28.0634
222,16/07/2015 , 06:55:00,2138,28.0634
223,16/07/2015 , 07:00:00,2137,27.9244
224,16/07/2015 , 07:05:00,2139,28.2023
225,16/07/2015 , 07:10:00,2142,28.6191
226,16/07/2015 , 07:15:00,2150,29.7305
227,16/07/2015 , 07:20:00,2162,31.3976
228,16/07/2015 , 07:25:00,2151,29.8694
229,16/07/2015 , 07:30:00,2160,31.1198
230,16/07/2015 , 07:35:00,2158,30.8419
231,16/07/2015 , 07:40:00,2150,29.7305
232,16/07/2015 , 07:45:00,2146,29.1748
233,16/07/2015 , 07:50:00,2142,28.6191
234,16/07/2015 , 07:55:00,2133,27.3687
235,16/07/2015 , 08:00:00,2134,27.5076
236,16/07/2015 , 08:05:00,2132,27.2298
237,16/07/2015 , 08:10:00,2132,27.2298
238,16/07/2015 , 08:15:00,2132,27.2298
239,16/07/2015 , 08:20:00,2132,27.2298
240,16/07/2015 , 08:25:00,2134,27.5076
241,16/07/2015 , 08:30:00,2125,26.2573
242,16/07/2015 , 08:35:00,2127,26.5351
243,16/07/2015 , 08:40:00,2128,26.6741
244,16/07/2015 , 08:45:00,2129,26.813
245,16/07/2015 , 08:50:00,2130,26.9519
246,16/07/2015 , 08:55:00,2133,27.3687
247,16/07/2015 , 09:00:00,2139,28.2023
248,16/07/2015 , 09:05:00,2145,29.0358
249,16/07/2015 , 09:10:00,2149,29.5916
250,16/07/2015 , 09:15:00,2154,30.2862
251,16/07/2015 , 09:20:00,2140,28.3412
252,16/07/2015 , 09:25:00,2130,26.9519
253,16/07/2015 , 09:30:00,2128,26.6741
254,16/07/2015 , 09:35:00,2128,26.6741
255,16/07/2015 , 09:40:00,2127,26.5351
256,16/07/2015 , 09:45:00,2127,26.5351
257,16/07/2015 , 09:50:00,2127,26.5351
258,16/07/2015 , 09:55:00,2126,26.3962
259,16/07/2015 , 10:00:00,2125,26.2573
260,16/07/2015 , 10:05:00,2124,26.1184
261,16/07/2015 , 10:10:00,2124,26.1184
262,16/07/2015 , 10:15:00,2124,26.1184
263,16/07/2015 , 10:20:00,2123,25.9794
264,16/07/2015 , 10:25:00,2123,25.9794
265,16/07/2015 , 10:30:00,2125,26.2573
266,16/07/2015 , 10:35:00,2124,26.1184
267,16/07/2015 , 10:40:00,2125,26.2573
268,16/07/2015 , 10:45:00,2127,26.5351
269,16/07/2015 , 10:50:00,2119,25.4237
270,16/07/2015 , 10:55:00,2118,25.2848
271,16/07/2015 , 11:00:00,2119,25.4237
272,16/07/2015 , 11:05:00,2118,25.2848
273,16/07/2015 , 11:10:00,2118,25.2848
274,16/07/2015 , 11:15:00,2119,25.4237
275,16/07/2015 , 11:20:00,2119,25.4237
276,16/07/2015 , 11:25:00,2118,25.2848
277,16/07/2015 , 11:30:00,2119,25.4237
278,16/07/2015 , 11:35:00,2120,25.5627
279,16/07/2015 , 11:40:00,2132,27.2298
280,16/07/2015 , 11:45:00,2134,27.5076
281,16/07/2015 , 11:50:00,2135,27.6466
282,16/07/2015 , 11:55:00,2129,26.813
283,16/07/2015 , 12:00:00,2134,27.5076
284,16/07/2015 , 12:05:00,2133,27.3687
285,16/07/2015 , 12:10:00,2116,25.0069
286,16/07/2015 , 12:15:00,2121,25.7016
287,16/07/2015 , 12:20:00,2116,25.0069
288,16/07/2015 , 12:25:00,2118,25.2848
289,16/07/2015 , 12:30:00,2119,25.4237
290,16/07/2015 , 12:35:00,2115,24.868
291,16/07/2015 , 12:40:00,2114,24.7291
292,16/07/2015 , 12:45:00,2117,25.1459
293,16/07/2015 , 12:50:00,2116,25.0069
294,16/07/2015 , 12:55:00,2118,25.2848
295,16/07/2015 , 13:00:00,2118,25.2848
296,16/07/2015 , 13:05:00,2108,23.8955
297,16/07/2015 , 13:10:00,2110,24.1734
298,16/07/2015 , 13:15:00,2110,24.1734
299,16/07/2015 , 13:20:00,2114,24.7291
300,16/07/2015 , 13:25:00,2116,25.0069
301,16/07/2015 , 13:30:00,2113,24.5902
302,16/07/2015 , 13:35:00,2114,24.7291
303,16/07/2015 , 13:40:00,2114,24.7291
304,16/07/2015 , 13:45:00,2113,24.5902
305,16/07/2015 , 13:50:00,2117,25.1459
306,16/07/2015 , 13:55:00,2116,25.0069
307,16/07/2015 , 14:00:00,2107,23.7566
308,16/07/2015 , 14:05:00,2107,23.7566
309,16/07/2015 , 14:10:00,2107,23.7566
310,16/07/2015 , 14:15:00,2110,24.1734
311,16/07/2015 , 14:20:00,2109,24.0345
312,16/07/2015 , 14:25:00,2111,24.3123
313,16/07/2015 , 14:30:00,2112,24.4512
314,16/07/2015 , 14:35:00,2112,24.4512
315,16/07/2015 , 14:40:00,2114,24.7291
316,16/07/2015 , 14:45:00,2118,25.2848
317,16/07/2015 , 14:50:00,2123,25.9794
318,16/07/2015 , 14:55:00,2125,26.2573
319,16/07/2015 , 15:00:00,2132,27.2298
320,16/07/2015 , 15:05:00,2136,27.7855
321,16/07/2015 , 15:10:00,2129,26.813
322,16/07/2015 , 15:15:00,2133,27.3687
323,16/07/2015 , 15:20:00,2130,26.9519
324,16/07/2015 , 15:25:00,2149,29.5916
325,16/07/2015 , 15:30:00,2151,29.8694
326,16/07/2015 , 15:35:00,2149,29.5916
327,16/07/2015 , 15:40:00,2151,29.8694
328,16/07/2015 , 15:45:00,2145,29.0358
329,16/07/2015 , 15:50:00,2135,27.6466
330,16/07/2015 , 15:55:00,2143,28.758
331,16/07/2015 , 16:00:00,2142,28.6191
332,16/07/2015 , 16:05:00,2148,29.4526
333,16/07/2015 , 16:10:00,2155,30.4251
334,16/07/2015 , 16:15:00,2146,29.1748
335,16/07/2015 , 16:20:00,2141,28.4801
336,16/07/2015 , 16:25:00,2132,27.2298
337,16/07/2015 , 16:30:00,2131,27.0909
338,16/07/2015 , 16:35:00,2137,27.9244
339,16/07/2015 , 16:40:00,2132,27.2298
340,16/07/2015 , 16:45:00,2135,27.6466
341,16/07/2015 , 16:50:00,2129,26.813
342,16/07/2015 , 16:55:00,2132,27.2298
343,16/07/2015 , 17:00:00,2134,27.5076
344,16/07/2015 , 17:05:00,2132,27.2298
345,16/07/2015 , 17:10:00,2133,27.3687
346,16/07/2015 , 17:15:00,2136,27.7855
347,16/07/2015 , 17:20:00,2136,27.7855
348,16/07/2015 , 17:25:00,2137,27.9244
349,16/07/2015 , 17:30:00,2136,27.7855
350,16/07/2015 , 17:35:00,2138,28.0634
351,16/07/2015 , 17:40:00,2140,28.3412
352,16/07/2015 , 17:45:00,2140,28.3412
353,16/07/2015 , 17:50:00,2134,27.5076
354,16/07/2015 , 17:55:00,2137,27.9244
355,16/07/2015 , 18:00:00,2140,28.3412
356,16/07/2015 , 18:05:00,2139,28.2023
357,16/07/2015 , 18:10:00,2137,27.9244
358,16/07/2015 , 18:15:00,2134,27.5076
359,16/07/2015 , 18:20:00,2136,27.7855
360,16/07/2015 , 18:25:00,2137,27.9244
361,16/07/2015 , 18:30:00,2137,27.9244
362,16/07/2015 , 18:35:00,2142,28.6191
363,16/07/2015 , 18:40:00,2141,28.4801
364,16/07/2015 , 18:45:00,2141,28.4801
365,16/07/2015 , 18:50:00,2139,28.2023
366,16/07/2015 , 18:55:00,2141,28.4801
367,16/07/2015 , 19:00:00,2147,29.3137
368,16/07/2015 , 19:05:00,2153,30.1473
369,16/07/2015 , 19:10:00,2156,30.564
370,16/07/2015 , 19:15:00,2158,30.8419
371,16/07/2015 , 19:20:00,2158,30.8419
372,16/07/2015 , 19:25:00,2151,29.8694
373,16/07/2015 , 19:30:00,2163,31.5365
374,16/07/2015 , 19:35:00,2153,30.1473
375,16/07/2015 , 19:40:00,2158,30.8419
376,16/07/2015 , 19:45:00,2156,30.564
377,16/07/2015 , 19:50:00,2149,29.5916
378,16/07/2015 , 19:55:00,2155,30.4251
379,16/07/2015 , 20:00:00,2157,30.703
380,16/07/2015 , 20:05:00,2151,29.8694
381,16/07/2015 , 20:10:00,2154,30.2862
382,16/07/2015 , 20:15:00,2155,30.4251
383,16/07/2015 , 20:20:00,2148,29.4526
384,16/07/2015 , 20:25:00,2147,29.3137
385,16/07/2015 , 20:30:00,2148,29.4526
386,16/07/2015 , 20:35:00,2146,29.1748
387,16/07/2015 , 20:40:00,2145,29.0358
388,16/07/2015 , 20:45:00,2146,29.1748
389,16/07/2015 , 20:50:00,2148,29.4526
390,16/07/2015 , 20:55:00,2145,29.0358
391,16/07/2015 , 21:00:00,2148,29.4526
392,16/07/2015 , 21:05:00,2144,28.8969
393,16/07/2015 , 21:10:00,2143,28.758
394,16/07/2015 , 21:15:00,2143,28.758
395,16/07/2015 , 21:20:00,2143,28.758
396,16/07/2015 , 21:25:00,2143,28.758
397,16/07/2015 , 21:30:00,2143,28.758
398,16/07/2015 , 21:35:00,2143,28.758
399,16/07/2015 , 21:40:00,2147,29.3137
400,16/07/2015 , 21:45:00,2146,29.1748
401,16/07/2015 , 21:50:00,2151,29.8694
402,16/07/2015 , 21:55:00,2156,30.564
403,16/07/2015 , 22:00:00,2160,31.1198
404,16/07/2015 , 22:05:00,2161,31.2587
405,16/07/2015 , 22:10:00,2159,30.9808
406,16/07/2015 , 22:15:00,2160,31.1198
407,16/07/2015 , 22:20:00,2159,30.9808
408,16/07/2015 , 22:25:00,2158,30.8419
409,16/07/2015 , 22:30:00,2160,31.1198
410,16/07/2015 , 22:35:00,2152,30.0083
411,16/07/2015 , 22:40:00,2148,29.4526
412,16/07/2015 , 22:45:00,2144,28.8969
413,16/07/2015 , 22:50:00,2143,28.758
414,16/07/2015 , 22:55:00,2146,29.1748
415,16/07/2015 , 23:00:00,2145,29.0358
416,16/07/2015 , 23:05:00,2146,29.1748
417,16/07/2015 , 23:10:00,2147,29.3137
418,16/07/2015 , 23:15:00,2147,29.3137
419,16/07/2015 , 23:20:00,2143,28.758
420,16/07/2015 , 23:25:00,2144,28.8969
421,16/07/2015 , 23:30:00,2146,29.1748
422,16/07/2015 , 23:35:00,2151,29.8694
423,16/07/2015 , 23:40:00,2153,30.1473
424,16/07/2015 , 23:45:00,2155,30.4251
425,16/07/2015 , 23:50:00,2165,31.8144
426,16/07/2015 , 23:55:00,2158,30.8419
427,16/07/2015 , 24:00:00,2155,30.4251
428,17/07/2015 , 00:05:00,2154,30.2862
429,17/07/2015 , 00:10:00,2158,30.8419
430,17/07/2015 , 00:15:00,2153,30.1473
431,17/07/2015 , 00:20:00,2150,29.7305
432,17/07/2015 , 00:25:00,2155,30.4251
433,17/07/2015 , 00:30:00,2157,30.703
434,17/07/2015 , 00:35:00,2155,30.4251
435,17/07/2015 , 00:40:00,2151,29.8694
436,17/07/2015 , 00:45:00,2152,30.0083
437,17/07/2015 , 00:50:00,2146,29.1748
438,17/07/2015 , 00:55:00,2145,29.0358
439,17/07/2015 , 01:00:00,2144,28.8969
440,17/07/2015 , 01:05:00,2146,29.1748
441,17/07/2015 , 01:10:00,2147,29.3137
442,17/07/2015 , 01:15:00,2149,29.5916
443,17/07/2015 , 01:20:00,2146,29.1748
444,17/07/2015 , 01:25:00,2148,29.4526
445,17/07/2015 , 01:30:00,2151,29.8694
446,17/07/2015 , 01:35:00,2149,29.5916
447,17/07/2015 , 01:40:00,2148,29.4526
448,17/07/2015 , 01:45:00,2149,29.5916
449,17/07/2015 , 01:50:00,2149,29.5916
450,17/07/2015 , 01:55:00,2144,28.8969
451,17/07/2015 , 02:00:00,2143,28.758
452,17/07/2015 , 02:05:00,2144,28.8969
453,17/07/2015 , 02:10:00,2145,29.0358
454,17/07/2015 , 02:15:00,2145,29.0358
455,17/07/2015 , 02:20:00,2145,29.0358
456,17/07/2015 , 02:25:00,2144,28.8969
457,17/07/2015 , 02:30:00,2143,28.758
458,17/07/2015 , 02:35:00,2144,28.8969
459,17/07/2015 , 02:40:00,2145,29.0358
460,17/07/2015 , 02:45:00,2146,29.1748
461,17/07/2015 , 02:50:00,2146,29.1748
462,17/07/2015 , 02:55:00,2148,29.4526
463,17/07/2015 , 03:00:00,2149,29.5916
464,17/07/2015 , 03:05:00,2150,29.7305
465,17/07/2015 , 03:10:00,2148,29.4526
466,17/07/2015 , 03:15:00,2145,29.0358
467,17/07/2015 , 03:20:00,2146,29.1748
468,17/07/2015 , 03:25:00,2148,29.4526
469,17/07/2015 , 03:30:00,2150,29.7305
470,17/07/2015 , 03:35:00,2153,30.1473
471,17/07/2015 , 03:40:00,2149,29.5916
472,17/07/2015 , 03:45:00,2150,29.7305
473,17/07/2015 , 03:50:00,2152,30.0083
474,17/07/2015 , 03:55:00,2152,30.0083
475,17/07/2015 , 04:00:00,2142,28.6191
476,17/07/2015 , 04:05:00,2138,28.0634
477,17/07/2015 , 04:10:00,2139,28.2023
478,17/07/2015 , 04:15:00,2139,28.2023
479,17/07/2015 , 04:20:00,2140,28.3412
480,17/07/2015 , 04:25:00,2140,28.3412
481,17/07/2015 , 04:30:00,2142,28.6191
482,17/07/2015 , 04:35:00,2144,28.8969
483,17/07/2015 , 04:40:00,2143,28.758
484,17/07/2015 , 04:45:00,2141,28.4801
485,17/07/2015 , 04:50:00,2141,28.4801
486,17/07/2015 , 04:55:00,2140,28.3412
487,17/07/2015 , 05:00:00,2142,28.6191
488,17/07/2015 , 05:05:00,2145,29.0358
489,17/07/2015 , 05:10:00,2144,28.8969
490,17/07/2015 , 05:15:00,2146,29.1748
491,17/07/2015 , 05:20:00,2142,28.6191
492,17/07/2015 , 05:25:00,2148,29.4526
493,17/07/2015 , 05:30:00,2153,30.1473
494,17/07/2015 , 05:35:00,2156,30.564
495,17/07/2015 , 05:40:00,2159,30.9808
496,17/07/2015 , 05:45:00,2161,31.2587
497,17/07/2015 , 05:50:00,2159,30.9808
498,17/07/2015 , 05:55:00,2154,30.2862
499,17/07/2015 , 06:00:00,2153,30.1473
500,17/07/2015 , 06:05:00,2157,30.703
501,17/07/2015 , 06:10:00,2170,32.509
502,17/07/2015 , 06:15:00,2172,32.7869
503,17/07/2015 , 06:20:00,2169,32.3701
504,17/07/2015 , 06:25:00,2169,32.3701
505,17/07/2015 , 06:30:00,2170,32.509
506,17/07/2015 , 06:35:00,2166,31.9533
507,17/07/2015 , 06:40:00,2174,33.0647
508,17/07/2015 , 06:45:00,2157,30.703
509,17/07/2015 , 06:50:00,2154,30.2862
510,17/07/2015 , 06:55:00,2153,30.1473
511,17/07/2015 , 07:00:00,2160,31.1198
512,17/07/2015 , 07:05:00,2155,30.4251
513,17/07/2015 , 07:10:00,2153,30.1473
514,17/07/2015 , 07:15:00,2147,29.3137
515,17/07/2015 , 07:20:00,2134,27.5076
516,17/07/2015 , 07:25:00,2130,26.9519
517,17/07/2015 , 07:30:00,2133,27.3687
518,17/07/2015 , 07:35:00,2134,27.5076
519,17/07/2015 , 07:40:00,2132,27.2298
520,17/07/2015 , 07:45:00,2132,27.2298
521,17/07/2015 , 07:50:00,2135,27.6466
522,17/07/2015 , 07:55:00,2135,27.6466
523,17/07/2015 , 08:00:00,2127,26.5351
524,17/07/2015 , 08:05:00,2130,26.9519
525,17/07/2015 , 08:10:00,2130,26.9519
526,17/07/2015 , 08:15:00,2130,26.9519
527,17/07/2015 , 08:20:00,2129,26.813
528,17/07/2015 , 08:25:00,2130,26.9519
529,17/07/2015 , 08:30:00,2133,27.3687
530,17/07/2015 , 08:35:00,2135,27.6466
531,17/07/2015 , 08:40:00,2134,27.5076
532,17/07/2015 , 08:45:00,2132,27.2298
533,17/07/2015 , 08:50:00,2129,26.813
534,17/07/2015 , 08:55:00,2129,26.813
535,17/07/2015 , 09:00:00,2129,26.813
536,17/07/2015 , 09:05:00,2131,27.0909
537,17/07/2015 , 09:10:00,2130,26.9519
538,17/07/2015 , 09:15:00,2147,29.3137
539,17/07/2015 , 09:20:00,2154,30.2862
540,17/07/2015 , 09:25:00,2143,28.758
541,17/07/2015 , 09:30:00,2138,28.0634
542,17/07/2015 , 09:35:00,2141,28.4801
543,17/07/2015 , 09:40:00,2140,28.3412
544,17/07/2015 , 09:45:00,2136,27.7855
545,17/07/2015 , 09:50:00,2132,27.2298
546,17/07/2015 , 09:55:00,2131,27.0909
547,17/07/2015 , 10:00:00,2131,27.0909
548,17/07/2015 , 10:05:00,2131,27.0909
549,17/07/2015 , 10:10:00,2131,27.0909
550,17/07/2015 , 10:15:00,2131,27.0909
551,17/07/2015 , 10:20:00,2131,27.0909
552,17/07/2015 , 10:25:00,2133,27.3687
553,17/07/2015 , 10:30:00,2136,27.7855
554,17/07/2015 , 10:35:00,2137,27.9244
