Site Name ,WLR107,,,,
Site Number ,107,,,,
Logger ,Capacitive Water Level,,,,
Logger Serial Number ,35698,,,,
,,,,
,,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,,,,,
        ,        ,RAW VALUE ,CALIBRATED VALUE,,,,,
,,,,
1,05/07/2017 , 10:10:00,2124,15.282
2,05/07/2017 , 10:15:00,2126,15.5599
3,05/07/2017 , 10:20:00,2124,15.282
4,05/07/2017 , 10:25:00,2123,15.1431
5,05/07/2017 , 10:30:00,2125,15.421
6,05/07/2017 , 10:35:00,2126,15.5599
7,05/07/2017 , 10:40:00,2127,15.6988
8,05/07/2017 , 10:45:00,2127,15.6988
9,05/07/2017 , 10:50:00,2127,15.6988
10,05/07/2017 , 10:55:00,2127,15.6988
11,05/07/2017 , 11:00:00,2128,15.8377
12,05/07/2017 , 11:05:00,2127,15.6988
13,05/07/2017 , 11:10:00,2128,15.8377
14,05/07/2017 , 11:15:00,2128,15.8377
15,05/07/2017 , 11:20:00,2126,15.5599
16,05/07/2017 , 11:25:00,2124,15.282
17,05/07/2017 , 11:30:00,2122,15.0042
18,05/07/2017 , 11:35:00,2120,14.7263
19,05/07/2017 , 11:40:00,2116,14.1706
20,05/07/2017 , 11:45:00,2112,13.6149
21,05/07/2017 , 11:50:00,2108,13.0592
22,05/07/2017 , 11:55:00,2105,12.6424
23,05/07/2017 , 12:00:00,2103,12.3645
24,05/07/2017 , 12:05:00,2101,12.0867
25,05/07/2017 , 12:10:00,2101,12.0867
26,05/07/2017 , 12:15:00,2100,11.9478
27,05/07/2017 , 12:20:00,2099,11.8088
28,05/07/2017 , 12:25:00,2098,11.6699
29,05/07/2017 , 12:30:00,2099,11.8088
30,05/07/2017 , 12:35:00,2099,11.8088
31,05/07/2017 , 12:40:00,2098,11.6699
32,05/07/2017 , 12:45:00,2097,11.531
33,05/07/2017 , 12:50:00,2097,11.531
34,05/07/2017 , 12:55:00,2098,11.6699
35,05/07/2017 , 13:00:00,2097,11.531
36,05/07/2017 , 13:05:00,2097,11.531
37,05/07/2017 , 13:10:00,2096,11.3921
38,05/07/2017 , 13:15:00,2097,11.531
39,05/07/2017 , 13:20:00,2096,11.3921
40,05/07/2017 , 13:25:00,2096,11.3921
41,05/07/2017 , 13:30:00,2096,11.3921
42,05/07/2017 , 13:35:00,2096,11.3921
43,05/07/2017 , 13:40:00,2097,11.531
44,05/07/2017 , 13:45:00,2096,11.3921
45,05/07/2017 , 13:50:00,2102,12.2256
46,05/07/2017 , 13:55:00,2100,11.9478
47,05/07/2017 , 14:00:00,2103,12.3645
48,05/07/2017 , 14:05:00,2097,11.531
49,05/07/2017 , 14:10:00,2096,11.3921
50,05/07/2017 , 14:15:00,2120,14.7263
51,05/07/2017 , 14:20:00,2122,15.0042
52,05/07/2017 , 14:25:00,2125,15.421
53,05/07/2017 , 14:30:00,2124,15.282
54,05/07/2017 , 14:35:00,2125,15.421
55,05/07/2017 , 14:40:00,2125,15.421
56,05/07/2017 , 14:45:00,2132,16.3934
57,05/07/2017 , 14:50:00,2135,16.8102
58,05/07/2017 , 14:55:00,2133,16.5324
59,05/07/2017 , 15:00:00,2123,15.1431
60,05/07/2017 , 15:05:00,2119,14.5874
61,05/07/2017 , 15:10:00,2116,14.1706
62,05/07/2017 , 15:15:00,2117,14.3095
63,05/07/2017 , 15:20:00,2117,14.3095
64,05/07/2017 , 15:25:00,2114,13.8927
65,05/07/2017 , 15:30:00,2113,13.7538
66,05/07/2017 , 15:35:00,2111,13.476
67,05/07/2017 , 15:40:00,2109,13.1981
68,05/07/2017 , 15:45:00,2104,12.5035
69,05/07/2017 , 15:50:00,2104,12.5035
70,05/07/2017 , 15:55:00,2102,12.2256
71,05/07/2017 , 16:00:00,2101,12.0867
72,05/07/2017 , 16:05:00,2100,11.9478
73,05/07/2017 , 16:10:00,2100,11.9478
74,05/07/2017 , 16:15:00,2100,11.9478
75,05/07/2017 , 16:20:00,2099,11.8088
76,05/07/2017 , 16:25:00,2100,11.9478
77,05/07/2017 , 16:30:00,2099,11.8088
78,05/07/2017 , 16:35:00,2099,11.8088
79,05/07/2017 , 16:40:00,2098,11.6699
80,05/07/2017 , 16:45:00,2101,12.0867
81,05/07/2017 , 16:50:00,2099,11.8088
82,05/07/2017 , 16:55:00,2098,11.6699
83,05/07/2017 , 17:00:00,2099,11.8088
84,05/07/2017 , 17:05:00,2100,11.9478
85,05/07/2017 , 17:10:00,2098,11.6699
86,05/07/2017 , 17:15:00,2097,11.531
87,05/07/2017 , 17:20:00,2098,11.6699
88,05/07/2017 , 17:25:00,2097,11.531
89,05/07/2017 , 17:30:00,2097,11.531
90,05/07/2017 , 17:35:00,2099,11.8088
91,05/07/2017 , 17:40:00,2099,11.8088
92,05/07/2017 , 17:45:00,2099,11.8088
93,05/07/2017 , 17:50:00,2095,11.2531
