Site Name ,LLMGADDI
Site Number ,15
Logger ,Capacitive Water Level
Logger Serial Number ,3201


Scan No ,Date and Time,       Capacitive Water Level,        ,
99,29/03/2016 , 09:12:44,1059,5.9
100,29/03/2016 , 09:17:44,1059,5.9
101,29/03/2016 , 09:22:44,1059,5.9
102,29/03/2016 , 09:27:44,1059,5.9
103,29/03/2016 , 09:32:44,1059,5.9
104,29/03/2016 , 09:37:44,1059,5.9
105,29/03/2016 , 09:42:44,1059,5.9
106,29/03/2016 , 09:47:44,1059,5.9
107,29/03/2016 , 09:52:44,1059,5.9
108,29/03/2016 , 09:57:44,1059,5.9
109,29/03/2016 , 10:02:44,1060,6
110,29/03/2016 , 10:07:44,1060,6
111,29/03/2016 , 10:12:44,1060,6
112,29/03/2016 , 10:17:44,1060,6
113,29/03/2016 , 10:22:44,1060,6
114,29/03/2016 , 10:27:44,1060,6
115,29/03/2016 , 10:32:44,1060,6
116,29/03/2016 , 10:37:44,1060,6
117,29/03/2016 , 10:42:44,1060,6
118,29/03/2016 , 10:47:44,1060,6
119,29/03/2016 , 10:52:44,1060,6
120,29/03/2016 , 10:57:44,1060,6
121,29/03/2016 , 11:02:44,1060,6
122,29/03/2016 , 11:07:44,1060,6
123,29/03/2016 , 11:12:44,1060,6
124,29/03/2016 , 11:17:44,1060,6
125,29/03/2016 , 11:22:44,1060,6
126,29/03/2016 , 11:27:44,1060,6
127,29/03/2016 , 11:32:44,1060,6
128,29/03/2016 , 11:37:44,1060,6
129,29/03/2016 , 11:42:44,1060,6
130,29/03/2016 , 11:47:44,1060,6
131,29/03/2016 , 11:52:44,1059,5.9
132,29/03/2016 , 11:57:44,1059,5.9
133,29/03/2016 , 12:02:44,1059,5.9
134,29/03/2016 , 12:07:44,1059,5.9
135,29/03/2016 , 12:12:44,1059,5.9
136,29/03/2016 , 12:17:44,1060,6
137,29/03/2016 , 12:22:44,1060,6
138,29/03/2016 , 12:27:44,1060,6
139,29/03/2016 , 12:32:44,1060,6
140,29/03/2016 , 12:37:44,1060,6
141,29/03/2016 , 12:42:44,1060,6
142,29/03/2016 , 12:47:44,1060,6
143,29/03/2016 , 12:52:44,1060,6
144,29/03/2016 , 12:57:44,1060,6
145,29/03/2016 , 13:02:44,1060,6
146,29/03/2016 , 13:07:44,1060,6
147,29/03/2016 , 13:12:44,1060,6
148,29/03/2016 , 13:17:44,1060,6
149,29/03/2016 , 13:22:44,1060,6
150,29/03/2016 , 13:27:44,1060,6
151,29/03/2016 , 13:32:44,1060,6
152,29/03/2016 , 13:37:44,1060,6
153,29/03/2016 , 13:42:44,1060,6
154,29/03/2016 , 13:47:44,1060,6
155,29/03/2016 , 13:52:44,1060,6
156,29/03/2016 , 13:57:44,1060,6
157,29/03/2016 , 14:02:44,1061,6.1
158,29/03/2016 , 14:07:44,1061,6.1
159,29/03/2016 , 14:12:44,1060,6
160,29/03/2016 , 14:17:44,1061,6.1
161,29/03/2016 , 14:22:44,1060,6
162,29/03/2016 , 14:27:44,1060,6
163,29/03/2016 , 14:32:44,1061,6.1
164,29/03/2016 , 14:37:44,1061,6.1
165,29/03/2016 , 14:42:44,1060,6
166,29/03/2016 , 14:47:44,1061,6.1
167,29/03/2016 , 14:52:44,1060,6
168,29/03/2016 , 14:57:44,1061,6.1
169,29/03/2016 , 15:02:44,1061,6.1
170,29/03/2016 , 15:07:44,1061,6.1
171,29/03/2016 , 15:12:44,1061,6.1
172,29/03/2016 , 15:17:44,1061,6.1
173,29/03/2016 , 15:22:44,1061,6.1
174,29/03/2016 , 15:27:44,1061,6.1
175,29/03/2016 , 15:32:44,1061,6.1
176,29/03/2016 , 15:37:44,1061,6.1
177,29/03/2016 , 15:42:44,1061,6.1
178,29/03/2016 , 15:47:44,1061,6.1
179,29/03/2016 , 15:52:44,1061,6.1
180,29/03/2016 , 15:57:44,1061,6.1
181,29/03/2016 , 16:02:44,1061,6.1
182,29/03/2016 , 16:07:44,1061,6.1
183,29/03/2016 , 16:12:44,1061,6.1
184,29/03/2016 , 16:17:44,1061,6.1
185,29/03/2016 , 16:22:44,1061,6.1
186,29/03/2016 , 16:27:44,1061,6.1
187,29/03/2016 , 16:32:44,1061,6.1
188,29/03/2016 , 16:37:44,1061,6.1
189,29/03/2016 , 16:42:44,1061,6.1
190,29/03/2016 , 16:47:44,1061,6.1
191,29/03/2016 , 16:52:44,1061,6.1
192,29/03/2016 , 16:57:44,1061,6.1
193,29/03/2016 , 17:02:44,1061,6.1
194,29/03/2016 , 17:07:44,1061,6.1
195,29/03/2016 , 17:12:44,1061,6.1
196,29/03/2016 , 17:17:44,1061,6.1
197,29/03/2016 , 17:22:44,1061,6.1
198,29/03/2016 , 17:27:44,1061,6.1
199,29/03/2016 , 17:32:44,1061,6.1
200,29/03/2016 , 17:37:44,1061,6.1
201,29/03/2016 , 17:42:44,1068,6.4
202,29/03/2016 , 17:47:44,1070,6.6
203,29/03/2016 , 17:52:44,1070,6.6
204,29/03/2016 , 17:57:44,1070,6.6
205,29/03/2016 , 18:02:44,1070,6.6
206,29/03/2016 , 18:07:44,1071,6.6
207,29/03/2016 , 18:12:44,1071,6.6
208,29/03/2016 , 18:17:44,1071,6.6
209,29/03/2016 , 18:22:44,1070,6.6
210,29/03/2016 , 18:27:44,1070,6.6
211,29/03/2016 , 18:32:44,1070,6.6
212,29/03/2016 , 18:37:44,1069,6.5
213,29/03/2016 , 18:42:44,1068,6.4
214,29/03/2016 , 18:47:44,1068,6.4
215,29/03/2016 , 18:52:44,1068,6.4
216,29/03/2016 , 18:57:44,1067,6.4
217,29/03/2016 , 19:02:44,1067,6.4
218,29/03/2016 , 19:07:44,1067,6.4
219,29/03/2016 , 19:12:44,1067,6.4
220,29/03/2016 , 19:17:44,1067,6.4
221,29/03/2016 , 19:22:44,1067,6.4
222,29/03/2016 , 19:27:44,1069,6.5
223,29/03/2016 , 19:32:44,1069,6.5
224,29/03/2016 , 19:37:44,1069,6.5
225,29/03/2016 , 19:42:44,1069,6.5
226,29/03/2016 , 19:47:44,1069,6.5
227,29/03/2016 , 19:52:44,1069,6.5
228,29/03/2016 , 19:57:44,1069,6.5
229,29/03/2016 , 20:02:44,1069,6.5
230,29/03/2016 , 20:07:44,1069,6.5
231,29/03/2016 , 20:12:44,1069,6.5
232,29/03/2016 , 20:17:44,1069,6.5
233,29/03/2016 , 20:22:44,1069,6.5
234,29/03/2016 , 20:27:44,1069,6.5
235,29/03/2016 , 20:32:44,1069,6.5
236,29/03/2016 , 20:37:44,1069,6.5
237,29/03/2016 , 20:42:44,1069,6.5
238,29/03/2016 , 20:47:44,1069,6.5
239,29/03/2016 , 20:52:44,1069,6.5
240,29/03/2016 , 20:57:44,1069,6.5
241,29/03/2016 , 21:02:44,1069,6.5
242,29/03/2016 , 21:07:44,1069,6.5
243,29/03/2016 , 21:12:44,1069,6.5
244,29/03/2016 , 21:17:44,1069,6.5
245,29/03/2016 , 21:22:44,1070,6.6
246,29/03/2016 , 21:27:44,1070,6.6
247,29/03/2016 , 21:32:44,1070,6.6
248,29/03/2016 , 21:37:44,1070,6.6
249,29/03/2016 , 21:42:44,1070,6.6
250,29/03/2016 , 21:47:44,1070,6.6
251,29/03/2016 , 21:52:44,1070,6.6
252,29/03/2016 , 21:57:44,1070,6.6
253,29/03/2016 , 22:02:44,1070,6.6
254,29/03/2016 , 22:07:44,1070,6.6
255,29/03/2016 , 22:12:44,1071,6.6
256,29/03/2016 , 22:17:44,1070,6.6
257,29/03/2016 , 22:22:44,1070,6.6
258,29/03/2016 , 22:27:44,1070,6.6
259,29/03/2016 , 22:32:44,1070,6.6
260,29/03/2016 , 22:37:44,1071,6.6
261,29/03/2016 , 22:42:44,1070,6.6
262,29/03/2016 , 22:47:44,1070,6.6
263,29/03/2016 , 22:52:44,1071,6.6
264,29/03/2016 , 22:57:44,1070,6.6
265,29/03/2016 , 23:02:44,1070,6.6
266,29/03/2016 , 23:07:44,1070,6.6
267,29/03/2016 , 23:12:44,1069,6.5
268,29/03/2016 , 23:17:44,1069,6.5
269,29/03/2016 , 23:22:44,1069,6.5
270,29/03/2016 , 23:27:44,1069,6.5
271,29/03/2016 , 23:32:44,1070,6.6
272,29/03/2016 , 23:37:44,1069,6.5
273,29/03/2016 , 23:42:44,1069,6.5
274,29/03/2016 , 23:47:44,1069,6.5
275,29/03/2016 , 23:52:44,1069,6.5
276,29/03/2016 , 23:57:44,1068,6.4
277,30/03/2016 , 00:02:44,1068,6.4
278,30/03/2016 , 00:07:44,1067,6.4
279,30/03/2016 , 00:12:44,1067,6.4
280,30/03/2016 , 00:17:44,1068,6.4
281,30/03/2016 , 00:22:44,1068,6.4
282,30/03/2016 , 00:27:44,1067,6.4
283,30/03/2016 , 00:32:44,1067,6.4
284,30/03/2016 , 00:37:44,1066,6.3
285,30/03/2016 , 00:42:44,1066,6.3
286,30/03/2016 , 00:47:44,1066,6.3
287,30/03/2016 , 00:52:44,1066,6.3
288,30/03/2016 , 00:57:44,1065,6.3
289,30/03/2016 , 01:02:44,1066,6.3
290,30/03/2016 , 01:07:44,1065,6.3
291,30/03/2016 , 01:12:44,1066,6.3
292,30/03/2016 , 01:17:44,1065,6.3
293,30/03/2016 , 01:22:44,1065,6.3
294,30/03/2016 , 01:27:44,1066,6.3
295,30/03/2016 , 01:32:44,1065,6.3
296,30/03/2016 , 01:37:44,1065,6.3
297,30/03/2016 , 01:42:44,1065,6.3
298,30/03/2016 , 01:47:44,1065,6.3
299,30/03/2016 , 01:52:44,1066,6.3
300,30/03/2016 , 01:57:44,1066,6.3
301,30/03/2016 , 02:02:44,1066,6.3
302,30/03/2016 , 02:07:44,1066,6.3
303,30/03/2016 , 02:12:44,1067,6.4
304,30/03/2016 , 02:17:44,1066,6.3
305,30/03/2016 , 02:22:44,1066,6.3
306,30/03/2016 , 02:27:44,1066,6.3
307,30/03/2016 , 02:32:44,1066,6.3
308,30/03/2016 , 02:37:44,1066,6.3
309,30/03/2016 , 02:42:44,1066,6.3
310,30/03/2016 , 02:47:44,1066,6.3
311,30/03/2016 , 02:52:44,1066,6.3
312,30/03/2016 , 02:57:44,1067,6.4
313,30/03/2016 , 03:02:44,1065,6.3
314,30/03/2016 , 03:07:44,1066,6.3
315,30/03/2016 , 03:12:44,1065,6.3
316,30/03/2016 , 03:17:44,1066,6.3
317,30/03/2016 , 03:22:44,1066,6.3
318,30/03/2016 , 03:27:44,1066,6.3
319,30/03/2016 , 03:32:44,1066,6.3
320,30/03/2016 , 03:37:44,1066,6.3
321,30/03/2016 , 03:42:44,1066,6.3
322,30/03/2016 , 03:47:44,1065,6.3
323,30/03/2016 , 03:52:44,1066,6.3
324,30/03/2016 , 03:57:44,1066,6.3
325,30/03/2016 , 04:02:44,1066,6.3
326,30/03/2016 , 04:07:44,1065,6.3
327,30/03/2016 , 04:12:44,1065,6.3
328,30/03/2016 , 04:17:44,1065,6.3
329,30/03/2016 , 04:22:44,1065,6.3
330,30/03/2016 , 04:27:44,1066,6.3
331,30/03/2016 , 04:32:44,1066,6.3
332,30/03/2016 , 04:37:44,1065,6.3
333,30/03/2016 , 04:42:44,1066,6.3
334,30/03/2016 , 04:47:44,1066,6.3
335,30/03/2016 , 04:52:44,1066,6.3
336,30/03/2016 , 04:57:44,1066,6.3
337,30/03/2016 , 05:02:44,1065,6.3
338,30/03/2016 , 05:07:44,1065,6.3
339,30/03/2016 , 05:12:44,1066,6.3
340,30/03/2016 , 05:17:44,1066,6.3
341,30/03/2016 , 05:22:44,1066,6.3
342,30/03/2016 , 05:27:44,1067,6.4
343,30/03/2016 , 05:32:44,1066,6.3
344,30/03/2016 , 05:37:44,1066,6.3
345,30/03/2016 , 05:42:44,1065,6.3
346,30/03/2016 , 05:47:44,1065,6.3
347,30/03/2016 , 05:52:44,1064,6.2
348,30/03/2016 , 05:57:44,1064,6.2
349,30/03/2016 , 06:02:44,1064,6.2
350,30/03/2016 , 06:07:44,1064,6.2
351,30/03/2016 , 06:12:44,1064,6.2
352,30/03/2016 , 06:17:44,1064,6.2
353,30/03/2016 , 06:22:44,1063,6.2
354,30/03/2016 , 06:27:44,1063,6.2
355,30/03/2016 , 06:32:44,1063,6.2
356,30/03/2016 , 06:37:44,1063,6.2
357,30/03/2016 , 06:42:44,1063,6.2
358,30/03/2016 , 06:47:44,1063,6.2
359,30/03/2016 , 06:52:44,1063,6.2
360,30/03/2016 , 06:57:44,1062,6.1
361,30/03/2016 , 07:02:44,1063,6.2
362,30/03/2016 , 07:07:44,1062,6.1
363,30/03/2016 , 07:12:44,1062,6.1
364,30/03/2016 , 07:17:44,1062,6.1
365,30/03/2016 , 07:22:44,1062,6.1
366,30/03/2016 , 07:27:44,1062,6.1
367,30/03/2016 , 07:32:44,1062,6.1
368,30/03/2016 , 07:37:44,1062,6.1
369,30/03/2016 , 07:42:44,1062,6.1
370,30/03/2016 , 07:47:44,1062,6.1
371,30/03/2016 , 07:52:44,1062,6.1
372,30/03/2016 , 07:57:44,1062,6.1
373,30/03/2016 , 08:02:44,1062,6.1
374,30/03/2016 , 08:07:44,1062,6.1
375,30/03/2016 , 08:12:44,1062,6.1
376,30/03/2016 , 08:17:44,1062,6.1
377,30/03/2016 , 08:22:44,1062,6.1
378,30/03/2016 , 08:27:44,1062,6.1
379,30/03/2016 , 08:32:44,1062,6.1
380,30/03/2016 , 08:37:44,1062,6.1
381,30/03/2016 , 08:42:44,1062,6.1
382,30/03/2016 , 08:47:44,1062,6.1
383,30/03/2016 , 08:52:44,1062,6.1
384,30/03/2016 , 08:57:44,1062,6.1
385,30/03/2016 , 09:02:44,1062,6.1
386,30/03/2016 , 09:07:44,1062,6.1
387,30/03/2016 , 09:12:44,1062,6.1
388,30/03/2016 , 09:17:44,1062,6.1
389,30/03/2016 , 09:22:44,1062,6.1
390,30/03/2016 , 09:27:44,1062,6.1
391,30/03/2016 , 09:32:44,1062,6.1
392,30/03/2016 , 09:37:44,1062,6.1
393,30/03/2016 , 09:42:44,1062,6.1
394,30/03/2016 , 09:47:44,1062,6.1
395,30/03/2016 , 09:52:44,1062,6.1
396,30/03/2016 , 09:57:44,1062,6.1
397,30/03/2016 , 10:02:44,1062,6.1
398,30/03/2016 , 10:07:44,1062,6.1
399,30/03/2016 , 10:12:44,1062,6.1
400,30/03/2016 , 10:17:44,1062,6.1
401,30/03/2016 , 10:22:44,1062,6.1
402,30/03/2016 , 10:27:44,1062,6.1
403,30/03/2016 , 10:32:44,1062,6.1
404,30/03/2016 , 10:37:44,1062,6.1
405,30/03/2016 , 10:42:44,1062,6.1
406,30/03/2016 , 10:47:44,1062,6.1
407,30/03/2016 , 10:52:44,1062,6.1
408,30/03/2016 , 10:57:44,1062,6.1
409,30/03/2016 , 11:02:44,1062,6.1
410,30/03/2016 , 11:07:44,1062,6.1
411,30/03/2016 , 11:12:44,1062,6.1
412,30/03/2016 , 11:17:44,1062,6.1
413,30/03/2016 , 11:22:44,1062,6.1
414,30/03/2016 , 11:27:44,1062,6.1
415,30/03/2016 , 11:32:44,1062,6.1
416,30/03/2016 , 11:37:44,1062,6.1
417,30/03/2016 , 11:42:44,1062,6.1
418,30/03/2016 , 11:47:44,1062,6.1
419,30/03/2016 , 11:52:44,1062,6.1
420,30/03/2016 , 11:57:44,1062,6.1
421,30/03/2016 , 12:02:44,1062,6.1
422,30/03/2016 , 12:07:44,1062,6.1
423,30/03/2016 , 12:12:44,1062,6.1
424,30/03/2016 , 12:17:44,1062,6.1
425,30/03/2016 , 12:22:44,1062,6.1
426,30/03/2016 , 12:27:44,1063,6.2
427,30/03/2016 , 12:32:44,1062,6.1
428,30/03/2016 , 12:37:44,1062,6.1
429,30/03/2016 , 12:42:44,1062,6.1
430,30/03/2016 , 12:47:44,1062,6.1
431,30/03/2016 , 12:52:44,1062,6.1
432,30/03/2016 , 12:57:44,1063,6.2
433,30/03/2016 , 13:02:44,1062,6.1
434,30/03/2016 , 13:07:44,1062,6.1
435,30/03/2016 , 13:12:44,1063,6.2
436,30/03/2016 , 13:17:44,1062,6.1
437,30/03/2016 , 13:22:44,1063,6.2
438,30/03/2016 , 13:27:44,1063,6.2
439,30/03/2016 , 13:32:44,1063,6.2
440,30/03/2016 , 13:37:44,1063,6.2
441,30/03/2016 , 13:42:44,1063,6.2
442,30/03/2016 , 13:47:44,1063,6.2
443,30/03/2016 , 13:52:44,1063,6.2
444,30/03/2016 , 13:57:44,1063,6.2
445,30/03/2016 , 14:02:44,1063,6.2
446,30/03/2016 , 14:07:44,1063,6.2
447,30/03/2016 , 14:12:44,1063,6.2
448,30/03/2016 , 14:17:44,1063,6.2
449,30/03/2016 , 14:22:44,1063,6.2
450,30/03/2016 , 14:27:44,1063,6.2
451,30/03/2016 , 14:32:44,1063,6.2
452,30/03/2016 , 14:37:44,1063,6.2
453,30/03/2016 , 14:42:44,1063,6.2
454,30/03/2016 , 14:47:44,1063,6.2
455,30/03/2016 , 14:52:44,1063,6.2
456,30/03/2016 , 14:57:44,1063,6.2
457,30/03/2016 , 15:02:44,1063,6.2
458,30/03/2016 , 15:07:44,1063,6.2
459,30/03/2016 , 15:12:44,1063,6.2
460,30/03/2016 , 15:17:44,1063,6.2
461,30/03/2016 , 15:22:44,1063,6.2
462,30/03/2016 , 15:27:44,1063,6.2
463,30/03/2016 , 15:32:44,1063,6.2
464,30/03/2016 , 15:37:44,1063,6.2
465,30/03/2016 , 15:42:44,1063,6.2
466,30/03/2016 , 15:47:44,1063,6.2
467,30/03/2016 , 15:52:44,1063,6.2
468,30/03/2016 , 15:57:44,1063,6.2
469,30/03/2016 , 16:02:44,1063,6.2
470,30/03/2016 , 16:07:44,1063,6.2
471,30/03/2016 , 16:12:44,1063,6.2
472,30/03/2016 , 16:17:44,1063,6.2
473,30/03/2016 , 16:22:44,1063,6.2
474,30/03/2016 , 16:27:44,1063,6.2
475,30/03/2016 , 16:32:44,1063,6.2
476,30/03/2016 , 16:37:44,1063,6.2
477,30/03/2016 , 16:42:44,1063,6.2
478,30/03/2016 , 16:47:44,1063,6.2
479,30/03/2016 , 16:52:44,1063,6.2
480,30/03/2016 , 16:57:44,1063,6.2
481,30/03/2016 , 17:02:44,1063,6.2
482,30/03/2016 , 17:07:44,1063,6.2
483,30/03/2016 , 17:12:44,1063,6.2
484,30/03/2016 , 17:17:44,1063,6.2
485,30/03/2016 , 17:22:44,1063,6.2
486,30/03/2016 , 17:27:44,1063,6.2
487,30/03/2016 , 17:32:44,1064,6.2
488,30/03/2016 , 17:37:44,1064,6.2
489,30/03/2016 , 17:42:44,1064,6.2
490,30/03/2016 , 17:47:44,1063,6.2
491,30/03/2016 , 17:52:44,1063,6.2
492,30/03/2016 , 17:57:44,1064,6.2
493,30/03/2016 , 18:02:44,1064,6.2
494,30/03/2016 , 18:07:44,1064,6.2
495,30/03/2016 , 18:12:44,1063,6.2
496,30/03/2016 , 18:17:44,1063,6.2
497,30/03/2016 , 18:22:44,1063,6.2
498,30/03/2016 , 18:27:44,1063,6.2
499,30/03/2016 , 18:32:44,1064,6.2
500,30/03/2016 , 18:37:44,1063,6.2
501,30/03/2016 , 18:42:44,1063,6.2
502,30/03/2016 , 18:47:44,1063,6.2
503,30/03/2016 , 18:52:44,1063,6.2
504,30/03/2016 , 18:57:44,1063,6.2
505,30/03/2016 , 19:02:44,1064,6.2
506,30/03/2016 , 19:07:44,1064,6.2
507,30/03/2016 , 19:12:44,1064,6.2
508,30/03/2016 , 19:17:44,1064,6.2
509,30/03/2016 , 19:22:44,1064,6.2
510,30/03/2016 , 19:27:44,1064,6.2
511,30/03/2016 , 19:32:44,1064,6.2
512,30/03/2016 , 19:37:44,1064,6.2
513,30/03/2016 , 19:42:44,1064,6.2
514,30/03/2016 , 19:47:44,1064,6.2
515,30/03/2016 , 19:52:44,1064,6.2
516,30/03/2016 , 19:57:44,1064,6.2
517,30/03/2016 , 20:02:44,1064,6.2
518,30/03/2016 , 20:07:44,1064,6.2
519,30/03/2016 , 20:12:44,1064,6.2
520,30/03/2016 , 20:17:44,1064,6.2
521,30/03/2016 , 20:22:44,1065,6.3
522,30/03/2016 , 20:27:44,1064,6.2
523,30/03/2016 , 20:32:44,1065,6.3
524,30/03/2016 , 20:37:44,1065,6.3
525,30/03/2016 , 20:42:44,1065,6.3
526,30/03/2016 , 20:47:44,1065,6.3
527,30/03/2016 , 20:52:44,1065,6.3
528,30/03/2016 , 20:57:44,1065,6.3
529,30/03/2016 , 21:02:44,1065,6.3
530,30/03/2016 , 21:07:44,1066,6.3
531,30/03/2016 , 21:12:44,1065,6.3
532,30/03/2016 , 21:17:44,1065,6.3
533,30/03/2016 , 21:22:44,1065,6.3
534,30/03/2016 , 21:27:44,1065,6.3
535,30/03/2016 , 21:32:44,1065,6.3
536,30/03/2016 , 21:37:44,1065,6.3
537,30/03/2016 , 21:42:44,1065,6.3
538,30/03/2016 , 21:47:44,1065,6.3
539,30/03/2016 , 21:52:44,1065,6.3
540,30/03/2016 , 21:57:44,1065,6.3
541,30/03/2016 , 22:02:44,1065,6.3
542,30/03/2016 , 22:07:44,1066,6.3
543,30/03/2016 , 22:12:44,1065,6.3
544,30/03/2016 , 22:17:44,1066,6.3
545,30/03/2016 , 22:22:44,1066,6.3
546,30/03/2016 , 22:27:44,1066,6.3
547,30/03/2016 , 22:32:44,1066,6.3
548,30/03/2016 , 22:37:44,1066,6.3
549,30/03/2016 , 22:42:44,1066,6.3
550,30/03/2016 , 22:47:44,1066,6.3
551,30/03/2016 , 22:52:44,1066,6.3
552,30/03/2016 , 22:57:44,1066,6.3
553,30/03/2016 , 23:02:44,1066,6.3
554,30/03/2016 , 23:07:44,1066,6.3
555,30/03/2016 , 23:12:44,1066,6.3
556,30/03/2016 , 23:17:44,1066,6.3
557,30/03/2016 , 23:22:44,1066,6.3
558,30/03/2016 , 23:27:44,1065,6.3
559,30/03/2016 , 23:32:44,1065,6.3
560,30/03/2016 , 23:37:44,1065,6.3
561,30/03/2016 , 23:42:44,1065,6.3
562,30/03/2016 , 23:47:44,1064,6.2
563,30/03/2016 , 23:52:44,1064,6.2
564,30/03/2016 , 23:57:44,1064,6.2
565,31/03/2016 , 00:02:44,1064,6.2
566,31/03/2016 , 00:07:44,1064,6.2
567,31/03/2016 , 00:12:44,1064,6.2
568,31/03/2016 , 00:17:44,1064,6.2
569,31/03/2016 , 00:22:44,1064,6.2
570,31/03/2016 , 00:27:44,1063,6.2
571,31/03/2016 , 00:32:44,1063,6.2
572,31/03/2016 , 00:37:44,1063,6.2
573,31/03/2016 , 00:42:44,1063,6.2
574,31/03/2016 , 00:47:44,1062,6.1
575,31/03/2016 , 00:52:44,1062,6.1
576,31/03/2016 , 00:57:44,1062,6.1
577,31/03/2016 , 01:02:44,1061,6.1
578,31/03/2016 , 01:07:44,1061,6.1
579,31/03/2016 , 01:12:44,1061,6.1
