Site Name ,WLR102,,,,
Site Number ,102,,,,
Logger ,Capacitive Water Level,,,,
Logger Serial Number ,43858,,,,
,,,,
,,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,,,,,
        ,        ,RAW VALUE ,CALIBRATED VALUE,,,,,
,,,,
1,30/01/2017 , 12:35:00,2127,7.11
2,30/01/2017 , 12:40:00,2125,7
3,30/01/2017 , 12:45:00,2124,6.94
4,30/01/2017 , 12:50:00,2124,6.94
5,30/01/2017 , 12:55:00,2123,6.88
6,30/01/2017 , 13:00:00,2122,6.82
7,30/01/2017 , 13:05:00,2121,6.76
8,30/01/2017 , 13:10:00,2121,6.76
9,30/01/2017 , 13:15:00,2119,6.65
10,30/01/2017 , 13:20:00,2117,6.53
11,30/01/2017 , 13:25:00,2116,6.48
12,30/01/2017 , 13:30:00,2116,6.48
13,30/01/2017 , 13:35:00,2116,6.48
14,30/01/2017 , 13:40:00,2115,6.42
15,30/01/2017 , 13:45:00,2114,6.36
16,30/01/2017 , 13:50:00,2114,6.36
17,30/01/2017 , 13:55:00,2114,6.36
18,30/01/2017 , 14:00:00,2115,6.42
19,30/01/2017 , 14:05:00,2115,6.42
20,30/01/2017 , 14:10:00,2115,6.42
21,30/01/2017 , 14:15:00,2114,6.36
22,30/01/2017 , 14:20:00,2113,6.3
23,30/01/2017 , 14:25:00,2112,6.24
24,30/01/2017 , 14:30:00,2113,6.3
25,30/01/2017 , 14:35:00,2113,6.3
26,30/01/2017 , 14:40:00,2112,6.24
27,30/01/2017 , 14:45:00,2113,6.3
28,30/01/2017 , 14:50:00,2112,6.24
29,30/01/2017 , 14:55:00,2112,6.24
30,30/01/2017 , 15:00:00,2111,6.19
31,30/01/2017 , 15:05:00,2112,6.24
32,30/01/2017 , 15:10:00,2111,6.19
33,30/01/2017 , 15:15:00,2110,6.13
34,30/01/2017 , 15:20:00,2111,6.19
35,30/01/2017 , 15:25:00,2111,6.19
36,30/01/2017 , 15:30:00,2110,6.13
37,30/01/2017 , 15:35:00,2110,6.13
38,30/01/2017 , 15:40:00,2110,6.13
39,30/01/2017 , 15:45:00,2111,6.19
40,30/01/2017 , 15:50:00,2111,6.19
41,30/01/2017 , 15:55:00,2111,6.19
42,30/01/2017 , 16:00:00,2111,6.19
43,30/01/2017 , 16:05:00,2111,6.19
44,30/01/2017 , 16:10:00,2111,6.19
45,30/01/2017 , 16:15:00,2111,6.19
46,30/01/2017 , 16:20:00,2111,6.19
47,30/01/2017 , 16:25:00,2112,6.24
48,30/01/2017 , 16:30:00,2112,6.24
49,30/01/2017 , 16:35:00,2112,6.24
50,30/01/2017 , 16:40:00,2112,6.24
51,30/01/2017 , 16:45:00,2112,6.24
52,30/01/2017 , 16:50:00,2112,6.24
53,30/01/2017 , 16:55:00,2112,6.24
54,30/01/2017 , 17:00:00,2113,6.3
55,30/01/2017 , 17:05:00,2113,6.3
56,30/01/2017 , 17:10:00,2113,6.3
57,30/01/2017 , 17:15:00,2113,6.3
58,30/01/2017 , 17:20:00,2113,6.3
59,30/01/2017 , 17:25:00,2113,6.3
60,30/01/2017 , 17:30:00,2113,6.3
61,30/01/2017 , 17:35:00,2114,6.36
62,30/01/2017 , 17:40:00,2115,6.42
63,30/01/2017 , 17:45:00,2115,6.42
64,30/01/2017 , 17:50:00,2116,6.48
65,30/01/2017 , 17:55:00,2118,6.59
66,30/01/2017 , 18:00:00,2118,6.59
67,30/01/2017 , 18:05:00,2120,6.71
68,30/01/2017 , 18:10:00,2121,6.76
69,30/01/2017 , 18:15:00,2123,6.88
70,30/01/2017 , 18:20:00,2123,6.88
71,30/01/2017 , 18:25:00,2125,7
72,30/01/2017 , 18:30:00,2126,7.05
73,30/01/2017 , 18:35:00,2127,7.11
74,30/01/2017 , 18:40:00,2128,7.17
75,30/01/2017 , 18:45:00,2130,7.29
76,30/01/2017 , 18:50:00,2131,7.34
77,30/01/2017 , 18:55:00,2132,7.4
78,30/01/2017 , 19:00:00,2133,7.46
79,30/01/2017 , 19:05:00,2134,7.52
80,30/01/2017 , 19:10:00,2136,7.63
81,30/01/2017 , 19:15:00,2136,7.63
82,30/01/2017 , 19:20:00,2137,7.69
83,30/01/2017 , 19:25:00,2139,7.81
84,30/01/2017 , 19:30:00,2139,7.81
85,30/01/2017 , 19:35:00,2140,7.86
86,30/01/2017 , 19:40:00,2141,7.92
87,30/01/2017 , 19:45:00,2141,7.92
88,30/01/2017 , 19:50:00,2141,7.92
89,30/01/2017 , 19:55:00,2141,7.92
90,30/01/2017 , 20:00:00,2141,7.92
91,30/01/2017 , 20:05:00,2142,7.98
92,30/01/2017 , 20:10:00,2142,7.98
93,30/01/2017 , 20:15:00,2143,8.04
94,30/01/2017 , 20:20:00,2143,8.04
95,30/01/2017 , 20:25:00,2144,8.09
96,30/01/2017 , 20:30:00,2145,8.15
97,30/01/2017 , 20:35:00,2145,8.15
