"","raw","Stage","date_time","dt","Discharge"
"NA",NA,NA,NA,NA,NA
"NA.1",NA,NA,NA,NA,NA
"NA1",NA,NA,NA,NA,NA
"NA.11",NA,NA,NA,NA,NA
"3",2195,0.139597952531709,2013-05-30 16:42:00,"2013-05-30",NA
"4",2196.26666666667,0.140318242774173,2013-05-30 17:42:00,"2013-05-30",NA
"5",2197.31666666667,0.140915325475162,2013-05-30 18:42:00,"2013-05-30",NA
"6",2205.55,0.145597212051175,2013-05-30 19:42:00,"2013-05-30",NA
"7",2221.81666666667,0.154847255164917,2013-05-30 20:42:00,"2013-05-30",NA
"8",2221.23333333333,0.154515542553256,2013-05-30 21:42:00,"2013-05-30",NA
"9",2218.91666666667,0.153198169609803,2013-05-30 22:42:00,"2013-05-30",NA
"10",2213.7,0.150231711111236,2013-05-30 23:42:00,"2013-05-30",NA
"11",2213,0.149833655977243,2013-05-31 00:42:00,"2013-05-30",NA
"12",2209.36666666667,0.147767560281756,2013-05-31 01:42:00,"2013-05-30",NA
"13",2204.48333333333,0.144990651846995,2013-05-31 02:42:00,"2013-05-30",NA
"14",2202.2,0.143692233909923,2013-05-31 03:42:00,"2013-05-30",NA
"15",2200.73333333333,0.142858213629176,2013-05-31 04:42:00,"2013-05-30",NA
"16",2199.48333333333,0.142147400889902,2013-05-31 05:42:00,"2013-05-31",NA
"17",2198.48333333333,0.141578750698484,2013-05-31 06:42:00,"2013-05-31",NA
"18",2197.2,0.14084898295283,2013-05-31 07:42:00,"2013-05-31",NA
"19",2194.73333333333,0.139446312480664,2013-05-31 08:42:00,"2013-05-31",NA
"20",2191.71666666667,0.137730884403218,2013-05-31 09:42:00,"2013-05-31",NA
"21",2188.11666666667,0.135683743714112,2013-05-31 10:42:00,"2013-05-31",NA
"22",2188.1,0.135674266210921,2013-05-31 11:42:00,"2013-05-31",NA
"23",2190.85,0.137238054237322,2013-05-31 12:42:00,"2013-05-31",NA
"24",2199.13333333333,0.141948373322906,2013-05-31 13:42:00,"2013-05-31",NA
"25",2206.33333333333,0.14604265470112,2013-05-31 14:42:00,"2013-05-31",NA
"26",2210.01666666667,0.148137182906178,2013-05-31 15:42:00,"2013-05-31",NA
