Site Name ,WLR111,,,,
Site Number ,111,,,,
Logger ,Capacitive Water Level,,,,
Logger Serial Number ,40026,,,,
,,,,
,,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,,,,,
        ,        ,RAW VALUE ,CALIBRATED VALUE,,,,,
,,,,
1,31/01/2017 , 14:30:10,933,13.51
2,31/01/2017 , 14:35:10,933,13.51
3,31/01/2017 , 14:40:10,933,13.51
4,31/01/2017 , 14:45:10,933,13.51
5,31/01/2017 , 14:50:10,933,13.51
6,31/01/2017 , 14:55:10,933,13.51
7,31/01/2017 , 15:00:10,933,13.51
8,31/01/2017 , 15:05:10,933,13.51
9,31/01/2017 , 15:10:10,932,13.46
10,31/01/2017 , 15:15:10,932,13.46
11,31/01/2017 , 15:20:10,931,13.4
12,31/01/2017 , 15:25:10,931,13.4
13,31/01/2017 , 15:30:10,931,13.4
14,31/01/2017 , 15:35:10,931,13.4
15,31/01/2017 , 15:40:10,931,13.4
16,31/01/2017 , 15:45:10,931,13.4
17,31/01/2017 , 15:50:10,930,13.35
18,31/01/2017 , 15:55:10,930,13.35
19,31/01/2017 , 16:00:10,930,13.35
20,31/01/2017 , 16:05:10,930,13.35
21,31/01/2017 , 16:10:10,930,13.35
22,31/01/2017 , 16:15:10,929,13.3
23,31/01/2017 , 16:20:10,929,13.3
24,31/01/2017 , 16:25:10,928,13.25
25,31/01/2017 , 16:30:10,928,13.25
26,31/01/2017 , 16:35:10,927,13.2
27,31/01/2017 , 16:40:10,927,13.2
28,31/01/2017 , 16:45:10,927,13.2
29,31/01/2017 , 16:50:10,926,13.15
30,31/01/2017 , 16:55:10,926,13.15
31,31/01/2017 , 17:00:10,926,13.15
32,31/01/2017 , 17:05:10,925,13.1
33,31/01/2017 , 17:10:10,925,13.1
34,31/01/2017 , 17:15:10,925,13.1
35,31/01/2017 , 17:20:10,925,13.1
36,31/01/2017 , 17:25:10,925,13.1
37,31/01/2017 , 17:30:10,924,13.05
38,31/01/2017 , 17:35:10,924,13.05
39,31/01/2017 , 17:40:10,924,13.05
40,31/01/2017 , 17:45:10,924,13.05
41,31/01/2017 , 17:50:10,924,13.05
42,31/01/2017 , 17:55:10,924,13.05
43,31/01/2017 , 18:00:10,924,13.05
44,31/01/2017 , 18:05:10,923,13
45,31/01/2017 , 18:10:10,923,13
46,31/01/2017 , 18:15:10,923,13
47,31/01/2017 , 18:20:10,923,13
48,31/01/2017 , 18:25:10,923,13
49,31/01/2017 , 18:30:10,923,13
50,31/01/2017 , 18:35:10,923,13
51,31/01/2017 , 18:40:10,923,13
52,31/01/2017 , 18:45:10,923,13
53,31/01/2017 , 18:50:10,923,13
54,31/01/2017 , 18:55:10,923,13
55,31/01/2017 , 19:00:10,922,12.95
56,31/01/2017 , 19:05:10,922,12.95
57,31/01/2017 , 19:10:10,922,12.95
58,31/01/2017 , 19:15:10,922,12.95
59,31/01/2017 , 19:20:10,922,12.95
60,31/01/2017 , 19:25:10,922,12.95
61,31/01/2017 , 19:30:10,922,12.95
62,31/01/2017 , 19:35:10,922,12.95
63,31/01/2017 , 19:40:10,922,12.95
64,31/01/2017 , 19:45:10,922,12.95
65,31/01/2017 , 19:50:10,922,12.95
66,31/01/2017 , 19:55:10,922,12.95
67,31/01/2017 , 20:00:10,922,12.95
68,31/01/2017 , 20:05:10,922,12.95
69,31/01/2017 , 20:10:10,922,12.95
70,31/01/2017 , 20:15:10,922,12.95
71,31/01/2017 , 20:20:10,922,12.95
72,31/01/2017 , 20:25:10,922,12.95
73,31/01/2017 , 20:30:10,922,12.95
74,31/01/2017 , 20:35:10,922,12.95
75,31/01/2017 , 20:40:10,922,12.95
76,31/01/2017 , 20:45:10,922,12.95
77,31/01/2017 , 20:50:10,922,12.95
78,31/01/2017 , 20:55:10,922,12.95
79,31/01/2017 , 21:00:10,922,12.95
80,31/01/2017 , 21:05:10,922,12.95
81,31/01/2017 , 21:10:10,922,12.95
82,31/01/2017 , 21:15:10,922,12.95
83,31/01/2017 , 21:20:10,922,12.95
84,31/01/2017 , 21:25:10,922,12.95
85,31/01/2017 , 21:30:10,921,12.9
86,31/01/2017 , 21:35:10,921,12.9
87,31/01/2017 , 21:40:10,921,12.9
88,31/01/2017 , 21:45:10,921,12.9
89,31/01/2017 , 21:50:10,921,12.9
90,31/01/2017 , 21:55:10,921,12.9
91,31/01/2017 , 22:00:10,921,12.9
92,31/01/2017 , 22:05:10,921,12.9
93,31/01/2017 , 22:10:10,921,12.9
94,31/01/2017 , 22:15:10,921,12.9
95,31/01/2017 , 22:20:10,921,12.9
96,31/01/2017 , 22:25:10,921,12.9
97,31/01/2017 , 22:30:10,922,12.95
98,31/01/2017 , 22:35:10,922,12.95
99,31/01/2017 , 22:40:10,922,12.95
100,31/01/2017 , 22:45:10,922,12.95
101,31/01/2017 , 22:50:10,922,12.95
102,31/01/2017 , 22:55:10,922,12.95
