Site Name ,WLR106A,,,,
Site Number ,106,,,,
Logger ,Capacitive Water Level,,,,
Logger Serial Number ,44402,,,,
,,,,
,,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,,,,,
        ,        ,RAW VALUE ,CALIBRATED VALUE,,,,,
,,,,
1,19/01/2017 , 15:05:00,2167,12.02
2,19/01/2017 , 15:10:00,2168,12.1
3,19/01/2017 , 15:15:00,2168,12.1
4,19/01/2017 , 15:20:00,2168,12.1
5,19/01/2017 , 15:25:00,2169,12.18
6,19/01/2017 , 15:30:00,2169,12.18
7,19/01/2017 , 15:35:00,2168,12.1
8,19/01/2017 , 15:40:00,2168,12.1
9,19/01/2017 , 15:45:00,2169,12.18
10,19/01/2017 , 15:50:00,2168,12.1
11,19/01/2017 , 15:55:00,2168,12.1
12,19/01/2017 , 16:00:00,2169,12.18
13,19/01/2017 , 16:05:00,2168,12.1
14,19/01/2017 , 16:10:00,2169,12.18
15,19/01/2017 , 16:15:00,2169,12.18
16,19/01/2017 , 16:20:00,2169,12.18
17,19/01/2017 , 16:25:00,2169,12.18
18,19/01/2017 , 16:30:00,2169,12.18
19,19/01/2017 , 16:35:00,2168,12.1
20,19/01/2017 , 16:40:00,2168,12.1
21,19/01/2017 , 16:45:00,2169,12.18
22,19/01/2017 , 16:50:00,2168,12.1
23,19/01/2017 , 16:55:00,2169,12.18
24,19/01/2017 , 17:00:00,2168,12.1
25,19/01/2017 , 17:05:00,2168,12.1
26,19/01/2017 , 17:10:00,2168,12.1
27,19/01/2017 , 17:15:00,2168,12.1
28,19/01/2017 , 17:20:00,2168,12.1
29,19/01/2017 , 17:25:00,2168,12.1
30,19/01/2017 , 17:30:00,2169,12.18
31,19/01/2017 , 17:35:00,2185,13.53
32,19/01/2017 , 17:40:00,2185,13.53
33,19/01/2017 , 17:45:00,2186,13.61
34,19/01/2017 , 17:50:00,2205,15.21
35,19/01/2017 , 17:55:00,2196,14.45
36,19/01/2017 , 18:00:00,2198,14.62
37,19/01/2017 , 18:05:00,2199,14.71
38,19/01/2017 , 18:10:00,2201,14.87
39,19/01/2017 , 18:15:00,2203,15.04
40,19/01/2017 , 18:20:00,2204,15.13
41,19/01/2017 , 18:25:00,2204,15.13
42,19/01/2017 , 18:30:00,2204,15.13
43,19/01/2017 , 18:35:00,2205,15.21
44,19/01/2017 , 18:40:00,2176,12.77
45,19/01/2017 , 18:45:00,2183,13.36
46,19/01/2017 , 18:50:00,2182,13.28
47,19/01/2017 , 18:55:00,2182,13.28
48,19/01/2017 , 19:00:00,2183,13.36
49,19/01/2017 , 19:05:00,2185,13.53
50,19/01/2017 , 19:10:00,2185,13.53
51,19/01/2017 , 19:15:00,2186,13.61
52,19/01/2017 , 19:20:00,2187,13.7
53,19/01/2017 , 19:25:00,2186,13.61
54,19/01/2017 , 19:30:00,2187,13.7
55,19/01/2017 , 19:35:00,2186,13.61
56,19/01/2017 , 19:40:00,2189,13.87
57,19/01/2017 , 19:45:00,2189,13.87
58,19/01/2017 , 19:50:00,2190,13.95
59,19/01/2017 , 19:55:00,2191,14.03
60,19/01/2017 , 20:00:00,2191,14.03
61,19/01/2017 , 20:05:00,2192,14.12
62,19/01/2017 , 20:10:00,2191,14.03
63,19/01/2017 , 20:15:00,2192,14.12
64,19/01/2017 , 20:20:00,2192,14.12
65,19/01/2017 , 20:25:00,2192,14.12
66,19/01/2017 , 20:30:00,2190,13.95
67,19/01/2017 , 20:35:00,2201,14.87
68,19/01/2017 , 20:40:00,2200,14.79
69,19/01/2017 , 20:45:00,2200,14.79
70,19/01/2017 , 20:50:00,2200,14.79
71,19/01/2017 , 20:55:00,2202,14.96
72,19/01/2017 , 21:00:00,2202,14.96
73,19/01/2017 , 21:05:00,2201,14.87
74,19/01/2017 , 21:10:00,2201,14.87
75,19/01/2017 , 21:15:00,2201,14.87
76,19/01/2017 , 21:20:00,2201,14.87
77,19/01/2017 , 21:25:00,2200,14.79
78,19/01/2017 , 21:30:00,2199,14.71
79,19/01/2017 , 21:35:00,2200,14.79
80,19/01/2017 , 21:40:00,2198,14.62
81,19/01/2017 , 21:45:00,2198,14.62
82,19/01/2017 , 21:50:00,2198,14.62
83,19/01/2017 , 21:55:00,2197,14.54
84,19/01/2017 , 22:00:00,2197,14.54
85,19/01/2017 , 22:05:00,2197,14.54
86,19/01/2017 , 22:10:00,2198,14.62
87,19/01/2017 , 22:15:00,2197,14.54
88,19/01/2017 , 22:20:00,2195,14.37
89,19/01/2017 , 22:25:00,2194,14.29
90,19/01/2017 , 22:30:00,2195,14.37
91,19/01/2017 , 22:35:00,2196,14.45
92,19/01/2017 , 22:40:00,2191,14.03
93,19/01/2017 , 22:45:00,2190,13.95
94,19/01/2017 , 22:50:00,2190,13.95
95,19/01/2017 , 22:55:00,2191,14.03
96,19/01/2017 , 23:00:00,2190,13.95
