"","tips","mm","dt.tm","Unit_ID","Rank","cat","gid","Unit_ID","Lat","Long","x","y","z","location","remarks","elevation","slope","aspect","coords.x1","coords.x2"
"15506",1.6,38.4,2015-05-09 14:00:00,"TBRG 122",1,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"16496",0.95,22.8,2015-06-19 20:00:00,"TBRG 122",2,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"16513",0.86,20.64,2015-06-20 13:00:00,"TBRG 122",3,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"3",0.85,20.4,2013-08-01 15:00:00,"TBRG 122",4,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"7371",0.81,19.44,2014-06-04 15:00:00,"TBRG 122",5,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"6244",0.8,19.2,2014-04-18 16:00:00,"TBRG 122",6,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"20177",0.8,19.2,2015-11-20 05:00:00,"TBRG 122",7,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"8118",0.76,18.24,2014-07-05 18:00:00,"TBRG 122",8,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"17282",0,0,2015-05-09 14:00:00,"TBRG 101",1,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"18272",0.84,20.16,2015-06-19 20:00:00,"TBRG 101",2,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"18289",0.44,10.56,2015-06-20 13:00:00,"TBRG 101",3,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"1779",0.47,11.28,2013-08-01 15:00:00,"TBRG 101",4,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"9147",0.1,2.4,2014-06-04 15:00:00,"TBRG 101",5,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"8020",0,0,2014-04-18 16:00:00,"TBRG 101",6,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"21953",0.46,11.04,2015-11-20 05:00:00,"TBRG 101",7,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"9894",0.36,8.64,2014-07-05 18:00:00,"TBRG 101",8,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"17285",0,0,2015-05-09 14:00:00,"TBRG 102",1,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"18275",1.29,29.67,2015-06-19 20:00:00,"TBRG 102",2,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
