"","tips","mm","dt.tm","Unit_ID","Rank","cat","gid","Unit_ID","Lat","Long","x","y","z","location","remarks","elevation","slope","aspect","coords.x1","coords.x2"
"19626",1.23,30.75,2015-11-20 05:00:00,"TBRG 123",1,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"200",1.16,29,2013-09-01 19:00:00,"TBRG 123",2,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"15148",1.15,28.75,2015-05-17 15:00:00,"TBRG 123",3,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"15034",1.07,26.75,2015-05-12 21:00:00,"TBRG 123",4,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"19627",1.02,25.5,2015-11-20 06:00:00,"TBRG 123",5,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"5377",1.01,25.25,2014-04-05 12:00:00,"TBRG 123",6,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"6168",0.96,24,2014-05-08 11:00:00,"TBRG 123",7,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"11362",0.93,23.25,2014-12-10 21:00:00,"TBRG 123",8,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"21953",0.46,11.04,2015-11-20 05:00:00,"TBRG 101",1,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"2527",0.02,0.48,2013-09-01 19:00:00,"TBRG 101",2,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"17475",0,0,2015-05-17 15:00:00,"TBRG 101",3,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"17361",0.14,3.36,2015-05-12 21:00:00,"TBRG 101",4,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"21954",1.24,29.76,2015-11-20 06:00:00,"TBRG 101",5,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"7704",0,0,2014-04-05 12:00:00,"TBRG 101",6,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"8495",0.39,9.36,2014-05-08 11:00:00,"TBRG 101",7,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"13689",0.54,12.96,2014-12-10 21:00:00,"TBRG 101",8,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"21814",0.55,12.65,2015-11-20 05:00:00,"TBRG 102",1,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"2548",0.11,2.53,2013-09-01 19:00:00,"TBRG 102",2,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"17478",0,0,2015-05-17 15:00:00,"TBRG 102",3,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"17364",0.01,0.23,2015-05-12 21:00:00,"TBRG 102",4,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"21815",1.35,31.05,2015-11-20 06:00:00,"TBRG 102",5,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"7707",0,0,2014-04-05 12:00:00,"TBRG 102",6,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"8498",0.41,9.43,2014-05-08 11:00:00,"TBRG 102",7,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
