"","tips","mm","dt.tm","Unit_ID","Rank","cat","gid","Unit_ID","Lat","Long","x","y","z","location","remarks","elevation","slope","aspect","coords.x1","coords.x2"
"60590",0.84,21,2015-05-17 15:00:00,"TBRG 123",1,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"60591",0.59,14.75,2015-05-17 15:15:00,"TBRG 123",2,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"73459",0.57,14.25,2015-09-28 16:15:00,"TBRG 123",3,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"21505",0.55,13.75,2014-04-05 11:45:00,"TBRG 123",4,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"22866",0.55,13.75,2014-04-19 16:00:00,"TBRG 123",5,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"18252",0.52,13,2014-03-02 14:30:00,"TBRG 123",6,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"797",0.5,12.5,2013-09-01 18:45:00,"TBRG 123",7,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"53627",0.5,12.5,2015-03-06 02:15:00,"TBRG 123",8,30,NA,"TBRG 123",11.25527,76.624558,677340.603932,1244695.80522,1850.02,"Doddacombu","Doddacombu tea factory",1847,8.24718,317.2906,677340.603931552,1244695.8052226
"69899",0,0,2015-05-17 15:00:00,"TBRG 101",1,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"69900",0,0,2015-05-17 15:15:00,"TBRG 101",2,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"82768",0.04,0.96,2015-09-28 16:15:00,"TBRG 101",3,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"30814",0,0,2014-04-05 11:45:00,"TBRG 101",4,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"32175",0,0,2014-04-19 16:00:00,"TBRG 101",5,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"27561",0,0,2014-03-02 14:30:00,"TBRG 101",6,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"10106",0,0,2013-09-01 18:45:00,"TBRG 101",7,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"62936",0,0,2015-03-06 02:15:00,"TBRG 101",8,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"69910",0,0,2015-05-17 15:00:00,"TBRG 102",1,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"69911",0,0,2015-05-17 15:15:00,"TBRG 102",2,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"82779",0.06,1.38,2015-09-28 16:15:00,"TBRG 102",3,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"30825",0,0,2014-04-05 11:45:00,"TBRG 102",4,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"32186",0.04,0.92,2014-04-19 16:00:00,"TBRG 102",5,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"27572",0,0,2014-03-02 14:30:00,"TBRG 102",6,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"10191",0.03,0.69,2013-09-01 18:45:00,"TBRG 102",7,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"62947",0,0,2015-03-06 02:15:00,"TBRG 102",8,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"68637",0,0,2015-05-17 15:00:00,"TBRG 103",1,18,18,"TBRG 103",11.2752739999999,76.5626569999978,670569.962681476,1246871.75966258,2332.26,"Near Bunker 2 site","No rain during installation",2282,3.879076,334.9831,670569.962681476,1246871.75966258
"68638",0,0,2015-05-17 15:15:00,"TBRG 103",2,18,18,"TBRG 103",11.2752739999999,76.5626569999978,670569.962681476,1246871.75966258,2332.26,"Near Bunker 2 site","No rain during installation",2282,3.879076,334.9831,670569.962681476,1246871.75966258
"81506",0.07,1.82,2015-09-28 16:15:00,"TBRG 103",3,18,18,"TBRG 103",11.2752739999999,76.5626569999978,670569.962681476,1246871.75966258,2332.26,"Near Bunker 2 site","No rain during installation",2282,3.879076,334.9831,670569.962681476,1246871.75966258
"29552",0,0,2014-04-05 11:45:00,"TBRG 103",4,18,18,"TBRG 103",11.2752739999999,76.5626569999978,670569.962681476,1246871.75966258,2332.26,"Near Bunker 2 site","No rain during installation",2282,3.879076,334.9831,670569.962681476,1246871.75966258
"30913",0.04,1.04,2014-04-19 16:00:00,"TBRG 103",5,18,18,"TBRG 103",11.2752739999999,76.5626569999978,670569.962681476,1246871.75966258,2332.26,"Near Bunker 2 site","No rain during installation",2282,3.879076,334.9831,670569.962681476,1246871.75966258
"26299",0,0,2014-03-02 14:30:00,"TBRG 103",6,18,18,"TBRG 103",11.2752739999999,76.5626569999978,670569.962681476,1246871.75966258,2332.26,"Near Bunker 2 site","No rain during installation",2282,3.879076,334.9831,670569.962681476,1246871.75966258
"10097",0,0,2013-09-01 18:45:00,"TBRG 103",7,18,18,"TBRG 103",11.2752739999999,76.5626569999978,670569.962681476,1246871.75966258,2332.26,"Near Bunker 2 site","No rain during installation",2282,3.879076,334.9831,670569.962681476,1246871.75966258
"61674",0,0,2015-03-06 02:15:00,"TBRG 103",8,18,18,"TBRG 103",11.2752739999999,76.5626569999978,670569.962681476,1246871.75966258,2332.26,"Near Bunker 2 site","No rain during installation",2282,3.879076,334.9831,670569.962681476,1246871.75966258
"69876",0.69,17.94,2015-05-17 15:00:00,"TBRG 104",1,19,19,"TBRG 104",11.2996179999999,76.5918329999976,673740.742378222,1249581.65416287,2163.89,"Avalanchi forest guest house","No rain during installation",2000,2.345711,143.1301,673740.742378222,1249581.65416287
"69877",0.13,3.38,2015-05-17 15:15:00,"TBRG 104",2,19,19,"TBRG 104",11.2996179999999,76.5918329999976,673740.742378222,1249581.65416287,2163.89,"Avalanchi forest guest house","No rain during installation",2000,2.345711,143.1301,673740.742378222,1249581.65416287
"82745",0.13,3.38,2015-09-28 16:15:00,"TBRG 104",3,19,19,"TBRG 104",11.2996179999999,76.5918329999976,673740.742378222,1249581.65416287,2163.89,"Avalanchi forest guest house","No rain during installation",2000,2.345711,143.1301,673740.742378222,1249581.65416287
"30791",0,0,2014-04-05 11:45:00,"TBRG 104",4,19,19,"TBRG 104",11.2996179999999,76.5918329999976,673740.742378222,1249581.65416287,2163.89,"Avalanchi forest guest house","No rain during installation",2000,2.345711,143.1301,673740.742378222,1249581.65416287
"32152",0.09,2.34,2014-04-19 16:00:00,"TBRG 104",5,19,19,"TBRG 104",11.2996179999999,76.5918329999976,673740.742378222,1249581.65416287,2163.89,"Avalanchi forest guest house","No rain during installation",2000,2.345711,143.1301,673740.742378222,1249581.65416287
"27538",0,0,2014-03-02 14:30:00,"TBRG 104",6,19,19,"TBRG 104",11.2996179999999,76.5918329999976,673740.742378222,1249581.65416287,2163.89,"Avalanchi forest guest house","No rain during installation",2000,2.345711,143.1301,673740.742378222,1249581.65416287
