"","tips","mm","dt.tm","Unit_ID","Rank","cat","gid","Unit_ID","Lat","Long","x","y","z","location","remarks","elevation","slope","aspect","coords.x1","coords.x2"
"23536",0.61,14.64,2014-04-03 16:00:00,"TBRG 122",1,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"62023",0.54,12.96,2015-05-09 13:45:00,"TBRG 122",2,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"62022",0.52,12.48,2015-05-09 13:30:00,"TBRG 122",3,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"66005",0.49,11.76,2015-06-20 01:15:00,"TBRG 122",4,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"60332",0.45,10.8,2015-04-21 23:00:00,"TBRG 122",5,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"45079",0.44,10.56,2014-11-14 01:45:00,"TBRG 122",6,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"65981",0.44,10.56,2015-06-19 19:15:00,"TBRG 122",7,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"29484",0.43,10.32,2014-06-04 15:00:00,"TBRG 122",8,29,NA,"TBRG 122",11.340781,76.596467,674221.732626,1254137.56423,2096.81,"Red hills gest house","Near the temple",2104,15.9502,332.7004,674221.732625813,1254137.56423161
"30639",0,0,2014-04-03 16:00:00,"TBRG 101",1,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"69126",0,0,2015-05-09 13:45:00,"TBRG 101",2,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"69125",0,0,2015-05-09 13:30:00,"TBRG 101",3,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"73108",0.02,0.48,2015-06-20 01:15:00,"TBRG 101",4,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"67435",0,0,2015-04-21 23:00:00,"TBRG 101",5,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"52182",0.14,3.36,2014-11-14 01:45:00,"TBRG 101",6,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"73084",0.14,3.36,2015-06-19 19:15:00,"TBRG 101",7,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"36587",0,0,2014-06-04 15:00:00,"TBRG 101",8,20,20,"TBRG 101",11.2918369999999,76.5564349999978,669880.911882871,1248700.1850178,2627.9,"Kolaripetta top tower","No rain during installation",2575,22.46737,56.30993,669880.911882871,1248700.1850178
"30650",0,0,2014-04-03 16:00:00,"TBRG 102",1,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"69137",0,0,2015-05-09 13:45:00,"TBRG 102",2,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"69136",0,0,2015-05-09 13:30:00,"TBRG 102",3,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"73119",0.01,0.23,2015-06-20 01:15:00,"TBRG 102",4,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"67446",0,0,2015-04-21 23:00:00,"TBRG 102",5,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"52193",0.2,4.6,2014-11-14 01:45:00,"TBRG 102",6,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"73095",0.19,4.37,2015-06-19 19:15:00,"TBRG 102",7,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"36598",0,0,2014-06-04 15:00:00,"TBRG 102",8,21,21,"TBRG 102",11.2846479999999,76.5670659999978,671045.784782464,1247911.19826642,2351.09,"Near V notch at First site","No rain during installation",2340,16.62619,206.9165,671045.784782464,1247911.19826642
"29377",0,0,2014-04-03 16:00:00,"TBRG 103",1,18,18,"TBRG 103",11.2752739999999,76.5626569999978,670569.962681476,1246871.75966258,2332.26,"Near Bunker 2 site","No rain during installation",2282,3.879076,334.9831,670569.962681476,1246871.75966258
"67864",0,0,2015-05-09 13:45:00,"TBRG 103",2,18,18,"TBRG 103",11.2752739999999,76.5626569999978,670569.962681476,1246871.75966258,2332.26,"Near Bunker 2 site","No rain during installation",2282,3.879076,334.9831,670569.962681476,1246871.75966258
"67863",0,0,2015-05-09 13:30:00,"TBRG 103",3,18,18,"TBRG 103",11.2752739999999,76.5626569999978,670569.962681476,1246871.75966258,2332.26,"Near Bunker 2 site","No rain during installation",2282,3.879076,334.9831,670569.962681476,1246871.75966258
"71846",0.01,0.26,2015-06-20 01:15:00,"TBRG 103",4,18,18,"TBRG 103",11.2752739999999,76.5626569999978,670569.962681476,1246871.75966258,2332.26,"Near Bunker 2 site","No rain during installation",2282,3.879076,334.9831,670569.962681476,1246871.75966258
"66173",0,0,2015-04-21 23:00:00,"TBRG 103",5,18,18,"TBRG 103",11.2752739999999,76.5626569999978,670569.962681476,1246871.75966258,2332.26,"Near Bunker 2 site","No rain during installation",2282,3.879076,334.9831,670569.962681476,1246871.75966258
