Site Name ,WLR110,,,,
Site Number ,110,,,,
Logger ,Capacitive Water Level,,,,
Logger Serial Number ,40023,,,,
,,,,
,,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,,,,,
        ,        ,RAW VALUE ,CALIBRATED VALUE,,,,,
,,,,
41,30/01/2016 , 11:50:00,829,10.77
42,30/01/2016 , 11:55:00,829,10.77
43,30/01/2016 , 12:00:00,829,10.77
44,30/01/2016 , 12:05:00,829,10.77
45,30/01/2016 , 12:10:00,829,10.77
46,30/01/2016 , 12:15:00,829,10.77
47,30/01/2016 , 12:20:00,829,10.77
48,30/01/2016 , 12:25:00,828,10.71
49,30/01/2016 , 12:30:00,828,10.71
50,30/01/2016 , 12:35:00,828,10.71
51,30/01/2016 , 12:40:00,828,10.71
52,30/01/2016 , 12:45:00,828,10.71
53,30/01/2016 , 12:50:00,828,10.71
54,30/01/2016 , 12:55:00,828,10.71
55,30/01/2016 , 13:00:00,828,10.71
56,30/01/2016 , 13:05:00,827,10.65
57,30/01/2016 , 13:10:00,827,10.65
58,30/01/2016 , 13:15:00,827,10.65
59,30/01/2016 , 13:20:00,827,10.65
60,30/01/2016 , 13:25:00,827,10.65
61,30/01/2016 , 13:30:00,826,10.58
62,30/01/2016 , 13:35:00,826,10.58
63,30/01/2016 , 13:40:00,826,10.58
64,30/01/2016 , 13:45:00,826,10.58
65,30/01/2016 , 13:50:00,826,10.58
66,30/01/2016 , 13:55:00,826,10.58
67,30/01/2016 , 14:00:00,825,10.52
68,30/01/2016 , 14:05:00,825,10.52
69,30/01/2016 , 14:10:00,825,10.52
70,30/01/2016 , 14:15:00,824,10.45
71,30/01/2016 , 14:20:00,824,10.45
72,30/01/2016 , 14:25:00,824,10.45
73,30/01/2016 , 14:30:00,824,10.45
74,30/01/2016 , 14:35:00,824,10.45
75,30/01/2016 , 14:40:00,824,10.45
76,30/01/2016 , 14:45:00,823,10.39
77,30/01/2016 , 14:50:00,823,10.39
78,30/01/2016 , 14:55:00,823,10.39
79,30/01/2016 , 15:00:00,823,10.39
80,30/01/2016 , 15:05:00,823,10.39
81,30/01/2016 , 15:10:00,823,10.39
82,30/01/2016 , 15:15:00,823,10.39
83,30/01/2016 , 15:20:00,823,10.39
84,30/01/2016 , 15:25:00,823,10.39
85,30/01/2016 , 15:30:00,823,10.39
86,30/01/2016 , 15:35:00,822,10.32
87,30/01/2016 , 15:40:00,822,10.32
88,30/01/2016 , 15:45:00,822,10.32
89,30/01/2016 , 15:50:00,822,10.32
90,30/01/2016 , 15:55:00,822,10.32
91,30/01/2016 , 16:00:00,821,10.26
92,30/01/2016 , 16:05:00,821,10.26
93,30/01/2016 , 16:10:00,821,10.26
94,30/01/2016 , 16:15:00,821,10.26
95,30/01/2016 , 16:20:00,821,10.26
96,30/01/2016 , 16:25:00,821,10.26
97,30/01/2016 , 16:30:00,821,10.26
98,30/01/2016 , 16:35:00,821,10.26
99,30/01/2016 , 16:40:00,821,10.26
100,30/01/2016 , 16:45:00,821,10.26
101,30/01/2016 , 16:50:00,821,10.26
102,30/01/2016 , 16:55:00,821,10.26
103,30/01/2016 , 17:00:00,821,10.26
104,30/01/2016 , 17:05:00,821,10.26
105,30/01/2016 , 17:10:00,820,10.19
106,30/01/2016 , 17:15:00,820,10.19
107,30/01/2016 , 17:20:00,820,10.19
108,30/01/2016 , 17:25:00,820,10.19
109,30/01/2016 , 17:30:00,820,10.19
110,30/01/2016 , 17:35:00,820,10.19
111,30/01/2016 , 17:40:00,820,10.19
112,30/01/2016 , 17:45:00,820,10.19
113,30/01/2016 , 17:50:00,820,10.19
114,30/01/2016 , 17:55:00,820,10.19
115,30/01/2016 , 18:00:00,820,10.19
116,30/01/2016 , 18:05:00,820,10.19
117,30/01/2016 , 18:10:00,820,10.19
118,30/01/2016 , 18:15:00,820,10.19
119,30/01/2016 , 18:20:00,820,10.19
120,30/01/2016 , 18:25:00,820,10.19
121,30/01/2016 , 18:30:00,820,10.19
122,30/01/2016 , 18:35:00,820,10.19
123,30/01/2016 , 18:40:00,820,10.19
124,30/01/2016 , 18:45:00,820,10.19
125,30/01/2016 , 18:50:00,820,10.19
126,30/01/2016 , 18:55:00,820,10.19
127,30/01/2016 , 19:00:00,820,10.19
128,30/01/2016 , 19:05:00,820,10.19
129,30/01/2016 , 19:10:00,820,10.19
130,30/01/2016 , 19:15:00,820,10.19
131,30/01/2016 , 19:20:00,820,10.19
132,30/01/2016 , 19:25:00,820,10.19
133,30/01/2016 , 19:30:00,820,10.19
134,30/01/2016 , 19:35:00,820,10.19
135,30/01/2016 , 19:40:00,820,10.19
136,30/01/2016 , 19:45:00,820,10.19
137,30/01/2016 , 19:50:00,820,10.19
138,30/01/2016 , 19:55:00,820,10.19
139,30/01/2016 , 20:00:00,820,10.19
140,30/01/2016 , 20:05:00,820,10.19
141,30/01/2016 , 20:10:00,820,10.19
