Site Name,WLR110,,,
Site Number,110,,,
Logger,Capacitive Water Level,,,
Logger Serial Number,40023,,,
,,,,
,,,,
Scan No,Date and Time,Capacitive Water Level,,
,,RAW VALUE,CALIBRATED VALUE,
,,,,
1,23/01/2014,12:51:18,856,12.97
2,23/01/2014,13:06:18,856,12.71
3,23/01/2014,13:21:18,856,12.97
4,23/01/2014,13:36:18,856,12.97
5,23/01/2014,13:51:18,855,12.9
6,23/01/2014,14:06:18,854,12.84
7,23/01/2014,14:21:18,854,12.84
8,23/01/2014,14:36:18,854,12.84
9,23/01/2014,14:51:18,853,12.77
10,23/01/2014,15:06:18,853,12.77
11,23/01/2014,15:21:18,853,12.77
12,23/01/2014,15:36:18,853,12.77
13,23/01/2014,15:51:18,853,12.77
14,23/01/2014,16:06:18,853,12.77
15,23/01/2014,16:21:18,853,12.77
16,23/01/2014,16:36:18,852,12.71
17,23/01/2014,16:51:18,852,12.71
18,23/01/2014,17:06:18,853,12.77
19,23/01/2014,17:21:18,852,12.71
20,23/01/2014,17:36:18,853,12.77
21,23/01/2014,17:51:18,853,12.77
22,23/01/2014,18:06:18,853,12.77
23,23/01/2014,18:21:18,853,12.77
24,23/01/2014,18:36:18,854,12.84
25,23/01/2014,18:51:18,853,12.77
26,23/01/2014,19:06:18,854,12.84
27,23/01/2014,19:21:18,854,12.84
28,23/01/2014,19:36:18,854,12.84
29,23/01/2014,19:51:18,854,12.84
30,23/01/2014,20:06:18,854,12.84
31,23/01/2014,20:21:18,854,12.84
32,23/01/2014,20:36:18,854,12.84
33,23/01/2014,20:51:18,855,12.9
34,23/01/2014,21:06:18,854,12.84
35,23/01/2014,21:21:18,854,12.84
36,23/01/2014,21:36:18,855,12.9
37,23/01/2014,21:51:18,855,12.9
38,23/01/2014,22:06:18,855,12.9
39,23/01/2014,22:21:18,855,12.9
40,23/01/2014,22:36:18,855,12.9
41,23/01/2014,22:51:18,855,12.9
42,23/01/2014,23:06:18,855,12.9
43,23/01/2014,23:21:18,855,12.9
44,23/01/2014,23:36:18,856,12.97
45,23/01/2014,23:51:18,856,12.97
46,24/01/2014,00:06:18,856,12.97
47,24/01/2014,00:21:18,856,12.97
48,24/01/2014,00:36:18,856,12.97
49,24/01/2014,00:51:18,856,12.97
50,24/01/2014,01:06:18,856,12.97
51,24/01/2014,01:21:18,857,13.03
52,24/01/2014,01:36:18,856,12.97
53,24/01/2014,01:51:18,856,12.97
54,24/01/2014,02:06:18,856,12.97
55,24/01/2014,02:21:18,856,12.97
56,24/01/2014,02:36:18,856,12.97
57,24/01/2014,02:51:18,856,12.97
58,24/01/2014,03:06:18,856,12.97
59,24/01/2014,03:21:18,856,12.97
60,24/01/2014,03:36:18,856,12.97
61,24/01/2014,03:51:18,856,12.97
62,24/01/2014,04:06:18,856,12.97
63,24/01/2014,04:21:18,856,12.97
64,24/01/2014,04:36:18,856,12.97
65,24/01/2014,04:51:18,856,12.97
66,24/01/2014,05:06:18,856,12.97
67,24/01/2014,05:21:18,856,12.97
68,24/01/2014,05:36:18,856,12.97
69,24/01/2014,05:51:18,856,12.97
70,24/01/2014,06:06:18,856,12.97
71,24/01/2014,06:21:18,856,12.97
72,24/01/2014,06:36:18,856,12.97
73,24/01/2014,06:51:18,856,12.97
74,24/01/2014,07:06:18,856,12.97
75,24/01/2014,07:21:18,856,12.97
76,24/01/2014,07:36:18,856,12.97
77,24/01/2014,07:51:18,856,12.97
78,24/01/2014,08:06:18,857,13.03
79,24/01/2014,08:21:18,856,12.97
80,24/01/2014,08:36:18,855,12.9
81,24/01/2014,08:51:18,858,13.1
82,24/01/2014,09:06:18,858,13.1
83,24/01/2014,09:21:18,858,13.1
84,24/01/2014,09:36:18,858,13.1
85,24/01/2014,09:51:18,858,13.1
86,24/01/2014,10:06:18,858,13.1
87,24/01/2014,10:21:18,858,13.1
88,24/01/2014,10:36:18,857,13.03
89,24/01/2014,10:51:18,857,13.03
90,24/01/2014,11:06:18,857,13.03
91,24/01/2014,11:21:18,857,13.03
92,24/01/2014,11:36:18,857,13.03
93,24/01/2014,11:51:18,857,13.03
94,24/01/2014,12:06:18,856,12.97
95,24/01/2014,12:21:18,856,12.97
