Site Name ,WLR110
Site Number ,110
Logger ,Capacitive Water Level
Logger Serial Number ,40023


Scan No ,Date and Time,       Capacitive Water Level,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,10/04/2014 , 10:30:00,801,9.23
2,10/04/2014 , 10:35:00,801,9.1
3,10/04/2014 , 10:40:00,801,8.97
4,10/04/2014 , 10:45:00,801,8.97
5,10/04/2014 , 10:50:00,801,8.97
6,10/04/2014 , 10:55:00,801,8.97
7,10/04/2014 , 11:00:00,801,8.97
8,10/04/2014 , 11:05:00,801,8.97
9,10/04/2014 , 11:10:00,801,8.97
10,10/04/2014 , 11:15:00,800,8.9
11,10/04/2014 , 11:20:00,800,8.9
12,10/04/2014 , 11:25:00,800,8.9
13,10/04/2014 , 11:30:00,800,8.9
14,10/04/2014 , 11:35:00,800,8.9
15,10/04/2014 , 11:40:00,800,8.9
16,10/04/2014 , 11:45:00,800,8.9
17,10/04/2014 , 11:50:00,800,8.9
18,10/04/2014 , 11:55:00,800,8.9
19,10/04/2014 , 12:00:00,800,8.9
20,10/04/2014 , 12:05:00,800,8.9
21,10/04/2014 , 12:10:00,799,8.84
22,10/04/2014 , 12:15:00,799,8.84
23,10/04/2014 , 12:20:00,799,8.84
24,10/04/2014 , 12:25:00,799,8.84
25,10/04/2014 , 12:30:00,798,8.77
26,10/04/2014 , 12:35:00,798,8.77
27,10/04/2014 , 12:40:00,798,8.77
28,10/04/2014 , 12:45:00,798,8.77
29,10/04/2014 , 12:50:00,797,8.71
30,10/04/2014 , 12:55:00,797,8.71
31,10/04/2014 , 13:00:00,797,8.71
32,10/04/2014 , 13:05:00,797,8.71
33,10/04/2014 , 13:10:00,796,8.65
34,10/04/2014 , 13:15:00,796,8.65
35,10/04/2014 , 13:20:00,796,8.65
36,10/04/2014 , 13:25:00,796,8.65
37,10/04/2014 , 13:30:00,796,8.65
38,10/04/2014 , 13:35:00,796,8.65
39,10/04/2014 , 13:40:00,796,8.65
40,10/04/2014 , 13:45:00,796,8.65
41,10/04/2014 , 13:50:00,796,8.65
42,10/04/2014 , 13:55:00,796,8.65
43,10/04/2014 , 14:00:00,795,8.58
44,10/04/2014 , 14:05:00,795,8.58
45,10/04/2014 , 14:10:00,795,8.58
46,10/04/2014 , 14:15:00,795,8.58
47,10/04/2014 , 14:20:00,795,8.58
48,10/04/2014 , 14:25:00,795,8.58
49,10/04/2014 , 14:30:00,795,8.58
50,10/04/2014 , 14:35:00,795,8.58
51,10/04/2014 , 14:40:00,795,8.58
52,10/04/2014 , 14:45:00,795,8.58
53,10/04/2014 , 14:50:00,795,8.58
54,10/04/2014 , 14:55:00,795,8.58
55,10/04/2014 , 15:00:00,795,8.58
56,10/04/2014 , 15:05:00,795,8.58
57,10/04/2014 , 15:10:00,795,8.58
58,10/04/2014 , 15:15:00,795,8.58
59,10/04/2014 , 15:20:00,795,8.58
60,10/04/2014 , 15:25:00,794,8.52
61,10/04/2014 , 15:30:00,794,8.52
62,10/04/2014 , 15:35:00,794,8.52
63,10/04/2014 , 15:40:00,795,8.58
64,10/04/2014 , 15:45:00,795,8.58
65,10/04/2014 , 15:50:00,795,8.58
66,10/04/2014 , 15:55:00,794,8.52
67,10/04/2014 , 16:00:00,794,8.52
68,10/04/2014 , 16:05:00,794,8.52
69,10/04/2014 , 16:10:00,794,8.52
70,10/04/2014 , 16:15:00,794,8.52
71,10/04/2014 , 16:20:00,794,8.52
72,10/04/2014 , 16:25:00,794,8.52
73,10/04/2014 , 16:30:00,794,8.52
74,10/04/2014 , 16:35:00,794,8.52
75,10/04/2014 , 16:40:00,794,8.52
76,10/04/2014 , 16:45:00,794,8.52
77,10/04/2014 , 16:50:00,794,8.52
78,10/04/2014 , 16:55:00,794,8.52
79,10/04/2014 , 17:00:00,794,8.52
80,10/04/2014 , 17:05:00,794,8.52
81,10/04/2014 , 17:10:00,794,8.52
82,10/04/2014 , 17:15:00,793,8.45
83,10/04/2014 , 17:20:00,793,8.45
84,10/04/2014 , 17:25:00,793,8.45
85,10/04/2014 , 17:30:00,793,8.45
86,10/04/2014 , 17:35:00,793,8.45
87,10/04/2014 , 17:40:00,793,8.45
88,10/04/2014 , 17:45:00,793,8.45
89,10/04/2014 , 17:50:00,793,8.45
90,10/04/2014 , 17:55:00,793,8.45
91,10/04/2014 , 18:00:00,793,8.45
92,10/04/2014 , 18:05:00,793,8.45
93,10/04/2014 , 18:10:00,793,8.45
94,10/04/2014 , 18:15:00,793,8.45
95,10/04/2014 , 18:20:00,793,8.45
96,10/04/2014 , 18:25:00,793,8.45
97,10/04/2014 , 18:30:00,793,8.45
98,10/04/2014 , 18:35:00,793,8.45
99,10/04/2014 , 18:40:00,793,8.45
100,10/04/2014 , 18:45:00,793,8.45
101,10/04/2014 , 18:50:00,793,8.45
102,10/04/2014 , 18:55:00,793,8.45
