Site Name,WLR110,,,
Site Number,110,,,
Logger,Capacitive Water Level,,,
Logger Serial Number,40023,,,
,,,,
,,,,
Scan No,Date and Time,Capacitive Water Level,,
,,RAW VALUE,CALIBRATED VALUE,
,,,,
1,21/02/2015,11:05:00,840,11.03
2,21/02/2015,11:10:00,840,10.97
3,21/02/2015,11:15:00,840,10.97
4,21/02/2015,11:20:00,840,10.97
5,21/02/2015,11:25:00,840,10.97
6,21/02/2015,11:30:00,839,10.9
7,21/02/2015,11:35:00,840,10.97
8,21/02/2015,11:40:00,839,10.9
9,21/02/2015,11:45:00,839,10.9
10,21/02/2015,11:50:00,839,10.9
11,21/02/2015,11:55:00,839,10.9
12,21/02/2015,12:00:00,839,10.9
13,21/02/2015,12:05:00,839,10.9
14,21/02/2015,12:10:00,839,10.9
15,21/02/2015,12:15:00,839,10.9
16,21/02/2015,12:20:00,839,10.9
17,21/02/2015,12:25:00,839,10.9
18,21/02/2015,12:30:00,839,10.9
19,21/02/2015,12:35:00,839,10.9
20,21/02/2015,12:40:00,839,10.9
21,21/02/2015,12:45:00,839,10.9
22,21/02/2015,12:50:00,839,10.9
23,21/02/2015,12:55:00,839,10.9
24,21/02/2015,13:00:00,839,10.9
25,21/02/2015,13:05:00,839,10.9
26,21/02/2015,13:10:00,839,10.9
27,21/02/2015,13:15:00,839,10.9
28,21/02/2015,13:20:00,839,10.9
29,21/02/2015,13:25:00,839,10.9
30,21/02/2015,13:30:00,842,11.1
31,21/02/2015,13:35:00,841,11.03
32,21/02/2015,13:40:00,838,10.84
33,21/02/2015,13:45:00,839,10.9
34,21/02/2015,13:50:00,842,11.1
35,21/02/2015,13:55:00,842,11.1
36,21/02/2015,14:00:00,843,11.16
37,21/02/2015,14:05:00,844,11.23
38,21/02/2015,14:10:00,844,11.23
39,21/02/2015,14:15:00,844,11.23
40,21/02/2015,14:20:00,844,11.23
41,21/02/2015,14:25:00,844,11.23
42,21/02/2015,14:30:00,844,11.23
43,21/02/2015,14:35:00,844,11.23
44,21/02/2015,14:40:00,843,11.16
45,21/02/2015,14:45:00,841,11.03
46,21/02/2015,14:50:00,839,10.9
47,21/02/2015,14:55:00,839,10.9
48,21/02/2015,15:00:00,837,10.77
49,21/02/2015,15:05:00,839,10.9
50,21/02/2015,15:10:00,838,10.84
51,21/02/2015,15:15:00,837,10.77
52,21/02/2015,15:20:00,837,10.77
53,21/02/2015,15:25:00,837,10.77
54,21/02/2015,15:30:00,837,10.77
55,21/02/2015,15:35:00,837,10.77
56,21/02/2015,15:40:00,838,10.84
57,21/02/2015,15:45:00,837,10.77
58,21/02/2015,15:50:00,837,10.77
59,21/02/2015,15:55:00,839,10.9
60,21/02/2015,16:00:00,840,10.97
61,21/02/2015,16:05:00,839,10.9
62,21/02/2015,16:10:00,837,10.77
63,21/02/2015,16:15:00,835,10.65
64,21/02/2015,16:20:00,835,10.65
65,21/02/2015,16:25:00,835,10.65
66,21/02/2015,16:30:00,836,10.71
67,21/02/2015,16:35:00,835,10.65
68,21/02/2015,16:40:00,835,10.65
69,21/02/2015,16:45:00,835,10.65
70,21/02/2015,16:50:00,835,10.65
71,21/02/2015,16:55:00,835,10.65
72,21/02/2015,17:00:00,835,10.65
73,21/02/2015,17:05:00,835,10.65
74,21/02/2015,17:10:00,834,10.58
75,21/02/2015,17:15:00,834,10.58
76,21/02/2015,17:20:00,834,10.58
77,21/02/2015,17:25:00,834,10.58
78,21/02/2015,17:30:00,833,10.52
79,21/02/2015,17:35:00,833,10.52
80,21/02/2015,17:40:00,834,10.58
81,21/02/2015,17:45:00,834,10.58
82,21/02/2015,17:50:00,834,10.58
83,21/02/2015,17:55:00,834,10.58
84,21/02/2015,18:00:00,834,10.58
85,21/02/2015,18:05:00,834,10.58
86,21/02/2015,18:10:00,834,10.58
87,21/02/2015,18:15:00,834,10.58
88,21/02/2015,18:20:00,834,10.58
89,21/02/2015,18:25:00,834,10.58
90,21/02/2015,18:30:00,834,10.58
91,21/02/2015,18:35:00,834,10.58
92,21/02/2015,18:40:00,834,10.58
93,21/02/2015,18:45:00,834,10.58
94,21/02/2015,18:50:00,834,10.58
95,21/02/2015,18:55:00,834,10.58
