Site Name,WLR110,,,
Site Number,110,,,
Logger,Capacitive Water Level,,,
Logger Serial Number,40023,,,
,,,,
,,,,
Scan No,Date and Time,Capacitive Water Level,,
,,RAW VALUE,CALIBRATED VALUE,
,,,,
1,01/04/2014,15:50:00,798,8.39
2,01/04/2014,15:55:00,798,8.39
3,01/04/2014,16:00:00,798,8.39
4,01/04/2014,16:05:00,798,8.39
5,01/04/2014,16:10:00,798,8.39
6,01/04/2014,16:15:00,797,8.32
7,01/04/2014,16:20:00,798,8.39
8,01/04/2014,16:25:00,797,8.32
9,01/04/2014,16:30:00,797,8.32
10,01/04/2014,16:35:00,797,8.32
11,01/04/2014,16:40:00,797,8.32
12,01/04/2014,16:45:00,797,8.32
13,01/04/2014,16:50:00,797,8.32
14,01/04/2014,16:55:00,797,8.32
15,01/04/2014,17:00:00,797,8.32
16,01/04/2014,17:05:00,797,8.32
17,01/04/2014,17:10:00,797,8.32
18,01/04/2014,17:15:00,797,8.32
19,01/04/2014,17:20:00,797,8.32
20,01/04/2014,17:25:00,797,8.32
21,01/04/2014,17:30:00,797,8.32
22,01/04/2014,17:35:00,797,8.32
23,01/04/2014,17:40:00,797,8.32
24,01/04/2014,17:45:00,797,8.32
25,01/04/2014,17:50:00,798,8.39
26,01/04/2014,17:55:00,797,8.32
27,01/04/2014,18:00:00,797,8.32
28,01/04/2014,18:05:00,798,8.39
29,01/04/2014,18:10:00,797,8.32
30,01/04/2014,18:15:00,797,8.32
31,01/04/2014,18:20:00,797,8.32
32,01/04/2014,18:25:00,797,8.32
33,01/04/2014,18:30:00,797,8.32
34,01/04/2014,18:35:00,798,8.39
35,01/04/2014,18:40:00,798,8.39
36,01/04/2014,18:45:00,798,8.39
37,01/04/2014,18:50:00,798,8.39
38,01/04/2014,18:55:00,798,8.39
39,01/04/2014,19:00:00,798,8.39
40,01/04/2014,19:05:00,798,8.39
41,01/04/2014,19:10:00,798,8.39
42,01/04/2014,19:15:00,799,8.45
43,01/04/2014,19:20:00,799,8.45
44,01/04/2014,19:25:00,799,8.45
45,01/04/2014,19:30:00,799,8.45
46,01/04/2014,19:35:00,799,8.45
47,01/04/2014,19:40:00,799,8.45
48,01/04/2014,19:45:00,799,8.45
49,01/04/2014,19:50:00,800,8.52
50,01/04/2014,19:55:00,800,8.52
51,01/04/2014,20:00:00,801,8.58
52,01/04/2014,20:05:00,801,8.58
53,01/04/2014,20:10:00,801,8.58
54,01/04/2014,20:15:00,801,8.58
55,01/04/2014,20:20:00,802,8.65
56,01/04/2014,20:25:00,802,8.65
57,01/04/2014,20:30:00,801,8.58
58,01/04/2014,20:35:00,802,8.65
59,01/04/2014,20:40:00,802,8.65
60,01/04/2014,20:45:00,803,8.71
61,01/04/2014,20:50:00,802,8.65
62,01/04/2014,20:55:00,803,8.71
63,01/04/2014,21:00:00,803,8.71
64,01/04/2014,21:05:00,803,8.71
65,01/04/2014,21:10:00,803,8.71
66,01/04/2014,21:15:00,803,8.71
67,01/04/2014,21:20:00,803,8.71
68,01/04/2014,21:25:00,804,8.77
69,01/04/2014,21:30:00,804,8.77
70,01/04/2014,21:35:00,804,8.77
71,01/04/2014,21:40:00,804,8.77
72,01/04/2014,21:45:00,803,8.71
73,01/04/2014,21:50:00,804,8.77
74,01/04/2014,21:55:00,804,8.77
75,01/04/2014,22:00:00,804,8.77
76,01/04/2014,22:05:00,804,8.77
77,01/04/2014,22:10:00,804,8.77
78,01/04/2014,22:15:00,804,8.77
79,01/04/2014,22:20:00,804,8.77
80,01/04/2014,22:25:00,804,8.77
81,01/04/2014,22:30:00,804,8.77
82,01/04/2014,22:35:00,804,8.77
83,01/04/2014,22:40:00,804,8.77
84,01/04/2014,22:45:00,804,8.77
85,01/04/2014,22:50:00,804,8.77
86,01/04/2014,22:55:00,804,8.77
87,01/04/2014,23:00:00,804,8.77
88,01/04/2014,23:05:00,804,8.77
89,01/04/2014,23:10:00,804,8.77
90,01/04/2014,23:15:00,804,8.77
91,01/04/2014,23:20:00,804,8.77
92,01/04/2014,23:25:00,804,8.77
93,01/04/2014,23:30:00,804,8.77
94,01/04/2014,23:35:00,804,8.77
95,01/04/2014,23:40:00,804,8.77
