Site Name ,WLR110
Site Number ,110
Logger ,Capacitive Water Level
Logger Serial Number ,40023


Scan No ,Date and Time,       Capacitive Water Level,        ,
114,23/04/2016 , 21:25:00,749,5.61
115,23/04/2016 , 21:30:00,749,5.61
116,23/04/2016 , 21:35:00,749,5.61
117,23/04/2016 , 21:40:00,749,5.61
118,23/04/2016 , 21:45:00,749,5.61
119,23/04/2016 , 21:50:00,749,5.61
120,23/04/2016 , 21:55:00,749,5.61
121,23/04/2016 , 22:00:00,749,5.61
122,23/04/2016 , 22:05:00,749,5.61
123,23/04/2016 , 22:10:00,749,5.61
124,23/04/2016 , 22:15:00,749,5.61
125,23/04/2016 , 22:20:00,749,5.61
126,23/04/2016 , 22:25:00,749,5.61
127,23/04/2016 , 22:30:00,749,5.61
128,23/04/2016 , 22:35:00,749,5.61
129,23/04/2016 , 22:40:00,749,5.61
130,23/04/2016 , 22:45:00,749,5.61
131,23/04/2016 , 22:50:00,749,5.61
132,23/04/2016 , 22:55:00,750,5.68
133,23/04/2016 , 23:00:00,750,5.68
134,23/04/2016 , 23:05:00,750,5.68
135,23/04/2016 , 23:10:00,750,5.68
136,23/04/2016 , 23:15:00,750,5.68
137,23/04/2016 , 23:20:00,750,5.68
138,23/04/2016 , 23:25:00,750,5.68
139,23/04/2016 , 23:30:00,750,5.68
140,23/04/2016 , 23:35:00,750,5.68
141,23/04/2016 , 23:40:00,750,5.68
142,23/04/2016 , 23:45:00,750,5.68
143,23/04/2016 , 23:50:00,750,5.68
144,23/04/2016 , 23:55:00,750,5.68
145,23/04/2016 , 24:00:00,750,5.68
146,24/04/2016 , 00:05:00,750,5.68
147,24/04/2016 , 00:10:00,750,5.68
148,24/04/2016 , 00:15:00,750,5.68
149,24/04/2016 , 00:20:00,750,5.68
150,24/04/2016 , 00:25:00,750,5.68
151,24/04/2016 , 00:30:00,750,5.68
152,24/04/2016 , 00:35:00,750,5.68
153,24/04/2016 , 00:40:00,750,5.68
154,24/04/2016 , 00:45:00,750,5.68
155,24/04/2016 , 00:50:00,750,5.68
156,24/04/2016 , 00:55:00,750,5.68
157,24/04/2016 , 01:00:00,750,5.68
158,24/04/2016 , 01:05:00,750,5.68
159,24/04/2016 , 01:10:00,750,5.68
160,24/04/2016 , 01:15:00,750,5.68
161,24/04/2016 , 01:20:00,750,5.68
162,24/04/2016 , 01:25:00,751,5.74
163,24/04/2016 , 01:30:00,751,5.74
164,24/04/2016 , 01:35:00,751,5.74
165,24/04/2016 , 01:40:00,751,5.74
166,24/04/2016 , 01:45:00,751,5.74
167,24/04/2016 , 01:50:00,751,5.74
168,24/04/2016 , 01:55:00,751,5.74
169,24/04/2016 , 02:00:00,751,5.74
170,24/04/2016 , 02:05:00,751,5.74
171,24/04/2016 , 02:10:00,751,5.74
172,24/04/2016 , 02:15:00,751,5.74
173,24/04/2016 , 02:20:00,751,5.74
174,24/04/2016 , 02:25:00,751,5.74
175,24/04/2016 , 02:30:00,751,5.74
176,24/04/2016 , 02:35:00,751,5.74
177,24/04/2016 , 02:40:00,751,5.74
178,24/04/2016 , 02:45:00,751,5.74
179,24/04/2016 , 02:50:00,751,5.74
180,24/04/2016 , 02:55:00,751,5.74
181,24/04/2016 , 03:00:00,751,5.74
182,24/04/2016 , 03:05:00,751,5.74
183,24/04/2016 , 03:10:00,751,5.74
184,24/04/2016 , 03:15:00,751,5.74
185,24/04/2016 , 03:20:00,751,5.74
186,24/04/2016 , 03:25:00,751,5.74
187,24/04/2016 , 03:30:00,751,5.74
188,24/04/2016 , 03:35:00,751,5.74
189,24/04/2016 , 03:40:00,751,5.74
190,24/04/2016 , 03:45:00,751,5.74
191,24/04/2016 , 03:50:00,751,5.74
192,24/04/2016 , 03:55:00,751,5.74
193,24/04/2016 , 04:00:00,751,5.74
194,24/04/2016 , 04:05:00,751,5.74
195,24/04/2016 , 04:10:00,751,5.74
196,24/04/2016 , 04:15:00,751,5.74
197,24/04/2016 , 04:20:00,751,5.74
198,24/04/2016 , 04:25:00,751,5.74
199,24/04/2016 , 04:30:00,751,5.74
200,24/04/2016 , 04:35:00,751,5.74
201,24/04/2016 , 04:40:00,751,5.74
202,24/04/2016 , 04:45:00,751,5.74
203,24/04/2016 , 04:50:00,751,5.74
204,24/04/2016 , 04:55:00,751,5.74
205,24/04/2016 , 05:00:00,751,5.74
206,24/04/2016 , 05:05:00,751,5.74
207,24/04/2016 , 05:10:00,751,5.74
208,24/04/2016 , 05:15:00,751,5.74
209,24/04/2016 , 05:20:00,751,5.74
210,24/04/2016 , 05:25:00,751,5.74
211,24/04/2016 , 05:30:00,751,5.74
212,24/04/2016 , 05:35:00,751,5.74
213,24/04/2016 , 05:40:00,751,5.74
214,24/04/2016 , 05:45:00,751,5.74
215,24/04/2016 , 05:50:00,751,5.74
216,24/04/2016 , 05:55:00,751,5.74
217,24/04/2016 , 06:00:00,751,5.74
218,24/04/2016 , 06:05:00,751,5.74
219,24/04/2016 , 06:10:00,751,5.74
220,24/04/2016 , 06:15:00,751,5.74
221,24/04/2016 , 06:20:00,751,5.74
222,24/04/2016 , 06:25:00,751,5.74
223,24/04/2016 , 06:30:00,751,5.74
224,24/04/2016 , 06:35:00,751,5.74
225,24/04/2016 , 06:40:00,752,5.81
226,24/04/2016 , 06:45:00,752,5.81
227,24/04/2016 , 06:50:00,752,5.81
228,24/04/2016 , 06:55:00,752,5.81
229,24/04/2016 , 07:00:00,752,5.81
230,24/04/2016 , 07:05:00,752,5.81
231,24/04/2016 , 07:10:00,752,5.81
232,24/04/2016 , 07:15:00,752,5.81
233,24/04/2016 , 07:20:00,752,5.81
234,24/04/2016 , 07:25:00,752,5.81
235,24/04/2016 , 07:30:00,753,5.87
236,24/04/2016 , 07:35:00,753,5.87
237,24/04/2016 , 07:40:00,753,5.87
238,24/04/2016 , 07:45:00,753,5.87
239,24/04/2016 , 07:50:00,754,5.94
240,24/04/2016 , 07:55:00,753,5.87
241,24/04/2016 , 08:00:00,754,5.94
242,24/04/2016 , 08:05:00,754,5.94
243,24/04/2016 , 08:10:00,754,5.94
244,24/04/2016 , 08:15:00,754,5.94
245,24/04/2016 , 08:20:00,754,5.94
246,24/04/2016 , 08:25:00,754,5.94
247,24/04/2016 , 08:30:00,754,5.94
248,24/04/2016 , 08:35:00,754,5.94
249,24/04/2016 , 08:40:00,754,5.94
250,24/04/2016 , 08:45:00,754,5.94
251,24/04/2016 , 08:50:00,754,5.94
252,24/04/2016 , 08:55:00,754,5.94
253,24/04/2016 , 09:00:00,754,5.94
254,24/04/2016 , 09:05:00,754,5.94
255,24/04/2016 , 09:10:00,754,5.94
256,24/04/2016 , 09:15:00,753,5.87
257,24/04/2016 , 09:20:00,753,5.87
258,24/04/2016 , 09:25:00,753,5.87
259,24/04/2016 , 09:30:00,753,5.87
260,24/04/2016 , 09:35:00,753,5.87
261,24/04/2016 , 09:40:00,753,5.87
262,24/04/2016 , 09:45:00,753,5.87
263,24/04/2016 , 09:50:00,753,5.87
264,24/04/2016 , 09:55:00,753,5.87
265,24/04/2016 , 10:00:00,753,5.87
266,24/04/2016 , 10:05:00,753,5.87
267,24/04/2016 , 10:10:00,753,5.87
268,24/04/2016 , 10:15:00,753,5.87
269,24/04/2016 , 10:20:00,753,5.87
270,24/04/2016 , 10:25:00,753,5.87
271,24/04/2016 , 10:30:00,752,5.81
272,24/04/2016 , 10:35:00,752,5.81
273,24/04/2016 , 10:40:00,752,5.81
274,24/04/2016 , 10:45:00,752,5.81
275,24/04/2016 , 10:50:00,752,5.81
276,24/04/2016 , 10:55:00,752,5.81
277,24/04/2016 , 11:00:00,752,5.81
278,24/04/2016 , 11:05:00,752,5.81
279,24/04/2016 , 11:10:00,752,5.81
280,24/04/2016 , 11:15:00,752,5.81
281,24/04/2016 , 11:20:00,751,5.74
282,24/04/2016 , 11:25:00,751,5.74
283,24/04/2016 , 11:30:00,751,5.74
284,24/04/2016 , 11:35:00,751,5.74
285,24/04/2016 , 11:40:00,751,5.74
286,24/04/2016 , 11:45:00,751,5.74
287,24/04/2016 , 11:50:00,751,5.74
288,24/04/2016 , 11:55:00,750,5.68
289,24/04/2016 , 12:00:00,750,5.68
290,24/04/2016 , 12:05:00,750,5.68
291,24/04/2016 , 12:10:00,750,5.68
292,24/04/2016 , 12:15:00,749,5.61
293,24/04/2016 , 12:20:00,749,5.61
294,24/04/2016 , 12:25:00,748,5.55
295,24/04/2016 , 12:30:00,748,5.55
296,24/04/2016 , 12:35:00,748,5.55
297,24/04/2016 , 12:40:00,748,5.55
298,24/04/2016 , 12:45:00,748,5.55
299,24/04/2016 , 12:50:00,747,5.48
300,24/04/2016 , 12:55:00,747,5.48
301,24/04/2016 , 13:00:00,747,5.48
302,24/04/2016 , 13:05:00,747,5.48
303,24/04/2016 , 13:10:00,747,5.48
304,24/04/2016 , 13:15:00,747,5.48
305,24/04/2016 , 13:20:00,747,5.48
306,24/04/2016 , 13:25:00,747,5.48
307,24/04/2016 , 13:30:00,747,5.48
308,24/04/2016 , 13:35:00,746,5.42
309,24/04/2016 , 13:40:00,746,5.42
310,24/04/2016 , 13:45:00,746,5.42
311,24/04/2016 , 13:50:00,747,5.48
312,24/04/2016 , 13:55:00,746,5.42
313,24/04/2016 , 14:00:00,746,5.42
314,24/04/2016 , 14:05:00,746,5.42
315,24/04/2016 , 14:10:00,746,5.42
316,24/04/2016 , 14:15:00,746,5.42
317,24/04/2016 , 14:20:00,746,5.42
318,24/04/2016 , 14:25:00,746,5.42
319,24/04/2016 , 14:30:00,746,5.42
320,24/04/2016 , 14:35:00,746,5.42
321,24/04/2016 , 14:40:00,746,5.42
322,24/04/2016 , 14:45:00,745,5.35
323,24/04/2016 , 14:50:00,745,5.35
324,24/04/2016 , 14:55:00,746,5.42
325,24/04/2016 , 15:00:00,746,5.42
326,24/04/2016 , 15:05:00,745,5.35
327,24/04/2016 , 15:10:00,745,5.35
328,24/04/2016 , 15:15:00,745,5.35
329,24/04/2016 , 15:20:00,745,5.35
330,24/04/2016 , 15:25:00,745,5.35
331,24/04/2016 , 15:30:00,745,5.35
332,24/04/2016 , 15:35:00,745,5.35
333,24/04/2016 , 15:40:00,745,5.35
334,24/04/2016 , 15:45:00,745,5.35
335,24/04/2016 , 15:50:00,745,5.35
336,24/04/2016 , 15:55:00,745,5.35
337,24/04/2016 , 16:00:00,745,5.35
338,24/04/2016 , 16:05:00,745,5.35
339,24/04/2016 , 16:10:00,745,5.35
340,24/04/2016 , 16:15:00,745,5.35
341,24/04/2016 , 16:20:00,745,5.35
342,24/04/2016 , 16:25:00,745,5.35
343,24/04/2016 , 16:30:00,745,5.35
344,24/04/2016 , 16:35:00,745,5.35
345,24/04/2016 , 16:40:00,745,5.35
346,24/04/2016 , 16:45:00,745,5.35
347,24/04/2016 , 16:50:00,745,5.35
348,24/04/2016 , 16:55:00,745,5.35
349,24/04/2016 , 17:00:00,745,5.35
350,24/04/2016 , 17:05:00,745,5.35
351,24/04/2016 , 17:10:00,745,5.35
352,24/04/2016 , 17:15:00,745,5.35
353,24/04/2016 , 17:20:00,745,5.35
354,24/04/2016 , 17:25:00,745,5.35
355,24/04/2016 , 17:30:00,745,5.35
356,24/04/2016 , 17:35:00,745,5.35
357,24/04/2016 , 17:40:00,745,5.35
358,24/04/2016 , 17:45:00,745,5.35
359,24/04/2016 , 17:50:00,745,5.35
360,24/04/2016 , 17:55:00,745,5.35
361,24/04/2016 , 18:00:00,745,5.35
362,24/04/2016 , 18:05:00,745,5.35
363,24/04/2016 , 18:10:00,745,5.35
364,24/04/2016 , 18:15:00,745,5.35
365,24/04/2016 , 18:20:00,746,5.42
366,24/04/2016 , 18:25:00,746,5.42
367,24/04/2016 , 18:30:00,746,5.42
368,24/04/2016 , 18:35:00,746,5.42
369,24/04/2016 , 18:40:00,746,5.42
370,24/04/2016 , 18:45:00,747,5.48
371,24/04/2016 , 18:50:00,747,5.48
372,24/04/2016 , 18:55:00,746,5.42
373,24/04/2016 , 19:00:00,746,5.42
374,24/04/2016 , 19:05:00,746,5.42
375,24/04/2016 , 19:10:00,746,5.42
376,24/04/2016 , 19:15:00,747,5.48
377,24/04/2016 , 19:20:00,746,5.42
378,24/04/2016 , 19:25:00,746,5.42
379,24/04/2016 , 19:30:00,747,5.48
380,24/04/2016 , 19:35:00,747,5.48
381,24/04/2016 , 19:40:00,747,5.48
382,24/04/2016 , 19:45:00,747,5.48
383,24/04/2016 , 19:50:00,747,5.48
384,24/04/2016 , 19:55:00,747,5.48
385,24/04/2016 , 20:00:00,747,5.48
386,24/04/2016 , 20:05:00,747,5.48
387,24/04/2016 , 20:10:00,748,5.55
388,24/04/2016 , 20:15:00,747,5.48
389,24/04/2016 , 20:20:00,747,5.48
390,24/04/2016 , 20:25:00,748,5.55
391,24/04/2016 , 20:30:00,748,5.55
392,24/04/2016 , 20:35:00,748,5.55
393,24/04/2016 , 20:40:00,748,5.55
394,24/04/2016 , 20:45:00,748,5.55
395,24/04/2016 , 20:50:00,748,5.55
396,24/04/2016 , 20:55:00,748,5.55
397,24/04/2016 , 21:00:00,748,5.55
398,24/04/2016 , 21:05:00,749,5.61
399,24/04/2016 , 21:10:00,749,5.61
400,24/04/2016 , 21:15:00,749,5.61
401,24/04/2016 , 21:20:00,749,5.61
402,24/04/2016 , 21:25:00,748,5.55
403,24/04/2016 , 21:30:00,748,5.55
404,24/04/2016 , 21:35:00,748,5.55
405,24/04/2016 , 21:40:00,748,5.55
406,24/04/2016 , 21:45:00,749,5.61
407,24/04/2016 , 21:50:00,748,5.55
408,24/04/2016 , 21:55:00,748,5.55
409,24/04/2016 , 22:00:00,749,5.61
410,24/04/2016 , 22:05:00,748,5.55
411,24/04/2016 , 22:10:00,748,5.55
412,24/04/2016 , 22:15:00,748,5.55
413,24/04/2016 , 22:20:00,749,5.61
414,24/04/2016 , 22:25:00,748,5.55
415,24/04/2016 , 22:30:00,748,5.55
416,24/04/2016 , 22:35:00,748,5.55
417,24/04/2016 , 22:40:00,749,5.61
418,24/04/2016 , 22:45:00,748,5.55
419,24/04/2016 , 22:50:00,748,5.55
420,24/04/2016 , 22:55:00,748,5.55
421,24/04/2016 , 23:00:00,748,5.55
422,24/04/2016 , 23:05:00,749,5.61
423,24/04/2016 , 23:10:00,749,5.61
424,24/04/2016 , 23:15:00,749,5.61
425,24/04/2016 , 23:20:00,749,5.61
426,24/04/2016 , 23:25:00,749,5.61
427,24/04/2016 , 23:30:00,749,5.61
428,24/04/2016 , 23:35:00,749,5.61
429,24/04/2016 , 23:40:00,749,5.61
430,24/04/2016 , 23:45:00,749,5.61
431,24/04/2016 , 23:50:00,749,5.61
432,24/04/2016 , 23:55:00,749,5.61
433,24/04/2016 , 24:00:00,750,5.68
434,25/04/2016 , 00:05:00,750,5.68
435,25/04/2016 , 00:10:00,750,5.68
436,25/04/2016 , 00:15:00,750,5.68
437,25/04/2016 , 00:20:00,750,5.68
438,25/04/2016 , 00:25:00,750,5.68
439,25/04/2016 , 00:30:00,750,5.68
440,25/04/2016 , 00:35:00,750,5.68
441,25/04/2016 , 00:40:00,750,5.68
442,25/04/2016 , 00:45:00,751,5.74
443,25/04/2016 , 00:50:00,751,5.74
444,25/04/2016 , 00:55:00,751,5.74
445,25/04/2016 , 01:00:00,751,5.74
446,25/04/2016 , 01:05:00,751,5.74
447,25/04/2016 , 01:10:00,751,5.74
448,25/04/2016 , 01:15:00,751,5.74
449,25/04/2016 , 01:20:00,751,5.74
450,25/04/2016 , 01:25:00,751,5.74
451,25/04/2016 , 01:30:00,751,5.74
452,25/04/2016 , 01:35:00,751,5.74
453,25/04/2016 , 01:40:00,751,5.74
454,25/04/2016 , 01:45:00,751,5.74
455,25/04/2016 , 01:50:00,751,5.74
456,25/04/2016 , 01:55:00,751,5.74
457,25/04/2016 , 02:00:00,751,5.74
458,25/04/2016 , 02:05:00,751,5.74
459,25/04/2016 , 02:10:00,751,5.74
460,25/04/2016 , 02:15:00,751,5.74
461,25/04/2016 , 02:20:00,751,5.74
462,25/04/2016 , 02:25:00,751,5.74
463,25/04/2016 , 02:30:00,751,5.74
464,25/04/2016 , 02:35:00,751,5.74
465,25/04/2016 , 02:40:00,751,5.74
466,25/04/2016 , 02:45:00,751,5.74
467,25/04/2016 , 02:50:00,751,5.74
468,25/04/2016 , 02:55:00,751,5.74
469,25/04/2016 , 03:00:00,752,5.81
470,25/04/2016 , 03:05:00,752,5.81
471,25/04/2016 , 03:10:00,751,5.74
472,25/04/2016 , 03:15:00,751,5.74
473,25/04/2016 , 03:20:00,752,5.81
474,25/04/2016 , 03:25:00,752,5.81
475,25/04/2016 , 03:30:00,752,5.81
476,25/04/2016 , 03:35:00,752,5.81
477,25/04/2016 , 03:40:00,752,5.81
478,25/04/2016 , 03:45:00,752,5.81
479,25/04/2016 , 03:50:00,752,5.81
480,25/04/2016 , 03:55:00,752,5.81
481,25/04/2016 , 04:00:00,752,5.81
482,25/04/2016 , 04:05:00,752,5.81
483,25/04/2016 , 04:10:00,752,5.81
484,25/04/2016 , 04:15:00,752,5.81
485,25/04/2016 , 04:20:00,752,5.81
486,25/04/2016 , 04:25:00,752,5.81
487,25/04/2016 , 04:30:00,752,5.81
488,25/04/2016 , 04:35:00,752,5.81
489,25/04/2016 , 04:40:00,752,5.81
490,25/04/2016 , 04:45:00,752,5.81
491,25/04/2016 , 04:50:00,752,5.81
492,25/04/2016 , 04:55:00,752,5.81
493,25/04/2016 , 05:00:00,752,5.81
494,25/04/2016 , 05:05:00,752,5.81
495,25/04/2016 , 05:10:00,752,5.81
496,25/04/2016 , 05:15:00,752,5.81
497,25/04/2016 , 05:20:00,752,5.81
498,25/04/2016 , 05:25:00,752,5.81
499,25/04/2016 , 05:30:00,752,5.81
500,25/04/2016 , 05:35:00,752,5.81
501,25/04/2016 , 05:40:00,752,5.81
502,25/04/2016 , 05:45:00,752,5.81
503,25/04/2016 , 05:50:00,752,5.81
504,25/04/2016 , 05:55:00,752,5.81
505,25/04/2016 , 06:00:00,752,5.81
506,25/04/2016 , 06:05:00,752,5.81
507,25/04/2016 , 06:10:00,752,5.81
508,25/04/2016 , 06:15:00,752,5.81
509,25/04/2016 , 06:20:00,752,5.81
510,25/04/2016 , 06:25:00,752,5.81
511,25/04/2016 , 06:30:00,752,5.81
512,25/04/2016 , 06:35:00,752,5.81
513,25/04/2016 , 06:40:00,752,5.81
514,25/04/2016 , 06:45:00,752,5.81
515,25/04/2016 , 06:50:00,752,5.81
516,25/04/2016 , 06:55:00,752,5.81
517,25/04/2016 , 07:00:00,752,5.81
518,25/04/2016 , 07:05:00,752,5.81
519,25/04/2016 , 07:10:00,752,5.81
520,25/04/2016 , 07:15:00,752,5.81
521,25/04/2016 , 07:20:00,753,5.87
522,25/04/2016 , 07:25:00,753,5.87
523,25/04/2016 , 07:30:00,753,5.87
524,25/04/2016 , 07:35:00,753,5.87
525,25/04/2016 , 07:40:00,753,5.87
526,25/04/2016 , 07:45:00,753,5.87
527,25/04/2016 , 07:50:00,753,5.87
528,25/04/2016 , 07:55:00,753,5.87
529,25/04/2016 , 08:00:00,753,5.87
530,25/04/2016 , 08:05:00,753,5.87
531,25/04/2016 , 08:10:00,754,5.94
532,25/04/2016 , 08:15:00,754,5.94
533,25/04/2016 , 08:20:00,754,5.94
534,25/04/2016 , 08:25:00,754,5.94
535,25/04/2016 , 08:30:00,754,5.94
536,25/04/2016 , 08:35:00,753,5.87
537,25/04/2016 , 08:40:00,753,5.87
538,25/04/2016 , 08:45:00,753,5.87
539,25/04/2016 , 08:50:00,753,5.87
540,25/04/2016 , 08:55:00,753,5.87
541,25/04/2016 , 09:00:00,753,5.87
542,25/04/2016 , 09:05:00,753,5.87
543,25/04/2016 , 09:10:00,752,5.81
544,25/04/2016 , 09:15:00,752,5.81
545,25/04/2016 , 09:20:00,752,5.81
546,25/04/2016 , 09:25:00,752,5.81
547,25/04/2016 , 09:30:00,752,5.81
548,25/04/2016 , 09:35:00,752,5.81
549,25/04/2016 , 09:40:00,752,5.81
550,25/04/2016 , 09:45:00,752,5.81
551,25/04/2016 , 09:50:00,752,5.81
552,25/04/2016 , 09:55:00,752,5.81
553,25/04/2016 , 10:00:00,752,5.81
554,25/04/2016 , 10:05:00,752,5.81
555,25/04/2016 , 10:10:00,752,5.81
556,25/04/2016 , 10:15:00,752,5.81
557,25/04/2016 , 10:20:00,752,5.81
558,25/04/2016 , 10:25:00,752,5.81
559,25/04/2016 , 10:30:00,752,5.81
560,25/04/2016 , 10:35:00,752,5.81
561,25/04/2016 , 10:40:00,752,5.81
562,25/04/2016 , 10:45:00,752,5.81
563,25/04/2016 , 10:50:00,752,5.81
564,25/04/2016 , 10:55:00,752,5.81
565,25/04/2016 , 11:00:00,752,5.81
566,25/04/2016 , 11:05:00,752,5.81
567,25/04/2016 , 11:10:00,751,5.74
568,25/04/2016 , 11:15:00,751,5.74
569,25/04/2016 , 11:20:00,751,5.74
570,25/04/2016 , 11:25:00,751,5.74
571,25/04/2016 , 11:30:00,751,5.74
572,25/04/2016 , 11:35:00,751,5.74
573,25/04/2016 , 11:40:00,751,5.74
574,25/04/2016 , 11:45:00,751,5.74
575,25/04/2016 , 11:50:00,751,5.74
576,25/04/2016 , 11:55:00,750,5.68
577,25/04/2016 , 12:00:00,750,5.68
578,25/04/2016 , 12:05:00,750,5.68
579,25/04/2016 , 12:10:00,749,5.61
580,25/04/2016 , 12:15:00,749,5.61
581,25/04/2016 , 12:20:00,749,5.61
582,25/04/2016 , 12:25:00,748,5.55
583,25/04/2016 , 12:30:00,748,5.55
584,25/04/2016 , 12:35:00,748,5.55
585,25/04/2016 , 12:40:00,748,5.55
586,25/04/2016 , 12:45:00,748,5.55
587,25/04/2016 , 12:50:00,747,5.48
588,25/04/2016 , 12:55:00,747,5.48
589,25/04/2016 , 13:00:00,747,5.48
590,25/04/2016 , 13:05:00,747,5.48
591,25/04/2016 , 13:10:00,747,5.48
592,25/04/2016 , 13:15:00,747,5.48
593,25/04/2016 , 13:20:00,746,5.42
594,25/04/2016 , 13:25:00,746,5.42
595,25/04/2016 , 13:30:00,746,5.42
596,25/04/2016 , 13:35:00,746,5.42
597,25/04/2016 , 13:40:00,745,5.35
598,25/04/2016 , 13:45:00,745,5.35
599,25/04/2016 , 13:50:00,745,5.35
600,25/04/2016 , 13:55:00,744,5.29
601,25/04/2016 , 14:00:00,744,5.29
602,25/04/2016 , 14:05:00,744,5.29
603,25/04/2016 , 14:10:00,744,5.29
604,25/04/2016 , 14:15:00,744,5.29
605,25/04/2016 , 14:20:00,744,5.29
606,25/04/2016 , 14:25:00,743,5.23
607,25/04/2016 , 14:30:00,743,5.23
608,25/04/2016 , 14:35:00,743,5.23
609,25/04/2016 , 14:40:00,743,5.23
610,25/04/2016 , 14:45:00,743,5.23
611,25/04/2016 , 14:50:00,743,5.23
