Site Name,WLR110,,,
Site Number,110,,,
Logger,Capacitive Water Level,,,
Logger Serial Number,40023,,,
,,,,
,,,,
Scan No,Date and Time,Capacitive Water Level,,
,,RAW VALUE,CALIBRATED VALUE,
,,,,
1,04/04/2015,12:10:00,806,8.9
2,04/04/2015,12:15:00,806,8.77
3,04/04/2015,12:20:00,807,8.84
4,04/04/2015,12:25:00,806,8.77
5,04/04/2015,12:30:00,805,8.71
6,04/04/2015,12:35:00,805,8.71
7,04/04/2015,12:40:00,805,8.71
8,04/04/2015,12:45:00,805,8.71
9,04/04/2015,12:50:00,805,8.71
10,04/04/2015,12:55:00,805,8.71
11,04/04/2015,13:00:00,805,8.71
12,04/04/2015,13:05:00,805,8.71
13,04/04/2015,13:10:00,804,8.65
14,04/04/2015,13:15:00,804,8.65
15,04/04/2015,13:20:00,805,8.71
16,04/04/2015,13:25:00,804,8.65
17,04/04/2015,13:30:00,803,8.58
18,04/04/2015,13:35:00,803,8.58
19,04/04/2015,13:40:00,803,8.58
20,04/04/2015,13:45:00,802,8.52
21,04/04/2015,13:50:00,803,8.58
22,04/04/2015,13:55:00,801,8.45
23,04/04/2015,14:00:00,801,8.45
24,04/04/2015,14:05:00,801,8.45
25,04/04/2015,14:10:00,801,8.45
26,04/04/2015,14:15:00,801,8.45
27,04/04/2015,14:20:00,801,8.45
28,04/04/2015,14:25:00,801,8.45
29,04/04/2015,14:30:00,800,8.39
30,04/04/2015,14:35:00,800,8.39
31,04/04/2015,14:40:00,800,8.39
32,04/04/2015,14:45:00,800,8.39
33,04/04/2015,14:50:00,800,8.39
34,04/04/2015,14:55:00,800,8.39
35,04/04/2015,15:00:00,799,8.32
36,04/04/2015,15:05:00,799,8.32
37,04/04/2015,15:10:00,799,8.32
38,04/04/2015,15:15:00,799,8.32
39,04/04/2015,15:20:00,799,8.32
40,04/04/2015,15:25:00,799,8.32
41,04/04/2015,15:30:00,799,8.32
42,04/04/2015,15:35:00,799,8.32
43,04/04/2015,15:40:00,799,8.32
44,04/04/2015,15:45:00,799,8.32
45,04/04/2015,15:50:00,799,8.32
46,04/04/2015,15:55:00,798,8.26
47,04/04/2015,16:00:00,800,8.39
48,04/04/2015,16:05:00,800,8.39
49,04/04/2015,16:10:00,800,8.39
50,04/04/2015,16:15:00,799,8.32
51,04/04/2015,16:20:00,798,8.26
52,04/04/2015,16:25:00,799,8.32
53,04/04/2015,16:30:00,798,8.26
54,04/04/2015,16:35:00,798,8.26
55,04/04/2015,16:40:00,798,8.26
56,04/04/2015,16:45:00,798,8.26
57,04/04/2015,16:50:00,798,8.26
58,04/04/2015,16:55:00,798,8.26
59,04/04/2015,17:00:00,798,8.26
60,04/04/2015,17:05:00,798,8.26
61,04/04/2015,17:10:00,798,8.26
62,04/04/2015,17:15:00,801,8.45
63,04/04/2015,17:20:00,799,8.32
64,04/04/2015,17:25:00,799,8.32
65,04/04/2015,17:30:00,800,8.39
66,04/04/2015,17:35:00,799,8.32
67,04/04/2015,17:40:00,799,8.32
68,04/04/2015,17:45:00,798,8.26
69,04/04/2015,17:50:00,798,8.26
70,04/04/2015,17:55:00,798,8.26
71,04/04/2015,18:00:00,798,8.26
72,04/04/2015,18:05:00,798,8.26
73,04/04/2015,18:10:00,799,8.32
74,04/04/2015,18:15:00,798,8.26
75,04/04/2015,18:20:00,798,8.26
76,04/04/2015,18:25:00,798,8.26
77,04/04/2015,18:30:00,798,8.26
78,04/04/2015,18:35:00,798,8.26
79,04/04/2015,18:40:00,799,8.32
80,04/04/2015,18:45:00,798,8.26
81,04/04/2015,18:50:00,800,8.39
82,04/04/2015,18:55:00,800,8.39
83,04/04/2015,19:00:00,802,8.52
84,04/04/2015,19:05:00,800,8.39
85,04/04/2015,19:10:00,801,8.45
86,04/04/2015,19:15:00,801,8.45
87,04/04/2015,19:20:00,800,8.39
88,04/04/2015,19:25:00,800,8.39
89,04/04/2015,19:30:00,800,8.39
90,04/04/2015,19:35:00,800,8.39
91,04/04/2015,19:40:00,800,8.39
92,04/04/2015,19:45:00,800,8.39
93,04/04/2015,19:50:00,800,8.39
94,04/04/2015,19:55:00,801,8.45
95,04/04/2015,20:00:00,801,8.45
