Site Name ,WLR110,,,,
Site Number ,110,,,,
Logger ,Capacitive Water Level,,,,
Logger Serial Number ,40023,,,,
,,,,
,,,,
Scan No ,Date and Time,       Capacitive Water Level,        ,,,,,
        ,        ,RAW VALUE ,CALIBRATED VALUE,,,,,
,,,,
1,31/01/2017 , 12:30:00,755,6
2,31/01/2017 , 12:35:00,755,6
3,31/01/2017 , 12:40:00,755,6
4,31/01/2017 , 12:45:00,755,6
5,31/01/2017 , 12:50:00,754,5.94
6,31/01/2017 , 12:55:00,754,5.94
7,31/01/2017 , 13:00:00,754,5.94
8,31/01/2017 , 13:05:00,754,5.94
9,31/01/2017 , 13:10:00,754,5.94
10,31/01/2017 , 13:15:00,754,5.94
11,31/01/2017 , 13:20:00,754,5.94
12,31/01/2017 , 13:25:00,754,5.94
13,31/01/2017 , 13:30:00,754,5.94
14,31/01/2017 , 13:35:00,754,5.94
15,31/01/2017 , 13:40:00,754,5.94
16,31/01/2017 , 13:45:00,753,5.87
17,31/01/2017 , 13:50:00,753,5.87
18,31/01/2017 , 13:55:00,753,5.87
19,31/01/2017 , 14:00:00,753,5.87
20,31/01/2017 , 14:05:00,749,5.61
21,31/01/2017 , 14:10:00,750,5.68
22,31/01/2017 , 14:15:00,750,5.68
23,31/01/2017 , 14:20:00,751,5.74
24,31/01/2017 , 14:25:00,751,5.74
25,31/01/2017 , 14:30:00,751,5.74
26,31/01/2017 , 14:35:00,751,5.74
27,31/01/2017 , 14:40:00,751,5.74
28,31/01/2017 , 14:45:00,750,5.68
29,31/01/2017 , 14:50:00,751,5.74
30,31/01/2017 , 14:55:00,751,5.74
31,31/01/2017 , 15:00:00,750,5.68
32,31/01/2017 , 15:05:00,750,5.68
33,31/01/2017 , 15:10:00,750,5.68
34,31/01/2017 , 15:15:00,748,5.55
35,31/01/2017 , 15:20:00,752,5.81
36,31/01/2017 , 15:25:00,751,5.74
37,31/01/2017 , 15:30:00,751,5.74
38,31/01/2017 , 15:35:00,751,5.74
39,31/01/2017 , 15:40:00,751,5.74
40,31/01/2017 , 15:45:00,750,5.68
41,31/01/2017 , 15:50:00,751,5.74
42,31/01/2017 , 15:55:00,751,5.74
43,31/01/2017 , 16:00:00,751,5.74
44,31/01/2017 , 16:05:00,751,5.74
45,31/01/2017 , 16:10:00,751,5.74
46,31/01/2017 , 16:15:00,751,5.74
47,31/01/2017 , 16:20:00,751,5.74
48,31/01/2017 , 16:25:00,751,5.74
49,31/01/2017 , 16:30:00,751,5.74
50,31/01/2017 , 16:35:00,751,5.74
51,31/01/2017 , 16:40:00,750,5.68
52,31/01/2017 , 16:45:00,750,5.68
53,31/01/2017 , 16:50:00,750,5.68
54,31/01/2017 , 16:55:00,750,5.68
55,31/01/2017 , 17:00:00,750,5.68
56,31/01/2017 , 17:05:00,750,5.68
57,31/01/2017 , 17:10:00,750,5.68
58,31/01/2017 , 17:15:00,750,5.68
59,31/01/2017 , 17:20:00,750,5.68
60,31/01/2017 , 17:25:00,750,5.68
61,31/01/2017 , 17:30:00,750,5.68
62,31/01/2017 , 17:35:00,750,5.68
63,31/01/2017 , 17:40:00,750,5.68
64,31/01/2017 , 17:45:00,749,5.61
65,31/01/2017 , 17:50:00,749,5.61
66,31/01/2017 , 17:55:00,749,5.61
67,31/01/2017 , 18:00:00,749,5.61
68,31/01/2017 , 18:05:00,749,5.61
69,31/01/2017 , 18:10:00,749,5.61
70,31/01/2017 , 18:15:00,749,5.61
71,31/01/2017 , 18:20:00,749,5.61
72,31/01/2017 , 18:25:00,749,5.61
73,31/01/2017 , 18:30:00,749,5.61
74,31/01/2017 , 18:35:00,749,5.61
75,31/01/2017 , 18:40:00,749,5.61
76,31/01/2017 , 18:45:00,749,5.61
77,31/01/2017 , 18:50:00,749,5.61
78,31/01/2017 , 18:55:00,749,5.61
79,31/01/2017 , 19:00:00,749,5.61
80,31/01/2017 , 19:05:00,749,5.61
81,31/01/2017 , 19:10:00,749,5.61
82,31/01/2017 , 19:15:00,749,5.61
83,31/01/2017 , 19:20:00,746,5.42
84,31/01/2017 , 19:25:00,747,5.48
85,31/01/2017 , 19:30:00,748,5.55
86,31/01/2017 , 19:35:00,747,5.48
87,31/01/2017 , 19:40:00,747,5.48
88,31/01/2017 , 19:45:00,747,5.48
89,31/01/2017 , 19:50:00,747,5.48
90,31/01/2017 , 19:55:00,747,5.48
91,31/01/2017 , 20:00:00,747,5.48
92,31/01/2017 , 20:05:00,747,5.48
93,31/01/2017 , 20:10:00,747,5.48
94,31/01/2017 , 20:15:00,747,5.48
95,31/01/2017 , 20:20:00,747,5.48
96,31/01/2017 , 20:25:00,747,5.48
97,31/01/2017 , 20:30:00,747,5.48
98,31/01/2017 , 20:35:00,747,5.48
99,31/01/2017 , 20:40:00,748,5.55
100,31/01/2017 , 20:45:00,747,5.48
101,31/01/2017 , 20:50:00,748,5.55
