Site Name ,WLR110
Site Number ,110
Logger ,Capacitive Water Level
Logger Serial Number ,40023


Scan No ,Date and Time,       Capacitive Water Level,        ,
104,30/05/2016 , 21:40:00,751,5.74
105,30/05/2016 , 21:45:00,751,5.74
106,30/05/2016 , 21:50:00,751,5.74
107,30/05/2016 , 21:55:00,751,5.74
108,30/05/2016 , 22:00:00,751,5.74
109,30/05/2016 , 22:05:00,751,5.74
110,30/05/2016 , 22:10:00,750,5.68
111,30/05/2016 , 22:15:00,750,5.68
112,30/05/2016 , 22:20:00,750,5.68
113,30/05/2016 , 22:25:00,750,5.68
114,30/05/2016 , 22:30:00,751,5.74
115,30/05/2016 , 22:35:00,750,5.68
116,30/05/2016 , 22:40:00,750,5.68
117,30/05/2016 , 22:45:00,750,5.68
118,30/05/2016 , 22:50:00,750,5.68
119,30/05/2016 , 22:55:00,750,5.68
120,30/05/2016 , 23:00:00,750,5.68
121,30/05/2016 , 23:05:00,750,5.68
122,30/05/2016 , 23:10:00,750,5.68
123,30/05/2016 , 23:15:00,750,5.68
124,30/05/2016 , 23:20:00,750,5.68
125,30/05/2016 , 23:25:00,750,5.68
126,30/05/2016 , 23:30:00,750,5.68
127,30/05/2016 , 23:35:00,750,5.68
128,30/05/2016 , 23:40:00,750,5.68
129,30/05/2016 , 23:45:00,749,5.61
130,30/05/2016 , 23:50:00,749,5.61
131,30/05/2016 , 23:55:00,749,5.61
132,30/05/2016 , 24:00:00,749,5.61
133,31/05/2016 , 00:05:00,749,5.61
134,31/05/2016 , 00:10:00,749,5.61
135,31/05/2016 , 00:15:00,749,5.61
136,31/05/2016 , 00:20:00,749,5.61
137,31/05/2016 , 00:25:00,749,5.61
138,31/05/2016 , 00:30:00,749,5.61
139,31/05/2016 , 00:35:00,749,5.61
140,31/05/2016 , 00:40:00,749,5.61
141,31/05/2016 , 00:45:00,749,5.61
142,31/05/2016 , 00:50:00,749,5.61
143,31/05/2016 , 00:55:00,749,5.61
144,31/05/2016 , 01:00:00,749,5.61
145,31/05/2016 , 01:05:00,749,5.61
146,31/05/2016 , 01:10:00,749,5.61
147,31/05/2016 , 01:15:00,749,5.61
148,31/05/2016 , 01:20:00,749,5.61
149,31/05/2016 , 01:25:00,749,5.61
150,31/05/2016 , 01:30:00,749,5.61
151,31/05/2016 , 01:35:00,749,5.61
152,31/05/2016 , 01:40:00,749,5.61
153,31/05/2016 , 01:45:00,749,5.61
154,31/05/2016 , 01:50:00,749,5.61
155,31/05/2016 , 01:55:00,749,5.61
156,31/05/2016 , 02:00:00,749,5.61
157,31/05/2016 , 02:05:00,749,5.61
158,31/05/2016 , 02:10:00,749,5.61
159,31/05/2016 , 02:15:00,749,5.61
160,31/05/2016 , 02:20:00,749,5.61
161,31/05/2016 , 02:25:00,749,5.61
162,31/05/2016 , 02:30:00,749,5.61
163,31/05/2016 , 02:35:00,749,5.61
164,31/05/2016 , 02:40:00,749,5.61
165,31/05/2016 , 02:45:00,749,5.61
166,31/05/2016 , 02:50:00,749,5.61
167,31/05/2016 , 02:55:00,749,5.61
168,31/05/2016 , 03:00:00,749,5.61
169,31/05/2016 , 03:05:00,749,5.61
170,31/05/2016 , 03:10:00,749,5.61
171,31/05/2016 , 03:15:00,749,5.61
172,31/05/2016 , 03:20:00,749,5.61
173,31/05/2016 , 03:25:00,749,5.61
174,31/05/2016 , 03:30:00,749,5.61
175,31/05/2016 , 03:35:00,749,5.61
176,31/05/2016 , 03:40:00,749,5.61
177,31/05/2016 , 03:45:00,749,5.61
178,31/05/2016 , 03:50:00,749,5.61
179,31/05/2016 , 03:55:00,749,5.61
180,31/05/2016 , 04:00:00,749,5.61
181,31/05/2016 , 04:05:00,748,5.55
182,31/05/2016 , 04:10:00,749,5.61
183,31/05/2016 , 04:15:00,748,5.55
184,31/05/2016 , 04:20:00,748,5.55
185,31/05/2016 , 04:25:00,748,5.55
186,31/05/2016 , 04:30:00,748,5.55
187,31/05/2016 , 04:35:00,748,5.55
188,31/05/2016 , 04:40:00,748,5.55
189,31/05/2016 , 04:45:00,748,5.55
190,31/05/2016 , 04:50:00,748,5.55
191,31/05/2016 , 04:55:00,748,5.55
192,31/05/2016 , 05:00:00,748,5.55
193,31/05/2016 , 05:05:00,748,5.55
194,31/05/2016 , 05:10:00,748,5.55
195,31/05/2016 , 05:15:00,748,5.55
196,31/05/2016 , 05:20:00,748,5.55
197,31/05/2016 , 05:25:00,748,5.55
198,31/05/2016 , 05:30:00,748,5.55
199,31/05/2016 , 05:35:00,748,5.55
200,31/05/2016 , 05:40:00,748,5.55
201,31/05/2016 , 05:45:00,748,5.55
202,31/05/2016 , 05:50:00,748,5.55
203,31/05/2016 , 05:55:00,748,5.55
204,31/05/2016 , 06:00:00,747,5.48
205,31/05/2016 , 06:05:00,747,5.48
206,31/05/2016 , 06:10:00,748,5.55
207,31/05/2016 , 06:15:00,746,5.42
208,31/05/2016 , 06:20:00,747,5.48
209,31/05/2016 , 06:25:00,747,5.48
210,31/05/2016 , 06:30:00,747,5.48
211,31/05/2016 , 06:35:00,747,5.48
212,31/05/2016 , 06:40:00,747,5.48
213,31/05/2016 , 06:45:00,747,5.48
214,31/05/2016 , 06:50:00,747,5.48
215,31/05/2016 , 06:55:00,747,5.48
216,31/05/2016 , 07:00:00,747,5.48
217,31/05/2016 , 07:05:00,747,5.48
218,31/05/2016 , 07:10:00,747,5.48
219,31/05/2016 , 07:15:00,747,5.48
220,31/05/2016 , 07:20:00,747,5.48
221,31/05/2016 , 07:25:00,747,5.48
222,31/05/2016 , 07:30:00,747,5.48
223,31/05/2016 , 07:35:00,747,5.48
224,31/05/2016 , 07:40:00,747,5.48
225,31/05/2016 , 07:45:00,747,5.48
226,31/05/2016 , 07:50:00,747,5.48
227,31/05/2016 , 07:55:00,748,5.55
228,31/05/2016 , 08:00:00,748,5.55
229,31/05/2016 , 08:05:00,748,5.55
230,31/05/2016 , 08:10:00,748,5.55
231,31/05/2016 , 08:15:00,748,5.55
232,31/05/2016 , 08:20:00,748,5.55
233,31/05/2016 , 08:25:00,748,5.55
234,31/05/2016 , 08:30:00,748,5.55
235,31/05/2016 , 08:35:00,748,5.55
236,31/05/2016 , 08:40:00,747,5.48
237,31/05/2016 , 08:45:00,747,5.48
238,31/05/2016 , 08:50:00,747,5.48
239,31/05/2016 , 08:55:00,747,5.48
240,31/05/2016 , 09:00:00,747,5.48
241,31/05/2016 , 09:05:00,747,5.48
242,31/05/2016 , 09:10:00,747,5.48
243,31/05/2016 , 09:15:00,747,5.48
244,31/05/2016 , 09:20:00,747,5.48
245,31/05/2016 , 09:25:00,747,5.48
246,31/05/2016 , 09:30:00,747,5.48
247,31/05/2016 , 09:35:00,747,5.48
248,31/05/2016 , 09:40:00,747,5.48
249,31/05/2016 , 09:45:00,747,5.48
250,31/05/2016 , 09:50:00,747,5.48
251,31/05/2016 , 09:55:00,747,5.48
252,31/05/2016 , 10:00:00,747,5.48
253,31/05/2016 , 10:05:00,747,5.48
254,31/05/2016 , 10:10:00,747,5.48
255,31/05/2016 , 10:15:00,747,5.48
256,31/05/2016 , 10:20:00,747,5.48
257,31/05/2016 , 10:25:00,747,5.48
258,31/05/2016 , 10:30:00,747,5.48
259,31/05/2016 , 10:35:00,747,5.48
260,31/05/2016 , 10:40:00,746,5.42
261,31/05/2016 , 10:45:00,746,5.42
262,31/05/2016 , 10:50:00,746,5.42
263,31/05/2016 , 10:55:00,746,5.42
264,31/05/2016 , 11:00:00,746,5.42
265,31/05/2016 , 11:05:00,746,5.42
266,31/05/2016 , 11:10:00,746,5.42
267,31/05/2016 , 11:15:00,746,5.42
268,31/05/2016 , 11:20:00,746,5.42
269,31/05/2016 , 11:25:00,746,5.42
270,31/05/2016 , 11:30:00,746,5.42
271,31/05/2016 , 11:35:00,745,5.35
272,31/05/2016 , 11:40:00,745,5.35
273,31/05/2016 , 11:45:00,745,5.35
274,31/05/2016 , 11:50:00,745,5.35
275,31/05/2016 , 11:55:00,745,5.35
276,31/05/2016 , 12:00:00,745,5.35
277,31/05/2016 , 12:05:00,748,5.55
278,31/05/2016 , 12:10:00,750,5.68
279,31/05/2016 , 12:15:00,752,5.81
280,31/05/2016 , 12:20:00,752,5.81
281,31/05/2016 , 12:25:00,753,5.87
282,31/05/2016 , 12:30:00,754,5.94
283,31/05/2016 , 12:35:00,756,6.06
284,31/05/2016 , 12:40:00,756,6.06
285,31/05/2016 , 12:45:00,756,6.06
286,31/05/2016 , 12:50:00,756,6.06
287,31/05/2016 , 12:55:00,756,6.06
288,31/05/2016 , 13:00:00,756,6.06
289,31/05/2016 , 13:05:00,756,6.06
290,31/05/2016 , 13:10:00,755,6
291,31/05/2016 , 13:15:00,755,6
292,31/05/2016 , 13:20:00,755,6
293,31/05/2016 , 13:25:00,755,6
294,31/05/2016 , 13:30:00,755,6
295,31/05/2016 , 13:35:00,755,6
296,31/05/2016 , 13:40:00,756,6.06
297,31/05/2016 , 13:45:00,756,6.06
298,31/05/2016 , 13:50:00,756,6.06
299,31/05/2016 , 13:55:00,756,6.06
300,31/05/2016 , 14:00:00,756,6.06
301,31/05/2016 , 14:05:00,756,6.06
302,31/05/2016 , 14:10:00,756,6.06
303,31/05/2016 , 14:15:00,756,6.06
304,31/05/2016 , 14:20:00,756,6.06
305,31/05/2016 , 14:25:00,756,6.06
306,31/05/2016 , 14:30:00,756,6.06
307,31/05/2016 , 14:35:00,757,6.13
308,31/05/2016 , 14:40:00,757,6.13
309,31/05/2016 , 14:45:00,757,6.13
310,31/05/2016 , 14:50:00,757,6.13
311,31/05/2016 , 14:55:00,757,6.13
312,31/05/2016 , 15:00:00,757,6.13
313,31/05/2016 , 15:05:00,758,6.19
314,31/05/2016 , 15:10:00,758,6.19
315,31/05/2016 , 15:15:00,758,6.19
316,31/05/2016 , 15:20:00,758,6.19
317,31/05/2016 , 15:25:00,758,6.19
318,31/05/2016 , 15:30:00,758,6.19
319,31/05/2016 , 15:35:00,758,6.19
320,31/05/2016 , 15:40:00,758,6.19
321,31/05/2016 , 15:45:00,758,6.19
322,31/05/2016 , 15:50:00,758,6.19
323,31/05/2016 , 15:55:00,758,6.19
324,31/05/2016 , 16:00:00,758,6.19
325,31/05/2016 , 16:05:00,759,6.26
326,31/05/2016 , 16:10:00,759,6.26
327,31/05/2016 , 16:15:00,760,6.32
328,31/05/2016 , 16:20:00,760,6.32
329,31/05/2016 , 16:25:00,761,6.39
330,31/05/2016 , 16:30:00,764,6.58
331,31/05/2016 , 16:35:00,766,6.71
332,31/05/2016 , 16:40:00,769,6.9
333,31/05/2016 , 16:45:00,772,7.1
334,31/05/2016 , 16:50:00,775,7.29
335,31/05/2016 , 16:55:00,777,7.42
336,31/05/2016 , 17:00:00,778,7.48
337,31/05/2016 , 17:05:00,779,7.55
338,31/05/2016 , 17:10:00,780,7.61
339,31/05/2016 , 17:15:00,780,7.61
340,31/05/2016 , 17:20:00,781,7.68
341,31/05/2016 , 17:25:00,782,7.74
342,31/05/2016 , 17:30:00,784,7.87
343,31/05/2016 , 17:35:00,786,8
344,31/05/2016 , 17:40:00,788,8.13
345,31/05/2016 , 17:45:00,789,8.19
346,31/05/2016 , 17:50:00,791,8.32
347,31/05/2016 , 17:55:00,793,8.45
348,31/05/2016 , 18:00:00,795,8.58
349,31/05/2016 , 18:05:00,796,8.65
350,31/05/2016 , 18:10:00,798,8.77
351,31/05/2016 , 18:15:00,800,8.9
352,31/05/2016 , 18:20:00,803,9.1
353,31/05/2016 , 18:25:00,806,9.29
354,31/05/2016 , 18:30:00,810,9.55
355,31/05/2016 , 18:35:00,814,9.81
356,31/05/2016 , 18:40:00,818,10.06
357,31/05/2016 , 18:45:00,821,10.26
358,31/05/2016 , 18:50:00,824,10.45
359,31/05/2016 , 18:55:00,824,10.45
360,31/05/2016 , 19:00:00,824,10.45
361,31/05/2016 , 19:05:00,824,10.45
362,31/05/2016 , 19:10:00,824,10.45
363,31/05/2016 , 19:15:00,823,10.39
364,31/05/2016 , 19:20:00,822,10.32
365,31/05/2016 , 19:25:00,821,10.26
366,31/05/2016 , 19:30:00,820,10.19
367,31/05/2016 , 19:35:00,819,10.13
368,31/05/2016 , 19:40:00,818,10.06
369,31/05/2016 , 19:45:00,817,10
370,31/05/2016 , 19:50:00,816,9.94
371,31/05/2016 , 19:55:00,815,9.87
372,31/05/2016 , 20:00:00,814,9.81
373,31/05/2016 , 20:05:00,813,9.74
374,31/05/2016 , 20:10:00,813,9.74
375,31/05/2016 , 20:15:00,812,9.68
376,31/05/2016 , 20:20:00,812,9.68
377,31/05/2016 , 20:25:00,811,9.61
378,31/05/2016 , 20:30:00,811,9.61
379,31/05/2016 , 20:35:00,810,9.55
380,31/05/2016 , 20:40:00,809,9.48
381,31/05/2016 , 20:45:00,809,9.48
382,31/05/2016 , 20:50:00,809,9.48
383,31/05/2016 , 20:55:00,808,9.42
384,31/05/2016 , 21:00:00,808,9.42
385,31/05/2016 , 21:05:00,808,9.42
386,31/05/2016 , 21:10:00,808,9.42
387,31/05/2016 , 21:15:00,808,9.42
388,31/05/2016 , 21:20:00,808,9.42
389,31/05/2016 , 21:25:00,808,9.42
390,31/05/2016 , 21:30:00,808,9.42
391,31/05/2016 , 21:35:00,807,9.35
392,31/05/2016 , 21:40:00,807,9.35
393,31/05/2016 , 21:45:00,807,9.35
394,31/05/2016 , 21:50:00,806,9.29
395,31/05/2016 , 21:55:00,806,9.29
396,31/05/2016 , 22:00:00,805,9.23
397,31/05/2016 , 22:05:00,804,9.16
398,31/05/2016 , 22:10:00,804,9.16
399,31/05/2016 , 22:15:00,803,9.1
400,31/05/2016 , 22:20:00,803,9.1
401,31/05/2016 , 22:25:00,802,9.03
402,31/05/2016 , 22:30:00,801,8.97
403,31/05/2016 , 22:35:00,800,8.9
404,31/05/2016 , 22:40:00,800,8.9
405,31/05/2016 , 22:45:00,799,8.84
406,31/05/2016 , 22:50:00,799,8.84
407,31/05/2016 , 22:55:00,798,8.77
408,31/05/2016 , 23:00:00,798,8.77
409,31/05/2016 , 23:05:00,797,8.71
410,31/05/2016 , 23:10:00,797,8.71
411,31/05/2016 , 23:15:00,796,8.65
412,31/05/2016 , 23:20:00,795,8.58
413,31/05/2016 , 23:25:00,795,8.58
414,31/05/2016 , 23:30:00,794,8.52
415,31/05/2016 , 23:35:00,794,8.52
416,31/05/2016 , 23:40:00,794,8.52
417,31/05/2016 , 23:45:00,793,8.45
418,31/05/2016 , 23:50:00,792,8.39
419,31/05/2016 , 23:55:00,792,8.39
420,31/05/2016 , 24:00:00,791,8.32
421,01/06/2016 , 00:05:00,791,8.32
422,01/06/2016 , 00:10:00,791,8.32
423,01/06/2016 , 00:15:00,790,8.26
424,01/06/2016 , 00:20:00,790,8.26
425,01/06/2016 , 00:25:00,789,8.19
426,01/06/2016 , 00:30:00,789,8.19
427,01/06/2016 , 00:35:00,788,8.13
428,01/06/2016 , 00:40:00,788,8.13
429,01/06/2016 , 00:45:00,788,8.13
430,01/06/2016 , 00:50:00,787,8.06
431,01/06/2016 , 00:55:00,787,8.06
432,01/06/2016 , 01:00:00,787,8.06
433,01/06/2016 , 01:05:00,786,8
434,01/06/2016 , 01:10:00,786,8
435,01/06/2016 , 01:15:00,786,8
436,01/06/2016 , 01:20:00,785,7.94
437,01/06/2016 , 01:25:00,785,7.94
438,01/06/2016 , 01:30:00,785,7.94
439,01/06/2016 , 01:35:00,785,7.94
440,01/06/2016 , 01:40:00,784,7.87
441,01/06/2016 , 01:45:00,784,7.87
442,01/06/2016 , 01:50:00,784,7.87
443,01/06/2016 , 01:55:00,783,7.81
444,01/06/2016 , 02:00:00,783,7.81
445,01/06/2016 , 02:05:00,783,7.81
446,01/06/2016 , 02:10:00,783,7.81
447,01/06/2016 , 02:15:00,782,7.74
448,01/06/2016 , 02:20:00,782,7.74
449,01/06/2016 , 02:25:00,782,7.74
450,01/06/2016 , 02:30:00,782,7.74
451,01/06/2016 , 02:35:00,781,7.68
452,01/06/2016 , 02:40:00,781,7.68
453,01/06/2016 , 02:45:00,781,7.68
454,01/06/2016 , 02:50:00,781,7.68
455,01/06/2016 , 02:55:00,780,7.61
456,01/06/2016 , 03:00:00,780,7.61
457,01/06/2016 , 03:05:00,780,7.61
458,01/06/2016 , 03:10:00,779,7.55
459,01/06/2016 , 03:15:00,779,7.55
460,01/06/2016 , 03:20:00,779,7.55
461,01/06/2016 , 03:25:00,779,7.55
462,01/06/2016 , 03:30:00,779,7.55
463,01/06/2016 , 03:35:00,778,7.48
464,01/06/2016 , 03:40:00,778,7.48
465,01/06/2016 , 03:45:00,778,7.48
466,01/06/2016 , 03:50:00,778,7.48
467,01/06/2016 , 03:55:00,777,7.42
468,01/06/2016 , 04:00:00,777,7.42
469,01/06/2016 , 04:05:00,777,7.42
470,01/06/2016 , 04:10:00,777,7.42
471,01/06/2016 , 04:15:00,777,7.42
472,01/06/2016 , 04:20:00,777,7.42
473,01/06/2016 , 04:25:00,776,7.35
474,01/06/2016 , 04:30:00,776,7.35
475,01/06/2016 , 04:35:00,776,7.35
476,01/06/2016 , 04:40:00,776,7.35
477,01/06/2016 , 04:45:00,776,7.35
478,01/06/2016 , 04:50:00,776,7.35
479,01/06/2016 , 04:55:00,775,7.29
480,01/06/2016 , 05:00:00,775,7.29
481,01/06/2016 , 05:05:00,775,7.29
482,01/06/2016 , 05:10:00,775,7.29
483,01/06/2016 , 05:15:00,774,7.23
484,01/06/2016 , 05:20:00,774,7.23
485,01/06/2016 , 05:25:00,774,7.23
486,01/06/2016 , 05:30:00,774,7.23
487,01/06/2016 , 05:35:00,774,7.23
488,01/06/2016 , 05:40:00,774,7.23
489,01/06/2016 , 05:45:00,773,7.16
490,01/06/2016 , 05:50:00,773,7.16
491,01/06/2016 , 05:55:00,773,7.16
492,01/06/2016 , 06:00:00,773,7.16
493,01/06/2016 , 06:05:00,772,7.1
494,01/06/2016 , 06:10:00,772,7.1
495,01/06/2016 , 06:15:00,772,7.1
496,01/06/2016 , 06:20:00,772,7.1
497,01/06/2016 , 06:25:00,772,7.1
498,01/06/2016 , 06:30:00,772,7.1
499,01/06/2016 , 06:35:00,771,7.03
500,01/06/2016 , 06:40:00,771,7.03
501,01/06/2016 , 06:45:00,771,7.03
502,01/06/2016 , 06:50:00,771,7.03
503,01/06/2016 , 06:55:00,771,7.03
504,01/06/2016 , 07:00:00,771,7.03
505,01/06/2016 , 07:05:00,771,7.03
506,01/06/2016 , 07:10:00,771,7.03
507,01/06/2016 , 07:15:00,771,7.03
508,01/06/2016 , 07:20:00,770,6.97
509,01/06/2016 , 07:25:00,770,6.97
510,01/06/2016 , 07:30:00,770,6.97
511,01/06/2016 , 07:35:00,770,6.97
512,01/06/2016 , 07:40:00,770,6.97
513,01/06/2016 , 07:45:00,770,6.97
514,01/06/2016 , 07:50:00,770,6.97
515,01/06/2016 , 07:55:00,770,6.97
516,01/06/2016 , 08:00:00,770,6.97
517,01/06/2016 , 08:05:00,770,6.97
518,01/06/2016 , 08:10:00,770,6.97
519,01/06/2016 , 08:15:00,770,6.97
520,01/06/2016 , 08:20:00,769,6.9
521,01/06/2016 , 08:25:00,769,6.9
522,01/06/2016 , 08:30:00,769,6.9
523,01/06/2016 , 08:35:00,769,6.9
524,01/06/2016 , 08:40:00,769,6.9
525,01/06/2016 , 08:45:00,769,6.9
526,01/06/2016 , 08:50:00,768,6.84
527,01/06/2016 , 08:55:00,768,6.84
528,01/06/2016 , 09:00:00,768,6.84
529,01/06/2016 , 09:05:00,768,6.84
530,01/06/2016 , 09:10:00,768,6.84
531,01/06/2016 , 09:15:00,768,6.84
532,01/06/2016 , 09:20:00,767,6.77
533,01/06/2016 , 09:25:00,767,6.77
534,01/06/2016 , 09:30:00,767,6.77
535,01/06/2016 , 09:35:00,767,6.77
536,01/06/2016 , 09:40:00,767,6.77
537,01/06/2016 , 09:45:00,767,6.77
538,01/06/2016 , 09:50:00,767,6.77
539,01/06/2016 , 09:55:00,767,6.77
540,01/06/2016 , 10:00:00,766,6.71
541,01/06/2016 , 10:05:00,766,6.71
542,01/06/2016 , 10:10:00,766,6.71
543,01/06/2016 , 10:15:00,766,6.71
544,01/06/2016 , 10:20:00,766,6.71
545,01/06/2016 , 10:25:00,766,6.71
546,01/06/2016 , 10:30:00,766,6.71
547,01/06/2016 , 10:35:00,765,6.65
548,01/06/2016 , 10:40:00,765,6.65
549,01/06/2016 , 10:45:00,765,6.65
550,01/06/2016 , 10:50:00,765,6.65
551,01/06/2016 , 10:55:00,765,6.65
552,01/06/2016 , 11:00:00,765,6.65
553,01/06/2016 , 11:05:00,765,6.65
554,01/06/2016 , 11:10:00,765,6.65
555,01/06/2016 , 11:15:00,765,6.65
556,01/06/2016 , 11:20:00,764,6.58
557,01/06/2016 , 11:25:00,764,6.58
558,01/06/2016 , 11:30:00,764,6.58
559,01/06/2016 , 11:35:00,764,6.58
560,01/06/2016 , 11:40:00,764,6.58
561,01/06/2016 , 11:45:00,764,6.58
562,01/06/2016 , 11:50:00,763,6.52
563,01/06/2016 , 11:55:00,763,6.52
564,01/06/2016 , 12:00:00,763,6.52
565,01/06/2016 , 12:05:00,763,6.52
566,01/06/2016 , 12:10:00,763,6.52
567,01/06/2016 , 12:15:00,763,6.52
568,01/06/2016 , 12:20:00,763,6.52
569,01/06/2016 , 12:25:00,763,6.52
570,01/06/2016 , 12:30:00,763,6.52
571,01/06/2016 , 12:35:00,763,6.52
572,01/06/2016 , 12:40:00,763,6.52
573,01/06/2016 , 12:45:00,763,6.52
574,01/06/2016 , 12:50:00,763,6.52
575,01/06/2016 , 12:55:00,763,6.52
576,01/06/2016 , 13:00:00,763,6.52
577,01/06/2016 , 13:05:00,763,6.52
578,01/06/2016 , 13:10:00,762,6.45
579,01/06/2016 , 13:15:00,762,6.45
580,01/06/2016 , 13:20:00,762,6.45
581,01/06/2016 , 13:25:00,761,6.39
582,01/06/2016 , 13:30:00,762,6.45
583,01/06/2016 , 13:35:00,761,6.39
584,01/06/2016 , 13:40:00,761,6.39
585,01/06/2016 , 13:45:00,761,6.39
586,01/06/2016 , 13:50:00,761,6.39
587,01/06/2016 , 13:55:00,760,6.32
588,01/06/2016 , 14:00:00,760,6.32
589,01/06/2016 , 14:05:00,760,6.32
590,01/06/2016 , 14:10:00,760,6.32
591,01/06/2016 , 14:15:00,762,6.45
592,01/06/2016 , 14:20:00,762,6.45
593,01/06/2016 , 14:25:00,763,6.52
594,01/06/2016 , 14:30:00,763,6.52
595,01/06/2016 , 14:35:00,764,6.58
596,01/06/2016 , 14:40:00,764,6.58
597,01/06/2016 , 14:45:00,764,6.58
598,01/06/2016 , 14:50:00,764,6.58
599,01/06/2016 , 14:55:00,764,6.58
600,01/06/2016 , 15:00:00,764,6.58
601,01/06/2016 , 15:05:00,764,6.58
602,01/06/2016 , 15:10:00,764,6.58
