Site Name,WLR110,,,
Site Number,110,,,
Logger,Capacitive Water Level,,,
Logger Serial Number,40023,,,
,,,,
,,,,
Scan No,Date and Time,Capacitive Water Level,,
,,RAW VALUE,CALIBRATED VALUE,
,,,,
1,21/03/2015,11:10:00,818,10.84
2,21/03/2015,11:15:00,818,10.97
3,21/03/2015,11:20:00,818,10.97
4,21/03/2015,11:25:00,818,10.84
5,21/03/2015,11:30:00,818,10.84
6,21/03/2015,11:35:00,818,10.84
7,21/03/2015,11:40:00,818,10.84
8,21/03/2015,11:45:00,818,10.84
9,21/03/2015,11:50:00,818,10.84
10,21/03/2015,11:55:00,817,10.77
11,21/03/2015,12:00:00,817,10.77
12,21/03/2015,12:05:00,817,10.77
13,21/03/2015,12:10:00,817,10.77
14,21/03/2015,12:15:00,817,10.77
15,21/03/2015,12:20:00,817,10.77
16,21/03/2015,12:25:00,817,10.77
17,21/03/2015,12:30:00,817,10.77
18,21/03/2015,12:35:00,817,10.77
19,21/03/2015,12:40:00,817,10.77
20,21/03/2015,12:45:00,817,10.77
21,21/03/2015,12:50:00,816,10.71
22,21/03/2015,12:55:00,816,10.71
23,21/03/2015,13:00:00,817,10.77
24,21/03/2015,13:05:00,816,10.71
25,21/03/2015,13:10:00,816,10.71
26,21/03/2015,13:15:00,817,10.77
27,21/03/2015,13:20:00,816,10.71
28,21/03/2015,13:25:00,816,10.71
29,21/03/2015,13:30:00,818,10.84
30,21/03/2015,13:35:00,816,10.71
31,21/03/2015,13:40:00,815,10.65
32,21/03/2015,13:45:00,816,10.71
33,21/03/2015,13:50:00,815,10.65
34,21/03/2015,13:55:00,815,10.65
35,21/03/2015,14:00:00,817,10.77
36,21/03/2015,14:05:00,816,10.71
37,21/03/2015,14:10:00,814,10.58
38,21/03/2015,14:15:00,814,10.58
39,21/03/2015,14:20:00,814,10.58
40,21/03/2015,14:25:00,814,10.58
41,21/03/2015,14:30:00,814,10.58
42,21/03/2015,14:35:00,814,10.58
43,21/03/2015,14:40:00,813,10.52
44,21/03/2015,14:45:00,813,10.52
45,21/03/2015,14:50:00,813,10.52
46,21/03/2015,14:55:00,814,10.58
47,21/03/2015,15:00:00,814,10.58
48,21/03/2015,15:05:00,813,10.52
49,21/03/2015,15:10:00,813,10.52
50,21/03/2015,15:15:00,813,10.52
51,21/03/2015,15:20:00,813,10.52
52,21/03/2015,15:25:00,813,10.52
53,21/03/2015,15:30:00,813,10.52
54,21/03/2015,15:35:00,814,10.58
55,21/03/2015,15:40:00,813,10.52
56,21/03/2015,15:45:00,813,10.52
57,21/03/2015,15:50:00,815,10.65
58,21/03/2015,15:55:00,813,10.52
59,21/03/2015,16:00:00,813,10.52
60,21/03/2015,16:05:00,813,10.52
61,21/03/2015,16:10:00,814,10.58
62,21/03/2015,16:15:00,812,10.45
63,21/03/2015,16:20:00,813,10.52
64,21/03/2015,16:25:00,815,10.65
65,21/03/2015,16:30:00,815,10.65
66,21/03/2015,16:35:00,812,10.45
67,21/03/2015,16:40:00,812,10.45
68,21/03/2015,16:45:00,812,10.45
69,21/03/2015,16:50:00,812,10.45
70,21/03/2015,16:55:00,813,10.52
71,21/03/2015,17:00:00,813,10.52
72,21/03/2015,17:05:00,812,10.45
73,21/03/2015,17:10:00,812,10.45
74,21/03/2015,17:15:00,812,10.45
75,21/03/2015,17:20:00,811,10.39
76,21/03/2015,17:25:00,811,10.39
77,21/03/2015,17:30:00,811,10.39
78,21/03/2015,17:35:00,812,10.45
79,21/03/2015,17:40:00,811,10.39
80,21/03/2015,17:45:00,816,10.71
81,21/03/2015,17:50:00,812,10.45
82,21/03/2015,17:55:00,814,10.58
83,21/03/2015,18:00:00,815,10.65
84,21/03/2015,18:05:00,813,10.52
85,21/03/2015,18:10:00,816,10.71
86,21/03/2015,18:15:00,815,10.65
87,21/03/2015,18:20:00,821,11.03
88,21/03/2015,18:25:00,814,10.58
89,21/03/2015,18:30:00,816,10.71
90,21/03/2015,18:35:00,814,10.58
91,21/03/2015,18:40:00,813,10.52
92,21/03/2015,18:45:00,814,10.58
93,21/03/2015,18:50:00,816,10.71
94,21/03/2015,18:55:00,813,10.52
95,21/03/2015,19:00:00,811,10.39
