"","tips","mm","dt.tm","Unit_ID","Rank","cat","Unit_ID","Installati","Lat","Long","elevation","slope","aspect","x","y","z","coords.x1","coords.x2"
"1",5.26,0,2015-07-16,"TBRG 027",1,27,"TBRG 027","10/07/2015",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"2",31.93,0,2015-07-31,"TBRG 027",2,27,"TBRG 027","10/07/2015",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"3",11.52,0,2015-09-29,"TBRG 027",3,27,"TBRG 027","10/07/2015",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"4",1.94,0,2015-10-14,"TBRG 027",4,27,"TBRG 027","10/07/2015",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"5",0,0,2015-12-13,"TBRG 027",5,27,"TBRG 027","10/07/2015",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"6",0.02,0,2015-12-28,"TBRG 027",6,27,"TBRG 027","10/07/2015",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"7",0,0,2016-01-12,"TBRG 027",7,27,"TBRG 027","10/07/2015",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"8",0.03,0,2016-01-27,"TBRG 027",8,27,"TBRG 027","10/07/2015",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"71",17.16,443.9292,2015-07-16,"TBRG 001",1,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"72",30.87,798.6069,2015-07-31,"TBRG 001",2,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"76",10.75,278.1025,2015-09-29,"TBRG 001",3,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"77",3.17,82.0079,2015-10-14,"TBRG 001",4,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"81",0.04,1.0348,2015-12-13,"TBRG 001",5,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"82",0.06,1.5522,2015-12-28,"TBRG 001",6,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"83",0.02,0.5174,2016-01-12,"TBRG 001",7,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"84",0.07,1.8109,2016-01-27,"TBRG 001",8,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"69",16.91,428.6685,2015-07-16,"TBRG 002",1,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"70",33.73,855.0555,2015-07-31,"TBRG 002",2,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
