"","tips","mm","dt.tm","Unit_ID","Rank","cat","Unit_ID","Installati","Lat","Long","elevation","slope","aspect","x","y","z","coords.x1","coords.x2"
"78154",0.9,23.535,2014-11-14 18:15:00,"TBRG 004",1,4,"TBRG 004","18/08/2012",14.42989,74.69007,540,2.167313,137.1215,466593.428126206,1595293.371479,0,466593.428126206,1595293.371479
"37524",0.79,20.6585,2013-09-17 12:15:00,"TBRG 004",2,4,"TBRG 004","18/08/2012",14.42989,74.69007,540,2.167313,137.1215,466593.428126206,1595293.371479,0,466593.428126206,1595293.371479
"59913",0.79,20.6585,2014-05-08 18:00:00,"TBRG 004",3,4,"TBRG 004","18/08/2012",14.42989,74.69007,540,2.167313,137.1215,466593.428126206,1595293.371479,0,466593.428126206,1595293.371479
"63965",0.79,20.6585,2014-06-19 23:00:00,"TBRG 004",4,4,"TBRG 004","18/08/2012",14.42989,74.69007,540,2.167313,137.1215,466593.428126206,1595293.371479,0,466593.428126206,1595293.371479
"30250",0.77,20.1355,2013-07-03 10:45:00,"TBRG 004",5,4,"TBRG 004","18/08/2012",14.42989,74.69007,540,2.167313,137.1215,466593.428126206,1595293.371479,0,466593.428126206,1595293.371479
"26824",0.76,19.874,2013-05-28 18:15:00,"TBRG 004",6,4,"TBRG 004","18/08/2012",14.42989,74.69007,540,2.167313,137.1215,466593.428126206,1595293.371479,0,466593.428126206,1595293.371479
"26825",0.75,19.6125,2013-05-28 18:30:00,"TBRG 004",7,4,"TBRG 004","18/08/2012",14.42989,74.69007,540,2.167313,137.1215,466593.428126206,1595293.371479,0,466593.428126206,1595293.371479
"30254",0.72,18.828,2013-07-03 11:45:00,"TBRG 004",8,4,"TBRG 004","18/08/2012",14.42989,74.69007,540,2.167313,137.1215,466593.428126206,1595293.371479,0,466593.428126206,1595293.371479
"78647",0.65,16.8155,2014-11-14 18:15:00,"TBRG 001",1,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"38017",0,0,2013-09-17 12:15:00,"TBRG 001",2,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"60406",0.8,20.696,2014-05-08 18:00:00,"TBRG 001",3,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"64458",0.44,11.3828,2014-06-19 23:00:00,"TBRG 001",4,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"30715",0.81,20.9547,2013-07-03 10:45:00,"TBRG 001",5,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"27289",1.13,29.2331,2013-05-28 18:15:00,"TBRG 001",6,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"27290",0.52,13.4524,2013-05-28 18:30:00,"TBRG 001",7,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"30719",0.54,13.9698,2013-07-03 11:45:00,"TBRG 001",8,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"71342",0.35,8.8725,2014-11-14 18:15:00,"TBRG 002",1,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"37068",0,0,2013-09-17 12:15:00,"TBRG 002",2,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"57051",0.43,10.9005,2014-05-08 18:00:00,"TBRG 002",3,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"61103",0.05,1.2675,2014-06-19 23:00:00,"TBRG 002",4,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"29766",0.18,4.563,2013-07-03 10:45:00,"TBRG 002",5,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"26340",0.45,11.4075,2013-05-28 18:15:00,"TBRG 002",6,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"26341",0.02,0.507,2013-05-28 18:30:00,"TBRG 002",7,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"29770",0.19,4.8165,2013-07-03 11:45:00,"TBRG 002",8,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"78548",0.04,1.0792,2014-11-14 18:15:00,"TBRG 003",1,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"37919",0,0,2013-09-17 12:15:00,"TBRG 003",2,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"60307",0.04,1.0792,2014-05-08 18:00:00,"TBRG 003",3,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"64359",0.01,0.2698,2014-06-19 23:00:00,"TBRG 003",4,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"30617",0,0,2013-07-03 10:45:00,"TBRG 003",5,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"27191",0.06,1.6188,2013-05-28 18:15:00,"TBRG 003",6,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"27192",0.01,0.2698,2013-05-28 18:30:00,"TBRG 003",7,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"30621",0.22,5.9356,2013-07-03 11:45:00,"TBRG 003",8,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"78439",0.79,17.2141,2014-11-14 18:15:00,"TBRG 005",1,5,"TBRG 005","19/08/2012",14.45462,74.70042,531,8.230761,15.74946,467712.604404029,1598027.04196712,0,467712.604404029,1598027.04196712
"37810",0,0,2013-09-17 12:15:00,"TBRG 005",2,5,"TBRG 005","19/08/2012",14.45462,74.70042,531,8.230761,15.74946,467712.604404029,1598027.04196712,0,467712.604404029,1598027.04196712
"60199",0.56,12.2024,2014-05-08 18:00:00,"TBRG 005",3,5,"TBRG 005","19/08/2012",14.45462,74.70042,531,8.230761,15.74946,467712.604404029,1598027.04196712,0,467712.604404029,1598027.04196712
"64251",0.27,5.8833,2014-06-19 23:00:00,"TBRG 005",4,5,"TBRG 005","19/08/2012",14.45462,74.70042,531,8.230761,15.74946,467712.604404029,1598027.04196712,0,467712.604404029,1598027.04196712
"30508",0.35,7.6265,2013-07-03 10:45:00,"TBRG 005",5,5,"TBRG 005","19/08/2012",14.45462,74.70042,531,8.230761,15.74946,467712.604404029,1598027.04196712,0,467712.604404029,1598027.04196712
"27082",1.42,30.9418,2013-05-28 18:15:00,"TBRG 005",6,5,"TBRG 005","19/08/2012",14.45462,74.70042,531,8.230761,15.74946,467712.604404029,1598027.04196712,0,467712.604404029,1598027.04196712
"27083",0.69,15.0351,2013-05-28 18:30:00,"TBRG 005",7,5,"TBRG 005","19/08/2012",14.45462,74.70042,531,8.230761,15.74946,467712.604404029,1598027.04196712,0,467712.604404029,1598027.04196712
"30512",0.48,10.4592,2013-07-03 11:45:00,"TBRG 005",8,5,"TBRG 005","19/08/2012",14.45462,74.70042,531,8.230761,15.74946,467712.604404029,1598027.04196712,0,467712.604404029,1598027.04196712
"78343",0.48,12.552,2014-11-14 18:15:00,"TBRG 006",1,6,"TBRG 006","20/08/2012",14.44658,74.68195,545,15.81594,111.161,465720.740925008,1597140.49050806,0,465720.740925008,1597140.49050806
"37713",0,0,2013-09-17 12:15:00,"TBRG 006",2,6,"TBRG 006","20/08/2012",14.44658,74.68195,545,15.81594,111.161,465720.740925008,1597140.49050806,0,465720.740925008,1597140.49050806
"60102",0.87,22.7505,2014-05-08 18:00:00,"TBRG 006",3,6,"TBRG 006","20/08/2012",14.44658,74.68195,545,15.81594,111.161,465720.740925008,1597140.49050806,0,465720.740925008,1597140.49050806
"64154",0.34,8.891,2014-06-19 23:00:00,"TBRG 006",4,6,"TBRG 006","20/08/2012",14.44658,74.68195,545,15.81594,111.161,465720.740925008,1597140.49050806,0,465720.740925008,1597140.49050806
"30425",NA,NA,2013-07-03 10:45:00,"TBRG 006",5,6,"TBRG 006","20/08/2012",14.44658,74.68195,545,15.81594,111.161,465720.740925008,1597140.49050806,0,465720.740925008,1597140.49050806
