"","tips","mm","dt.tm","Unit_ID","Rank","cat","Unit_ID","Installati","Lat","Long","elevation","slope","aspect","x","y","z","coords.x1","coords.x2"
"68172",0.92,24.3156,2014-07-30 20:15:00,"TBRG 007",1,7,"TBRG 007","19/08/2012",14.47729,74.66662,600,37.91584,169.8405,464073.401292532,1600539.38914982,0,464073.401292532,1600539.38914982
"64046",0.89,23.5227,2014-06-17 20:45:00,"TBRG 007",2,7,"TBRG 007","19/08/2012",14.47729,74.66662,600,37.91584,169.8405,464073.401292532,1600539.38914982,0,464073.401292532,1600539.38914982
"37855",0.72,19.0296,2013-09-18 00:30:00,"TBRG 007",3,7,"TBRG 007","19/08/2012",14.47729,74.66662,600,37.91584,169.8405,464073.401292532,1600539.38914982,0,464073.401292532,1600539.38914982
"28544",0.7,18.501,2013-06-13 00:45:00,"TBRG 007",4,7,"TBRG 007","19/08/2012",14.47729,74.66662,600,37.91584,169.8405,464073.401292532,1600539.38914982,0,464073.401292532,1600539.38914982
"68169",0.67,17.7081,2014-07-30 19:30:00,"TBRG 007",5,7,"TBRG 007","19/08/2012",14.47729,74.66662,600,37.91584,169.8405,464073.401292532,1600539.38914982,0,464073.401292532,1600539.38914982
"98285",0.67,17.7081,2015-06-09 12:30:00,"TBRG 007",6,7,"TBRG 007","19/08/2012",14.47729,74.66662,600,37.91584,169.8405,464073.401292532,1600539.38914982,0,464073.401292532,1600539.38914982
"60195",0.64,16.9152,2014-05-08 18:00:00,"TBRG 007",7,7,"TBRG 007","19/08/2012",14.47729,74.66662,600,37.91584,169.8405,464073.401292532,1600539.38914982,0,464073.401292532,1600539.38914982
"102163",0.61,16.1223,2015-07-19 22:00:00,"TBRG 007",8,7,"TBRG 007","19/08/2012",14.47729,74.66662,600,37.91584,169.8405,464073.401292532,1600539.38914982,0,464073.401292532,1600539.38914982
"68383",0.47,12.1589,2014-07-30 20:15:00,"TBRG 001",1,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"64257",0.3,7.761,2014-06-17 20:45:00,"TBRG 001",2,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"38066",0.92,23.8004,2013-09-18 00:30:00,"TBRG 001",3,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"28755",0.21,5.4327,2013-06-13 00:45:00,"TBRG 001",4,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"68380",0.55,14.2285,2014-07-30 19:30:00,"TBRG 001",5,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"98496",0.16,4.1392,2015-06-09 12:30:00,"TBRG 001",6,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"60406",0.8,20.696,2014-05-08 18:00:00,"TBRG 001",7,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"102374",0.26,6.7262,2015-07-19 22:00:00,"TBRG 001",8,1,"TBRG 001","17/08/2012",14.44696,74.69143,518,10.05108,154.8148,466742.555570567,1597181.12481595,0,466742.555570567,1597181.12481595
"65028",0.83,21.0405,2014-07-30 20:15:00,"TBRG 002",1,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"60902",0.56,14.196,2014-06-17 20:45:00,"TBRG 002",2,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"37117",0.96,24.336,2013-09-18 00:30:00,"TBRG 002",3,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"27806",0.45,11.4075,2013-06-13 00:45:00,"TBRG 002",4,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"65025",0.71,17.9985,2014-07-30 19:30:00,"TBRG 002",5,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"91191",0.31,7.8585,2015-06-09 12:30:00,"TBRG 002",6,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"57051",0.43,10.9005,2014-05-08 18:00:00,"TBRG 002",7,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"95069",0.62,15.717,2015-07-19 22:00:00,"TBRG 002",8,2,"TBRG 002","18/08/2012",14.46895,74.69709,550,4.299336,220.516,467355.801488634,1599612.4205179,0,467355.801488634,1599612.4205179
"68284",0.44,11.8712,2014-07-30 20:15:00,"TBRG 003",1,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"64158",0.27,7.2846,2014-06-17 20:45:00,"TBRG 003",2,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"37968",0.45,12.141,2013-09-18 00:30:00,"TBRG 003",3,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"28657",0.01,0.2698,2013-06-13 00:45:00,"TBRG 003",4,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"68281",0.41,11.0618,2014-07-30 19:30:00,"TBRG 003",5,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"98397",0,0,2015-06-09 12:30:00,"TBRG 003",6,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"60307",0.04,1.0792,2014-05-08 18:00:00,"TBRG 003",7,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"102275",0.09,2.4282,2015-07-19 22:00:00,"TBRG 003",8,3,"TBRG 003","18/08/2012",14.47904,74.7575,513,1.430697,188.753,473867.324028879,1600720.63521621,0,473867.324028879,1600720.63521621
"67890",0.22,5.753,2014-07-30 20:15:00,"TBRG 004",1,4,"TBRG 004","18/08/2012",14.42989,74.69007,540,2.167313,137.1215,466593.428126206,1595293.371479,0,466593.428126206,1595293.371479
"63764",0.03,0.7845,2014-06-17 20:45:00,"TBRG 004",2,4,"TBRG 004","18/08/2012",14.42989,74.69007,540,2.167313,137.1215,466593.428126206,1595293.371479,0,466593.428126206,1595293.371479
